Vg_V,P_uC_cm2,E_MV_cm
2.45000000000002,-2.09692046676222,-0.183544062198784
2.47500000000002,-2.12486603472709,-0.18618646883761497
2.50000000000002,-2.15286024142688,-0.188820324197475
2.52500000000003,-2.1809026490995898,-0.19144568555296398
2.55000000000003,-2.20899282625324,-0.194062610170884
2.57500000000003,-2.2371303474742,-0.19667115528480197
2.60000000000003,-2.26531479326274,-0.19927137807300702
2.62500000000003,-2.2935457498770098,-0.201863335638031
2.65000000000003,-2.32182280918467,-0.20444708498759298
2.67500000000003,-2.35014556852185,-0.207022683016899
2.70000000000003,-2.37851363055868,-0.20959018649217898
2.72500000000003,-2.40692660317122,-0.212149652035393
2.75000000000003,-2.4353840993192097,-0.214701136110033
2.77500000000003,-2.46388573692935,-0.217244695007933
2.80000000000003,-2.49243113878365,-0.219780384837038
2.82500000000003,-2.5210199324128,-0.22230826151005997
2.85000000000003,-2.5496517499939,-0.22482838073397
2.87500000000003,-2.57832622825258,-0.227340798000275
2.90000000000003,-2.60704300836915,-0.22984556857601599
2.92500000000003,-2.63580173496605,-0.23234274741555297
2.95000000000003,-2.66460194229111,-0.234832379345127
2.97500000000003,-2.69344320210695,-0.23731451198085998
3.00000000000003,-2.72232516952009,-0.239789199579853
3.02500000000003,-2.7512475034877,-0.242256496123188
3.05000000000003,-2.78020986674289,-0.244716455310755
3.07500000000003,-2.8092119257227104,-0.247169130556535
3.10000000000003,-2.83825335049862,-0.24961457498430398
3.12500000000003,-2.86733381470942,-0.252052841423755
3.15000000000003,-2.89645299549636,-0.254483982406994
3.17500000000003,-2.92561057344046,-0.256908050165389
3.20000000000003,-2.9548062325017903,-0.259325096626766
3.22500000000004,-2.98403965996071,-0.261735173412903
3.25000000000004,-3.01331054636091,-0.264138331837333
3.27500000000004,-3.0426185854541803,-0.266534622903418
3.30000000000004,-3.07196347414682,-0.26892409730268396
3.32500000000004,-3.1013449124476202,-0.27130680541340096
3.35000000000004,-3.1307626034173,-0.273682797299397
3.37500000000004,-3.16021625311941,-0.276052122709084
3.40000000000004,-3.18970557056921,-0.278414831074423
3.42500000000004,-3.21923026768474,-0.28077097151015695
3.45000000000004,-3.24879005925635,-0.28312059281459395
3.47500000000004,-3.27838466289412,-0.28546374346869197
3.50000000000004,-3.30801379898438,-0.287800471635951
3.52500000000004,-3.3376771906478,-0.290130825162485
3.55000000000004,-3.3673745636985597,-0.292454851577248
3.57500000000004,-3.39710564660449,-0.294772598092382
3.60000000000004,-3.42687017044812,-0.29708411160369
3.62500000000004,-3.4566678688887302,-0.29938943869123397
3.65000000000004,-3.48649847812517,-0.301688625620032
3.67500000000004,-3.51636173685957,-0.303981718340857
3.70000000000004,-3.54625738626186,-0.306268762491143
3.72500000000004,-3.5761851699350498,-0.30854980339597
3.75000000000004,-3.60614483388129,-0.31082488606914
3.77500000000004,-3.6361361264686,-0.313094055214326
3.80000000000004,-3.66615879839831,-0.315357355226302
3.82500000000004,-3.6962126026732203,-0.31761483019223796
3.85000000000004,-3.72629729456631,-0.31986652389306097
3.87500000000004,-3.75641263159018,-0.322112479804872
3.90000000000004,-3.78655837346704,-0.324352741100433
3.92500000000005,-3.81673428209924,-0.326587350650686
3.95000000000005,-3.84694012154047,-0.32881635102634
3.97500000000005,-3.87717565796743,-0.331039784499495
4.0,-3.9074406596519995,-0.333257693045303
