Vg_V,Id_A_um
-2.24000000000339,2.2041105919415668e-07
-2.22000000000344,2.2022197897214778e-07
-2.2000000000035,2.2003037393005554e-07
-2.18000000000355,2.1983615770506556e-07
-2.1600000000036,2.1963929698386333e-07
-2.14000000000366,2.1943969902713113e-07
-2.12000000000371,2.1923733181227556e-07
-2.10000000000376,2.1903209284252444e-07
-2.08000000000382,2.1882394933819334e-07
-2.06000000000387,2.1861278625371225e-07
-2.04000000000393,2.1839856911681558e-07
-2.02000000000398,2.1818116810340778e-07
-2.00000000000403,2.1796054668306444e-07
-1.98000000000409,2.177365584536178e-07
-1.96000000000414,2.175091648013411e-07
-1.94000000000419,2.1727820070417778e-07
-1.92000000000425,2.1704362517788225e-07
-1.9000000000043,2.168052522794889e-07
-1.88000000000436,2.1656303825356668e-07
-1.86000000000441,2.163167746249911e-07
-1.84000000000446,2.1606641466779444e-07
-1.82000000000452,2.1581172564578002e-07
-1.80000000000457,2.1555265718607223e-07
-1.78000000000462,2.1528895068348332e-07
-1.76000000000468,2.150205494705678e-07
-1.74000000000473,2.1474716874520777e-07
-1.72000000000479,2.144687464023e-07
-1.70000000000484,2.141850042760789e-07
-1.68000000000489,2.1389577773427667e-07
-1.66000000000495,2.136008360838978e-07
-1.640000000005,2.1329960960527002e-07
-1.62000000000505,2.1299227431565002e-07
-1.60000000000511,2.1267856323981334e-07
-1.58000000000516,2.123582208969089e-07
-1.56000000000522,2.1203097783441226e-07
-1.54000000000527,2.1169655863301668e-07
-1.52000000000532,2.113546656481989e-07
-1.50000000000538,2.1100498903343667e-07
-1.48000000000543,2.1064719289356447e-07
-1.46000000000549,2.1028092507718555e-07
-1.44000000000554,2.0990580460411e-07
-1.42000000000559,2.0952143541790666e-07
-1.40000000000565,2.0912738415424336e-07
-1.3800000000057,2.0872320221257224e-07
-1.36000000000575,2.0830839950678003e-07
-1.34000000000581,2.0788246511333558e-07
-1.32000000000586,2.0744483339485777e-07
-1.30000000000592,2.069949224952422e-07
-1.28000000000597,2.0653207598755669e-07
-1.26000000000602,2.0605562838064112e-07
-1.24000000000608,2.0556479902625113e-07
-1.22000000000613,2.0505880693254558e-07
-1.20000000000618,2.0453671291576667e-07
-1.18000000000624,2.0399764388395003e-07
