V_G_V,E_MVcm,P_uCcm2
1.899999999999999911e+00,-2.284865616118059994e-01,-9.876407580242478890e-01
1.949999999999999956e+00,-2.367818984478139710e-01,-1.029578556070699813e+00
2.000000000000000000e+00,-2.450353577870249822e-01,-1.071754202368440101e+00
2.049999999999999822e+00,-2.532471841573279980e-01,-1.114164496564810092e+00
2.100000000000000089e+00,-2.614176422701259828e-01,-1.156806308702980068e+00
2.149999999999999911e+00,-2.695470146215739882e-01,-1.199676573666250023e+00
2.200000000000000178e+00,-2.776355993748130246e-01,-1.242772286348619915e+00
2.250000000000000000e+00,-2.856837085147849731e-01,-1.286090497606690031e+00
2.299999999999999822e+00,-2.936916661919969918e-01,-1.329628310634550115e+00
2.350000000000000089e+00,-3.016598072531709862e-01,-1.373382877817939995e+00
2.399999999999999911e+00,-3.095884759345209902e-01,-1.417351397999759843e+00
2.450000000000000178e+00,-3.174780246942799922e-01,-1.461531114084340111e+00
2.500000000000000000e+00,-3.253288131670949990e-01,-1.505919310931949973e+00
2.549999999999999822e+00,-3.331412072254910095e-01,-1.550513313503020019e+00
2.600000000000000089e+00,-3.409155781357099402e-01,-1.595310485217349861e+00
2.649999999999999911e+00,-3.486523017970169502e-01,-1.640308226498919941e+00
2.700000000000000178e+00,-3.563517580550699670e-01,-1.685503973481369933e+00
2.750000000000000000e+00,-3.640143300811830018e-01,-1.730895196852779927e+00
2.799999999999999822e+00,-3.716404038104209606e-01,-1.776479400821199928e+00
2.850000000000000089e+00,-3.792303635815919560e-01,-1.822254098858859805e+00
2.899999999999999911e+00,-3.867845345705029914e-01,-1.868216462867329897e+00
2.950000000000000178e+00,-3.943032844139869875e-01,-1.914363935230189995e+00
3.000000000000000000e+00,-4.017870044950629382e-01,-1.960694125134530008e+00
3.049999999999999822e+00,-4.092360865476899479e-01,-2.007204669484219828e+00
3.100000000000000089e+00,-4.166509223486349889e-01,-2.053893232301549965e+00
3.149999999999999911e+00,-4.240319034372509455e-01,-2.100757504175189805e+00
3.200000000000000178e+00,-4.313794208605100100e-01,-2.147795201748010196e+00
3.250000000000000000e+00,-4.386938649386870059e-01,-2.195004067224819888e+00
3.299999999999999822e+00,-4.459756250565099500e-01,-2.242381867939409634e+00
3.350000000000000089e+00,-4.532250894738429903e-01,-2.289926395951790372e+00
3.399999999999999911e+00,-4.604426451482879767e-01,-2.337635467632680264e+00
3.450000000000000178e+00,-4.676286775764519899e-01,-2.385506923285390268e+00
3.500000000000000000e+00,-4.747835706498249597e-01,-2.433538626785090031e+00
3.549999999999999822e+00,-4.819077065240640056e-01,-2.481728465233159930e+00
3.600000000000000089e+00,-4.890014655005899824e-01,-2.530074348624789859e+00
3.649999999999999911e+00,-4.960652259195439950e-01,-2.578574209528129657e+00
