V_G_V,E_MVcm,P_uCcm2
2.299999999999990052e+00,-2.549537692484860063e-01,-1.504602949157419989e+00
2.349999999999989875e+00,-2.641863244270259425e-01,-1.542677502580940052e+00
2.399999999999990141e+00,-2.733710083393859902e-01,-1.581000836439149904e+00
2.449999999999989964e+00,-2.825082346816019663e-01,-1.619570104577570113e+00
2.499999999999980016e+00,-2.915984269949389862e-01,-1.658382475719440086e+00
2.549999999999979838e+00,-3.006420176495139818e-01,-1.697435133437590116e+00
2.599999999999980105e+00,-3.096394469093869950e-01,-1.736725276184529987e+00
2.649999999999979927e+00,-3.185911620800079835e-01,-1.776250117407889961e+00
2.699999999999980194e+00,-3.274976167248429548e-01,-1.816006885715759855e+00
2.749999999999980016e+00,-3.363592699444669654e-01,-1.855992825081590025e+00
2.799999999999979838e+00,-3.451765857122889303e-01,-1.896205195079670114e+00
2.849999999999980105e+00,-3.539499906200649915e-01,-1.936641078215350031e+00
2.899999999999979927e+00,-3.626798979181579674e-01,-1.977297485355150153e+00
2.949999999999980194e+00,-3.713667814632100050e-01,-2.018171704151650037e+00
2.999999999999980016e+00,-3.800111178871109496e-01,-2.059261039213939881e+00
3.049999999999979838e+00,-3.886133857601059560e-01,-2.100562810556270144e+00
3.099999999999980105e+00,-3.971740651825980128e-01,-2.142074353861739944e+00
3.149999999999979927e+00,-4.056936374070009843e-01,-2.183793020742279989e+00
3.199999999999980194e+00,-4.141725844872469753e-01,-2.225716178991970384e+00
3.249999999999980016e+00,-4.226113889538439805e-01,-2.267841212831830155e+00
3.299999999999979838e+00,-4.310105335125750114e-01,-2.310165523144020128e+00
3.349999999999980105e+00,-4.393705007651499961e-01,-2.352686527694530128e+00
3.399999999999979927e+00,-4.476917729492939646e-01,-2.395401661337969834e+00
3.449999999999980194e+00,-4.559748316962559667e-01,-2.438308376200459815e+00
3.499999999999980016e+00,-4.642201578162009623e-01,-2.481404141900959814e+00
3.549999999999979838e+00,-4.724282310886430136e-01,-2.524686445699320103e+00
3.599999999999980105e+00,-4.805995300714079876e-01,-2.568152792644800009e+00
3.649999999999979927e+00,-4.887345319246359510e-01,-2.611800705712409965e+00
3.699999999999980194e+00,-4.968337122482630042e-01,-2.655627725923789928e+00
3.749999999999980016e+00,-5.048975449321619902e-01,-2.699631412452780044e+00
3.799999999999979838e+00,-5.129265020181469348e-01,-2.743809342715670230e+00
3.849999999999980105e+00,-5.209210535731170211e-01,-2.788159112446369825e+00
3.899999999999979927e+00,-5.288816675726680794e-01,-2.832678335756800170e+00
3.949999999999980194e+00,-5.368088097945320492e-01,-2.877364645182590053e+00
4.000000000000000000e+00,-5.447029403067569220e-01,-2.922215707201920143e+00
4.000000000000000000e+00,-5.447029403067569220e-01,-2.922215707201920143e+00
3.975000000000000089e+00,-5.369578904279989073e-01,-2.917011775988089806e+00
3.950000000000000178e+00,-5.292264145507949991e-01,-2.911748792269039932e+00
3.924999999999999822e+00,-5.215086034615450394e-01,-2.906426369295250112e+00
3.899999999999999911e+00,-5.138045472887419196e-01,-2.901044123711679745e+00
3.875000000000000000e+00,-5.061143354802259964e-01,-2.895601675682089926e+00
3.850000000000000089e+00,-4.984380567770289594e-01,-2.890098649010690135e+00
3.825000000000000178e+00,-4.907757991885869919e-01,-2.884534671264140204e+00
3.799999999999999822e+00,-4.831276499680479675e-01,-2.878909373893059787e+00
3.774999999999999911e+00,-4.754936955876859495e-01,-2.873222392352949850e+00
3.750000000000000000e+00,-4.678740217145530011e-01,-2.867473366224489784e+00
3.725000000000000089e+00,-4.602687131863199554e-01,-2.861661939333040028e+00
3.700000000000000178e+00,-4.526778539873619889e-01,-2.855787759867490117e+00
3.674999999999999822e+00,-4.451015272251139798e-01,-2.849850480498099969e+00
3.649999999999999911e+00,-4.375398151066799413e-01,-2.843849758493500079e+00
3.625000000000000000e+00,-4.299927989157519836e-01,-2.837785255836600129e+00
3.600000000000000089e+00,-4.224605589898379754e-01,-2.831656639339489967e+00
3.575000000000000178e+00,-4.149431746978209934e-01,-2.825463580757050064e+00
3.549999999999999822e+00,-4.074407244178759879e-01,-2.819205756899469950e+00
3.524999999999999911e+00,-3.999532855157529876e-01,-2.812882849743340241e+00
3.500000000000000000e+00,-3.924809343234469949e-01,-2.806494546541419943e+00
3.475000000000000089e+00,-3.850237461182819954e-01,-2.800040539930940042e+00
3.450000000000000178e+00,-3.775817951024229568e-01,-2.793520528040430051e+00
3.424999999999999822e+00,-3.701551543828199842e-01,-2.786934214594899650e+00
3.399999999999999911e+00,-3.627438959516319783e-01,-2.780281309019429603e+00
3.375000000000000000e+00,-3.553480906671139805e-01,-2.773561526541060029e+00
3.350000000000000089e+00,-3.479678082350179946e-01,-2.766774588288900105e+00
3.325000000000000178e+00,-3.406031171904989607e-01,-2.759920221392380135e+00
3.299999999999999822e+00,-3.332540848805529698e-01,-2.752998159077729934e+00
3.274999999999999911e+00,-3.259207774470109786e-01,-2.746008140762429939e+00
3.250000000000000000e+00,-3.186032598101139479e-01,-2.738949912147799814e+00
3.225000000000000089e+00,-3.113015956538889850e-01,-2.731823225310630043e+00
3.200000000000000178e+00,-3.040158474091169682e-01,-2.724627838790029788e+00
3.174999999999999822e+00,-2.967460762384629969e-01,-2.717363517673399897e+00
3.149999999999999911e+00,-2.894923420231749756e-01,-2.710030033681389838e+00
3.125000000000000000e+00,-2.822547033496999869e-01,-2.702627165249809948e+00
3.100000000000000089e+00,-2.750332174969770116e-01,-2.695154697609470240e+00
3.075000000000000178e+00,-2.678279404245240136e-01,-2.687612422863820072e+00
3.049999999999999822e+00,-2.606389267607839844e-01,-2.680000140063929948e+00
3.024999999999999911e+00,-2.534662297925299734e-01,-2.672317655281560178e+00
3.000000000000000000e+00,-2.463099014549649801e-01,-2.664564781679770178e+00
2.975000000000000089e+00,-2.391699923224929747e-01,-2.656741339581359718e+00
2.950000000000000178e+00,-2.320465516002239714e-01,-2.648847156534739788e+00
2.924999999999999822e+00,-2.249396271162329708e-01,-2.640882067377679832e+00
2.899999999999999911e+00,-2.178492653145809865e-01,-2.632845914298480139e+00
2.875000000000000000e+00,-2.107755112491119798e-01,-2.624738546894989977e+00
2.850000000000000089e+00,-2.037184085780359977e-01,-2.616559822231180110e+00
2.825000000000000178e+00,-1.966779995593029851e-01,-2.608309604891379863e+00
2.799999999999999822e+00,-1.896543250468019914e-01,-2.599987767032200026e+00
2.774999999999999911e+00,-1.826474244873640129e-01,-2.591594188432190027e+00
2.750000000000000000e+00,-1.756573359186049954e-01,-2.583128756539139648e+00
2.725000000000000089e+00,-1.686840959676089990e-01,-2.574591366515179836e+00
2.700000000000000178e+00,-1.617277398504709807e-01,-2.565981921279650191e+00
2.674999999999999822e+00,-1.547883013727559820e-01,-2.557300331549820172e+00
2.649999999999999911e+00,-1.478658129309719793e-01,-2.548546515879629659e+00
2.625000000000000000e+00,-1.409603055141849803e-01,-2.539720400695490099e+00
2.600000000000000089e+00,-1.340718087073299869e-01,-2.530821920330889707e+00
2.575000000000000178e+00,-1.272003559499750025e-01,-2.521851023955339777e+00
2.549999999999999822e+00,-1.203459963291169943e-01,-2.512807691603339943e+00
2.524999999999999911e+00,-1.135087574731609844e-01,-2.503691885656489813e+00
2.500000000000000000e+00,-1.066886630883349951e-01,-2.494503573220520298e+00
2.475000000000000089e+00,-9.988573552479099171e-02,-2.485242729473640111e+00
2.450000000000000178e+00,-9.309999578543649845e-02,-2.475909337691029943e+00
2.424999999999999822e+00,-8.633146353574820686e-02,-2.466503389267869828e+00
2.399999999999999911e+00,-7.958015711458309160e-02,-2.457024883740909882e+00
2.375000000000000000e+00,-7.284609354601540021e-02,-2.447473828808790053e+00
2.350000000000000089e+00,-6.612928855219669944e-02,-2.437850240351119968e+00
2.325000000000000178e+00,-5.942975656727329803e-02,-2.428154142446569796e+00
2.299999999999999822e+00,-5.274751075236890074e-02,-2.418385567390000102e+00
2.274999999999999911e+00,-4.608256301166119978e-02,-2.408544555708739932e+00
2.250000000000000000e+00,-3.943492400956689903e-02,-2.398631156178289814e+00
2.225000000000000089e+00,-3.280460318906490425e-02,-2.388645425837490066e+00
2.200000000000000178e+00,-2.619160879118009877e-02,-2.378587430003349823e+00
2.174999999999999822e+00,-1.959594787565489826e-02,-2.368457242285740172e+00
2.149999999999999911e+00,-1.301762634284450021e-02,-2.358254944602069969e+00
2.125000000000000000e+00,-6.456648957161129597e-03,-2.347980627192709946e+00
2.100000000000000089e+00,8.698062547392918485e-05,-2.337634388641140148e+00
2.075000000000000178e+00,6.613259837568620167e-03,-2.327216335881070020e+00
2.049999999999999822e+00,1.312218717156049888e-02,-2.316726584215369922e+00
2.024999999999999911e+00,1.961376215023339850e-02,-2.306165257335689667e+00
2.000000000000000000e+00,2.608798529669619642e-02,-2.295532487341899852e+00
1.975000000000000089e+00,3.254485810284699771e-02,-2.284828414763219850e+00
1.949999999999999956e+00,3.898438299624369663e-02,-2.274053188581270035e+00
1.925000000000000044e+00,4.540656330533329732e-02,-2.263206966255570052e+00
1.899999999999999911e+00,5.181140322295079564e-02,-2.252289913751519990e+00
1.875000000000000000e+00,5.819890776802109228e-02,-2.241302205571559902e+00
1.850000000000000089e+00,6.456908274536840575e-02,-2.230244024789629798e+00
1.824999999999999956e+00,7.092193470354239693e-02,-2.219115563089550047e+00
1.800000000000000044e+00,7.725747089055189087e-02,-2.207917020807669939e+00
1.774999999999999911e+00,8.357569920739689462e-02,-2.196648606980270202e+00
1.750000000000000000e+00,8.987662815926518445e-02,-2.185310539396310148e+00
1.725000000000000089e+00,9.616026680409139882e-02,-2.173903044656349870e+00
1.699999999999999956e+00,1.024266246989520013e-01,-2.162426358237150126e+00
1.675000000000000044e+00,1.086757118433739899e-01,-2.150880724563859925e+00
1.649999999999999911e+00,1.149075386195930054e-01,-2.139266397090319849e+00
1.625000000000000000e+00,1.211221157297339840e-01,-2.127583638387749776e+00
1.600000000000000089e+00,1.273194541295950000e-01,-2.115832720242909915e+00
1.574999999999999956e+00,1.334995649587890076e-01,-2.104013923766699712e+00
1.550000000000000044e+00,1.396624594669129693e-01,-2.092127539514200052e+00
1.524999999999999911e+00,1.458081489353119931e-01,-2.080173867617579830e+00
1.500000000000000000e+00,1.519366384908090173e-01,-2.068153229954440064e+00
1.475000000000000089e+00,1.580478952612079935e-01,-2.056066033882829824e+00
1.450000000000009948e+00,1.641419226475149817e-01,-2.043912626619159845e+00
1.425000000000010036e+00,1.702187325858919853e-01,-2.031693348241189856e+00
1.400000000000009903e+00,1.762783364464709790e-01,-2.019408549484979609e+00
1.375000000000009992e+00,1.823207449245279888e-01,-2.007058591985630081e+00
1.350000000000010081e+00,1.883459679244199880e-01,-1.994643848541260089e+00
1.325000000000009948e+00,1.943540144356689925e-01,-1.982164703402190087e+00
1.300000000000010036e+00,2.003448924004859744e-01,-1.969621552587929703e+00
1.275000000000009903e+00,2.063186085719830032e-01,-1.957014804234479932e+00
1.250000000000009992e+00,2.122751683621979801e-01,-1.944344878975020174e+00
1.225000000000010081e+00,2.182145756789899693e-01,-1.931612210357070092e+00
1.200000000000009948e+00,2.241368327507349822e-01,-1.918817245299939911e+00
1.175000000000010036e+00,2.300419399376279761e-01,-1.905960444596400016e+00
1.150000000000009903e+00,2.359298955282639887e-01,-1.893042283463090003e+00
1.125000000000009992e+00,2.418006955199849817e-01,-1.880063252144720032e+00
1.100000000000010081e+00,2.476543333813239767e-01,-1.867023856577709973e+00
1.075000000000009948e+00,2.534907997946169722e-01,-1.853924619119659889e+00
1.050000000000010036e+00,2.593100823767500174e-01,-1.840766079351529916e+00
1.025000000000009903e+00,2.651121653754559548e-01,-1.827548794960980105e+00
1.000000000000009992e+00,2.708970293384999617e-01,-1.814273342715760018e+00
9.750000000000069722e-01,2.766646507526069887e-01,-1.800940319537530199e+00
9.500000000000069500e-01,2.824150016485579839e-01,-1.787550343687909882e+00
9.250000000000070388e-01,2.881480491683569567e-01,-1.774104056080219927e+00
9.000000000000070166e-01,2.938637550897549855e-01,-1.760602121732320002e+00
8.750000000000069944e-01,2.995620753027160021e-01,-1.747045231378369978e+00
8.500000000000069722e-01,3.052429592315179518e-01,-1.733434103259849923e+00
8.250000000000069500e-01,3.109063491951780112e-01,-1.719769485119879926e+00
8.000000000000070388e-01,3.165521796976610291e-01,-1.706052156428290001e+00
7.750000000000070166e-01,3.221803766377839828e-01,-1.692282930870159907e+00
7.500000000000079936e-01,3.277908564269639835e-01,-1.678462659135919965e+00
7.250000000000079714e-01,3.333835250006499940e-01,-1.664592232058500043e+00
7.000000000000079492e-01,3.389582767065200120e-01,-1.650672584151660072e+00
6.750000000000080380e-01,3.445149930490259971e-01,-1.636704697614510096e+00
6.500000000000080158e-01,3.500535412654610101e-01,-1.622689606881039914e+00
6.250000000000079936e-01,3.555737727031429984e-01,-1.608628403810890006e+00
6.000000000000079714e-01,3.610755209600640114e-01,-1.594522243639969972e+00
5.750000000000079492e-01,3.665585997420759967e-01,-1.580372351838329914e+00
5.500000000000080380e-01,3.720228003774019854e-01,-1.566180032060410010e+00
5.250000000000080158e-01,3.774678889131710124e-01,-1.551946675422620103e+00
5.000000000000079936e-01,3.828936026971709872e-01,-1.537673771409240109e+00
4.750000000000090261e-01,3.882996463192909808e-01,-1.523362920795780173e+00
4.500000000000090039e-01,3.936856867484489486e-01,-1.509015851098360006e+00
4.250000000000089817e-01,3.990513474487069612e-01,-1.494634435217720103e+00
4.000000000000090150e-01,4.043962011882829555e-01,-1.480220714162759910e+00
3.750000000000089928e-01,4.097197611622560021e-01,-1.465776925027010069e+00
3.500000000000090261e-01,4.150214699272369856e-01,-1.451305535773200095e+00
3.250000000000090039e-01,4.203006854930829705e-01,-1.436809288864770107e+00
3.000000000000089817e-01,4.255566637310400080e-01,-1.422291256377369972e+00
2.750000000000090150e-01,4.307885360598819879e-01,-1.407754909875819971e+00
2.500000000000089928e-01,4.359952811835789976e-01,-1.393204208992609994e+00
2.250000000000089984e-01,4.411756896039359388e-01,-1.378643712928250054e+00
2.000000000000100031e-01,4.463283196918179652e-01,-1.364078719065819900e+00
1.750000000000100087e-01,4.514514445026769907e-01,-1.349515431872819970e+00
1.500000000000099865e-01,4.565429889534869945e-01,-1.334961164092240082e+00
1.250000000000099920e-01,4.616004569644579503e-01,-1.320424572262969942e+00
1.000000000000099976e-01,4.666208465623349344e-01,-1.305915933251790007e+00
7.500000000000990596e-02,4.716005465972699651e-01,-1.291447481302300027e+00
5.000000000001000172e-02,4.765352014814069892e-01,-1.277033846987059906e+00
2.500000000001010095e-02,4.814195215597599775e-01,-1.262692666825109944e+00
1.021405182655140073e-14,4.862470077283239656e-01,-1.248445461339459994e+00
-2.499999999998970060e-02,4.910095483243460124e-01,-1.234318914023210034e+00
-4.999999999999010097e-02,4.956968288327640026e-01,-1.220346739904750066e+00
-7.499999999999039380e-02,5.002954626222899659e-01,-1.206572434677039896e+00
-9.999999999999080458e-02,5.047876940971999238e-01,-1.193053374169749992e+00
-1.249999999999909933e-01,5.091494326260639358e-01,-1.179867026646239880e+00
-1.499999999999910016e-01,5.133472373667860023e-01,-1.167120476121100037e+00
-1.749999999999919953e-01,5.173337185554469642e-01,-1.154964944318489950e+00
-1.999999999999919897e-01,5.210408736461189516e-01,-1.143616843850369991e+00
-2.249999999999930111e-01,5.243721179362670348e-01,-1.133383027752840055e+00
-2.499999999999930056e-01,5.271993150716760557e-01,-1.124670563705830073e+00
-2.749999999999929723e-01,5.293855380703799129e-01,-1.117916169952440031e+00
-2.999999999999939937e-01,5.308615609062009577e-01,-1.113347297435260064e+00
-3.249999999999940159e-01,5.317138804050809409e-01,-1.110705655825030114e+00
-3.499999999999939826e-01,5.321503839625759680e-01,-1.109351640061049915e+00
-3.749999999999950040e-01,5.323675442156490245e-01,-1.108677584557399953e+00
-3.999999999999950262e-01,5.324847623946409314e-01,-1.108313518975379885e+00
-4.249999999999949929e-01,5.325594498607000293e-01,-1.108081411409469919e+00
-4.499999999999960143e-01,5.326163527203049419e-01,-1.107904494039720023e+00
-4.749999999999959810e-01,5.326656969256878815e-01,-1.107751035829520170e+00
-4.999999999999960032e-01,5.327116764441449659e-01,-1.107608020296769968e+00
-5.249999999999970246e-01,5.327560355844379592e-01,-1.107470032664249926e+00
-5.499999999999970468e-01,5.327995246962249354e-01,-1.107334743119479992e+00
-5.749999999999979572e-01,5.328424854726769855e-01,-1.107201090434289936e+00
-5.999999999999979794e-01,5.328850870717989352e-01,-1.107068549089170073e+00
-6.249999999999980016e-01,5.329274228379929923e-01,-1.106936829018140056e+00
-6.499999999999990230e-01,5.329695515044129417e-01,-1.106805747681050001e+00
-6.749999999999990452e-01,5.330115170730219676e-01,-1.106675168331219927e+00
-6.999999999999989564e-01,5.330533630871849837e-01,-1.106544955702110089e+00
-7.249999999999999778e-01,5.330951528674090500e-01,-1.106414913201070105e+00
-7.500000000000000000e-01,5.331370139300499744e-01,-1.106284645067590056e+00
-7.750000000000000222e-01,5.331792489396549595e-01,-1.106153212069479919e+00
-8.000000000000010436e-01,5.332226202806970017e-01,-1.106018248408320082e+00
-8.250000000000009548e-01,5.332690794142119772e-01,-1.105873698250189996e+00
-8.500000000000009770e-01,5.333236040398499078e-01,-1.105704113892280072e+00
-8.750000000000019984e-01,5.333986039332170304e-01,-1.105470979703520040e+00
-9.000000000000020206e-01,5.335231934432129730e-01,-1.105083918676870169e+00
-9.250000000000020428e-01,5.337566651602388967e-01,-1.104358797752070132e+00
-9.500000000000029532e-01,5.341893201927498946e-01,-1.103014888198939891e+00
-9.750000000000029754e-01,5.349019169231350457e-01,-1.100800277233890068e+00
-1.000000000000000000e+00,5.359132024745799638e-01,-1.097654624418040070e+00
-1.024999999999999911e+00,5.371848747436689386e-01,-1.093694345554470093e+00
-1.050000000000000044e+00,5.386622663400019162e-01,-1.089086919746479865e+00
-1.074999999999999956e+00,5.402992957856849188e-01,-1.083973582168309857e+00
-1.100000000000000089e+00,5.420639044188949596e-01,-1.078452330331429954e+00
-1.125000000000009992e+00,5.439361610513570033e-01,-1.072583641233789908e+00
-1.150000000000009903e+00,5.459054112780409307e-01,-1.066399168526119823e+00
-1.175000000000010036e+00,5.479681341957090002e-01,-1.059908257861229997e+00
-1.200000000000009948e+00,5.501265586383928818e-01,-1.053102108321529951e+00
-1.225000000000010081e+00,5.523877104973449192e-01,-1.045956596645699843e+00
-1.250000000000009992e+00,5.547625041487759256e-01,-1.038434976637280016e+00
-1.275000000000009903e+00,5.572645276725799457e-01,-1.030491568414700021e+00
-1.300000000000010036e+00,5.599083101282918973e-01,-1.022077133088930001e+00
-1.325000000000009948e+00,5.627071360596880290e-01,-1.013145763352939932e+00
-1.350000000000010081e+00,5.656708201571650774e-01,-1.003662010625600010e+00
-1.375000000000009992e+00,5.688040584150139134e-01,-9.936062928014789408e-01
-1.400000000000009903e+00,5.721058319210109433e-01,-9.829770309533809591e-01
-1.425000000000010036e+00,5.755699150566589983e-01,-9.717892873552970157e-01
-1.450000000000009948e+00,5.791861326883519512e-01,-9.600709784664079871e-01
-1.475000000000010081e+00,5.829418657914848811e-01,-9.478582261208839954e-01
-1.500000000000009992e+00,5.868234144647760386e-01,-9.351910902701929817e-01
-1.525000000000009903e+00,5.908170301161550508e-01,-9.221102977010869894e-01
-1.550000000000010036e+00,5.949095920622998745e-01,-9.086550651767110187e-01
-1.575000000000009948e+00,5.990889882501210240e-01,-8.948618439172889572e-01
-1.600000000000010081e+00,6.033442832414439572e-01,-8.807637328741459992e-01
-1.625000000000009992e+00,6.076657486745410397e-01,-8.663903289287500087e-01
-1.650000000000009903e+00,6.120448131539509840e-01,-8.517678368764639574e-01
-1.675000000000010036e+00,6.164739704020679723e-01,-8.369193174922410217e-01
-1.700000000000009948e+00,6.209466702332179233e-01,-8.218649960717010483e-01
-1.725000000000010081e+00,6.254572068950869923e-01,-8.066225849907340262e-01
-1.750000000000009992e+00,6.300006127621620156e-01,-7.912075943533880551e-01
-1.775000000000009903e+00,6.345725612628089207e-01,-7.756336177276920152e-01
-1.800000000000010036e+00,6.391692804715369824e-01,-7.599125877607330048e-01
-1.825000000000019940e+00,6.437874773567080489e-01,-7.440550011191210400e-01
-1.850000000000020073e+00,6.484242721290089939e-01,-7.280701139697060009e-01
-1.875000000000019984e+00,6.530771415763949594e-01,-7.119661111294489642e-01
-1.900000000000019895e+00,6.577438704159599414e-01,-6.957502515666840193e-01
-1.925000000000020028e+00,6.624225096275979663e-01,-6.794289932236780016e-01
-1.950000000000019940e+00,6.671113408139279777e-01,-6.630080999300239641e-01
-1.975000000000020073e+00,6.718088457334119301e-01,-6.464927328951990404e-01
-2.000000000000019984e+00,6.765136802573229469e-01,-6.298875289777059461e-01
-2.025000000000019895e+00,6.812246520708419295e-01,-6.131966677504280261e-01
-2.050000000000019806e+00,6.859407015585790024e-01,-5.964239290194960352e-01
-2.075000000000020162e+00,6.906608853720169749e-01,-5.795727423040790693e-01
-2.100000000000020073e+00,6.953843622812010405e-01,-5.626462294582669221e-01
-2.125000000000019984e+00,7.001103809647999388e-01,-5.456472414697109974e-01
-2.150000000000019895e+00,7.048382694432709927e-01,-5.285783903219990476e-01
-2.175000000000019806e+00,7.095674259229040048e-01,-5.114420766094540660e-01
-2.200000000000020162e+00,7.142973108399569560e-01,-4.942405135392179405e-01
-2.225000000000020073e+00,7.190274399282359230e-01,-4.769757478527509864e-01
-2.250000000000019984e+00,7.237573781726249766e-01,-4.596496780739330323e-01
-2.275000000000019895e+00,7.284867345188908994e-01,-4.422640704767160091e-01
-2.300000000000019806e+00,7.332151572376389703e-01,-4.248205730774050060e-01
-2.325000000000020162e+00,7.379423298592808766e-01,-4.073207278970359946e-01
-2.350000000000020073e+00,7.426679675984450002e-01,-3.897659817426269990e-01
-2.375000000000019984e+00,7.473918142069388981e-01,-3.721576956876970210e-01
-2.400000000000019895e+00,7.521136391940069776e-01,-3.544971534403859592e-01
-2.425000000000019806e+00,7.568332353668609791e-01,-3.367855687407509957e-01
-2.450000000000020162e+00,7.615504166451779744e-01,-3.190240919310999845e-01
-2.475000000000020073e+00,7.662650161178309327e-01,-3.012138157931439908e-01
-2.500000000000019984e+00,7.709768843091528989e-01,-2.833557807527810057e-01
-2.525000000000030109e+00,7.756858876278629467e-01,-2.654509795347539947e-01
-2.550000000000030020e+00,7.803919069791379615e-01,-2.475003613240519817e-01
-2.575000000000029932e+00,7.850948365196389611e-01,-2.295048354958580117e-01
-2.600000000000029843e+00,7.897945825375469742e-01,-2.114652749692210176e-01
-2.625000000000030198e+00,7.944910624456850146e-01,-1.933825192184720210e-01
-2.650000000000030109e+00,7.991842038740649690e-01,-1.752573769843689955e-01
-2.675000000000030020e+00,8.038739438486020017e-01,-1.570906287269160095e-01
-2.700000000000029932e+00,8.085602280501859029e-01,-1.388830288341759978e-01
-2.725000000000029843e+00,8.132430101431469271e-01,-1.206353076222540094e-01
-2.750000000000030198e+00,8.179222511650929839e-01,-1.023481731511919901e-01
-2.775000000000030109e+00,8.225979189693979343e-01,-8.402231288524610042e-02
-2.800000000000030020e+00,8.272699877277649438e-01,-6.565839516314210533e-02
-2.825000000000029932e+00,8.319384374705620644e-01,-4.725707056094680114e-02
-2.850000000000029843e+00,8.366032536686409671e-01,-2.881897312907490127e-02
-2.875000000000030198e+00,8.412644268469700037e-01,-1.034472153807350012e-02
-2.900000000000030109e+00,8.459219522365559740e-01,8.165079895865359760e-03
-2.925000000000030020e+00,8.505758294527540064e-01,2.670984026147949983e-02
-2.950000000000029932e+00,8.552260622014870028e-01,4.528898118781679583e-02
-2.975000000000029843e+00,8.598726580077979964e-01,6.390193604459469545e-02
-3.000000000000030198e+00,8.645156279685448641e-01,8.254814921695100005e-02
-3.025000000000030109e+00,8.691549865090338889e-01,1.012270753753110042e-01
-3.050000000000030020e+00,8.737907512315689074e-01,1.199381790966629890e-01
-3.075000000000029932e+00,8.784229426091979542e-01,1.386809338445109951e-01
-3.100000000000029843e+00,8.830515839022409219e-01,1.574548218305890090e-01
-3.125000000000030198e+00,8.876767009643459216e-01,1.762593334174510085e-01
-3.150000000000030109e+00,8.922983220681699468e-01,1.950939665854650173e-01
-3.175000000000030020e+00,8.969164777867629779e-01,2.139582266134960054e-01
-3.200000000000029932e+00,9.015312008520469655e-01,2.328516256550169916e-01
-3.225000000000040057e+00,9.061425260348110466e-01,2.517736823908690025e-01
-3.250000000000039968e+00,9.107504900331119257e-01,2.707239217063610037e-01
-3.275000000000039879e+00,9.153551313675090118e-01,2.897018743869830271e-01
-3.300000000000039790e+00,9.199564902839899583e-01,3.087070768368699869e-01
-3.325000000000040146e+00,9.245546071761799878e-01,3.277390646537789998e-01
-3.350000000000040057e+00,9.291494908411049858e-01,3.467972408700940035e-01
-3.375000000000039968e+00,9.337411707569909236e-01,3.658810921521660209e-01
-3.400000000000039879e+00,9.383296919534950264e-01,3.849901683499710181e-01
-3.425000000000039790e+00,9.429151006709238780e-01,4.041240232820769718e-01
-3.450000000000040146e+00,9.474974442952759368e-01,4.232822145419229964e-01
-3.475000000000040057e+00,9.520767712973620123e-01,4.424643033156299698e-01
-3.500000000000039968e+00,9.566531311755829270e-01,4.616698542100410307e-01
-3.525000000000039879e+00,9.612265744030249470e-01,4.808984350940089803e-01
-3.550000000000039790e+00,9.657971523771928801e-01,5.001496169462509300e-01
-3.575000000000040146e+00,9.703649173738460032e-01,5.194229737162600058e-01
-3.600000000000040057e+00,9.749299225033799532e-01,5.387180821919279605e-01
-3.625000000000039968e+00,9.794922216692669714e-01,5.580345218720980105e-01
-3.650000000000039879e+00,9.840518695298209328e-01,5.773718748495810793e-01
-3.675000000000039790e+00,9.886089214614188769e-01,5.967297256970399699e-01
-3.700000000000040146e+00,9.931634335252349510e-01,6.161076613645680711e-01
-3.725000000000040057e+00,9.977154624342898792e-01,6.355052710756720069e-01
-3.750000000000039968e+00,1.002265065524019949e+00,6.549221462353210788e-01
-3.775000000000039879e+00,1.006812300723719966e+00,6.743578803391470089e-01
-3.800000000000039790e+00,1.011357226529689957e+00,6.938120688872320141e-01
-3.825000000000040146e+00,1.015899901979860021e+00,7.132843093020669878e-01
-3.850000000000040057e+00,1.020440386629499985e+00,7.327742008484610103e-01
-3.875000000000039968e+00,1.024978740531679922e+00,7.522813445720619718e-01
-3.900000000000039879e+00,1.029515024214499919e+00,7.718053432218060506e-01
-3.925000000000050004e+00,1.034049298661130045e+00,7.913458011825650340e-01
-3.950000000000049916e+00,1.038581625291499888e+00,8.109023244127260277e-01
-3.975000000000049827e+00,1.043112065944569844e+00,8.304745203829829725e-01
-4.000000000000000000e+00,1.047640682861370021e+00,8.500619980164739742e-01
-4.000000000000000000e+00,1.047640682861360029e+00,8.500619980164739742e-01
-3.975000000000000089e+00,1.039680660284219904e+00,8.460017159480639481e-01
-3.950000000000000178e+00,1.031733027360369981e+00,8.418902324677990379e-01
-3.924999999999999822e+00,1.023797900953159923e+00,8.377270935722139766e-01
-3.899999999999999911e+00,1.015875398046619971e+00,8.335118458729400270e-01
-3.875000000000000000e+00,1.007965636182470037e+00,8.292440369686649992e-01
-3.850000000000000089e+00,1.000068732996419962e+00,8.249232153436900639e-01
-3.825000000000000178e+00,9.921848064305419657e-01,8.205489306261760651e-01
-3.799999999999999822e+00,9.843139746752129771e-01,8.161207337060499833e-01
-3.774999999999999911e+00,9.764563561566519390e-01,8.116381768794189711e-01
-3.750000000000000000e+00,9.686120695253179758e-01,8.071008139960140770e-01
-3.725000000000000089e+00,9.607812336450518576e-01,8.025082006095500819e-01
-3.700000000000000178e+00,9.529639675784649100e-01,7.978598941283510104e-01
-3.674999999999999822e+00,9.451603905777330450e-01,7.931554539715759411e-01
-3.649999999999999911e+00,9.373706220741819806e-01,7.883944417272330529e-01
