Y,Polarization-Y,ElectricField-Y,ElectrostaticPotential,ConductionBandEnergy,eDensity,hDensity,SpaceCharge
-0.0155,0,2.3732744e-07,-0.034223773,0,0,0,0
-0.012399999,0,2.372916e-07,-0.034223773,0,0,0,0
-0.011625,0,2.3728605e-07,-0.034223773,0,0,0,0
-0.0114,-6.5605484e-08,-34138.53,-0.034223773,0,0,0,0
-0.0105,-3.2791677e-07,-170472.01,-0.034223773,0,0,0,0
-0.0105,-3.2791677e-07,-170472.01,-0.034223773,1.1888383e-13,0,0,0
-0.0099499999,-3.2791675e-07,-182245.04,-0.021596087,0.51482395,0,0,0
-0.0077499999,-3.2789456e-07,-229268.39,0.028833831,2.574202,0,0,0
-0.0073625003,-3.2790352e-07,-229266.13,0.037729473,2.5653064,0,0,0
-0.0058125001,-3.2791785e-07,-229267.07,0.07325682,2.529779,0,0,0
-0.0054250001,-3.2794092e-07,-229255.52,0.082151076,2.5208848,0,0,0
-0.0038749999,-3.2800756e-07,-229215.91,0.11767492,2.4853609,0,0,0
-0.0038000001,-3.2798277e-07,-556994.85,0.11939621,2.4836396,0,0,0
-0.0035000001,-3.2788742e-07,-1866569.2,0.12627132,2.4767645,0,0,0
-0.0035000001,-3.2788742e-07,-1866569.2,0.12627132,2.4767645,0,0,0
-0.0033812502,-2.6227471e-07,-2071329.2,0.1606163,2.6669675,0,0,0
-0.0029062501,0,-2889403.9,0.29783119,3.427945,0,0,0
-0.0028250001,0,-2362364.8,0.32133035,2.7698023,0,0,0
-0.0024999999,0,-256334.33,0.41521407,0.13734272,0,0,0
-0.0024999999,0,-256334.33,0.41521407,0.13734272,4.9944784e+16,4511.6848,1.1699338e+21
-0.0024843749,0,-256382.41,0.41561562,0.13694118,5.0733297e+16,4443.5184,9.3584421e+20
-0.002421875,0,-256579.28,0.41721668,0.13534011,5.396477e+16,4175.3865,-6.396477e+16
-0.002325,0,-256656.01,0.41970886,0.13284793,6.049715e+16,3852.5556,-7.049715e+16
-0.0019375,0,-256970.71,0.42964618,0.12291061,8.7243357e+16,2581.6132,-9.7243357e+16
-0.0018406251,0,-257152.3,0.43214524,0.12041156,9.7846719e+16,2381.8238,-1.0784672e+17
-0.001453125,0,-257896.03,0.44211072,0.11044607,1.4119832e+17,1594.0296,-1.5119832e+17
-0.00135625,0,-258364.82,0.4446205,0.1079363,1.584545e+17,1470.4048,-1.684545e+17
-0.00096874998,0,-260282.12,0.45462987,0.097926924,2.2890856e+17,982.1631,-2.3890856e+17
-0.00077500008,0,-261356.66,0.45970036,0.092856435,3.0325532e+17,858.51929,-3.1325532e+17
0,0,-265743.53,0.47992745,0.072629343,6.0617852e+17,369.14763,-6.1617852e+17
0.00019374989,0,-267845.42,0.48517376,0.067383036,8.1180067e+17,321.84426,-8.2180067e+17
0.00096874998,0,-276412.58,0.50611828,0.046438513,1.6481023e+18,134.0323,-1.6581023e+18
0.001065625,0,-280960.06,0.50891928,0.043637513,1.8739813e+18,122.78114,-1.8839813e+18
0.001453125,0,-299472.81,0.52011576,0.032441034,2.7925027e+18,77.993806,-2.8025027e+18
0.0015499999,0,-305144.32,0.52311729,0.029439507,3.2014676e+18,71.102359,-3.2114676e+18
0.0019375,0,-328224.74,0.53512987,0.017426922,4.865455e+18,43.634691,-4.875455e+18
0.002034375,0,-332875.82,0.53848033,0.014076469,5.6537455e+18,39.458433,-5.6637455e+18
0.002421875,0,-351805.3,0.55191282,0.00064397855,8.865796e+18,22.797535,-8.875796e+18
0.0024375001,0,-358368.33,0.55251268,4.4116803e-05,9.0578598e+18,22.295771,2.1220821e+20
0.0024999999,0,-385091.57,0.55492134,-0.0023645473,9.8415713e+18,20.292998,1.0964225e+21
0.0024999999,0,-385091.57,0.55492134,-0.0023645473,0,0,0
0.0025812499,0,-141120.97,0.54812962,0.63907072,0,0,0
0.0029062501,0,831952.82,0.52112474,3.2046515,0,0,0
0.003025,-3.6477794e-07,823260.08,0.5111983,2.99003,0,0,0
0.0035000001,-1.824344e-06,789900.6,0.47172938,2.1313065,0,0,0
0.0035000001,-1.824344e-06,789900.6,0.47172938,2.1313065,0,0,0
0.003575,-1.8244083e-06,776030.93,0.46630633,2.1367295,0,0,0
0.0038749999,-1.8246607e-06,722807.34,0.44462601,2.1584098,0,0,0
0.0042625,-1.8246423e-06,722803.47,0.41660614,2.1864297,0,0,0
0.0058125001,-1.8245556e-06,722782.07,0.30458918,2.2984467,0,0,0
0.0061999997,-1.8245667e-06,722793.82,0.27656816,2.3264677,0,0,0
0.0077499999,-1.8246017e-06,722830.5,0.16454838,2.4384875,0,0,0
0.0082999999,-1.8246322e-06,685677.45,0.12477527,1.9508089,0,0,0
0.0105,-1.8247549e-06,537152.79,-0.034223773,7.1095174e-13,0,0,0
0.0105,-1.8247549e-06,537152.79,-0.034223773,0,0,0,0
0.010725,-1.4598895e-06,429672.11,-0.034223773,0,0,0,0
0.011625,0,-1.4219023e-06,-0.034223773,0,0,0,0
0.012399999,0,-1.421906e-06,-0.034223773,0,0,0,0
0.0155,0,-1.4219135e-06,-0.034223773,0,0,0,0

