Y,Polarization-Y,ElectricField-Y,ElectrostaticPotential,ConductionBandEnergy,eDensity,hDensity,SpaceCharge
-0.0155,0,2.4250052e-07,-0.034223773,0,0,0,0
-0.01519,0,2.4249748e-07,-0.034223773,0,0,0,0
-0.011625,0,2.4248294e-07,-0.034223773,0,0,0,0
-0.011535,-2.6169673e-08,-13552.588,-0.034223773,0,0,0,0
-0.0105,-3.2692471e-07,-169190.41,-0.034223773,0,0,0,0
-0.0105,-3.2692471e-07,-169190.41,-0.034223773,1.2117627e-13,0,0,0
-0.01028,-3.2692041e-07,-173866.01,-0.029210489,0.20596756,0,0,0
-0.0077499999,-3.2686997e-07,-227561.71,0.0283624,2.5746734,0,0,0
-0.0075949999,-3.2686972e-07,-227562.58,0.031894356,2.5711415,0,0,0
-0.0058125001,-3.2687071e-07,-227569.13,0.072455121,2.5305807,0,0,0
-0.0056575001,-3.2687543e-07,-227565.88,0.07598691,2.5270489,0,0,0
-0.0038749999,-3.2693528e-07,-227526.99,0.11654522,2.4864906,0,0,0
-0.0038449999,-3.269263e-07,-357880.23,0.11722877,2.4858071,0,0,0
-0.0035000001,-3.2682555e-07,-1855242.7,0.12507842,2.4779574,0,0,0
-0.0035000001,-3.2682555e-07,-1855242.7,0.12507842,2.4779574,0,0,0
-0.0034525001,-3.0066471e-07,-1936672.8,0.13873533,2.5541198,0,0,0
-0.0029062501,0,-2872058.4,0.29560831,3.4301679,0,0,0
-0.0028737499,0,-2662286.2,0.3049525,3.1669661,0,0,0
-0.0024999999,0,-252237,0.41228651,0.14027028,0,0,0
-0.0024999999,0,-252237,0.41228651,0.14027028,5.7100888e+16,4179.6239,1.1671456e+21
-0.0024937498,0,-252258.49,0.41244461,0.14011218,5.7455221e+16,4154.666,1.0737293e+21
-0.002421875,0,-252510.82,0.41425711,0.13829969,6.1620175e+16,3872.8904,-7.1620175e+16
-0.002383125,0,-252545.37,0.41523851,0.13731829,6.4542314e+16,3754.1907,-7.4542314e+16
-0.0019375,0,-252951.49,0.4264898,0.126067,9.8859709e+16,2412.96,-1.0885971e+17
-0.00189875,0,-253032.79,0.42747428,0.12508252,1.0356922e+17,2338.9236,-1.1356922e+17
-0.001453125,0,-253987.42,0.43876179,0.113795,1.5880051e+17,1501.0792,-1.6880051e+17
-0.001414375,0,-254195.95,0.43975107,0.11280573,1.6641299e+17,1454.9078,-1.7641299e+17
-0.00096874998,0,-256642.18,0.45109484,0.10146196,2.5557098e+17,931.60203,-2.6557098e+17
-0.00089124998,0,-257115.96,0.45309605,0.099460749,2.8804043e+17,884.9294,-2.9804043e+17
0,0,-262664.07,0.47604941,0.076507386,6.6758274e+17,354.83913,-6.7758274e+17
7.750003e-05,0,-263583.58,0.47812796,0.074428839,7.5660337e+17,336.70446,-7.6660337e+17
0.00096874998,0,-274335.38,0.50198659,0.050570207,1.7954356e+18,130.11218,-1.8054356e+18
0.0010075,0,-276313.2,0.50310332,0.049453479,1.8931437e+18,125.74342,-1.9031437e+18
0.001453125,0,-299414.16,0.51593753,0.03661927,3.0331859e+18,75.849901,-3.0431859e+18
0.001491875,0,-301876.59,0.51714134,0.035415452,3.2105974e+18,73.157228,-3.2205974e+18
0.0019375,0,-330628.31,0.53099249,0.021564304,5.2817682e+18,42.36818,-5.2917682e+18
0.00197625,0,-332648.59,0.53234778,0.020209019,5.6261737e+18,40.729115,-5.6361737e+18
0.002421875,0,-356239.73,0.54796742,0.0045893803,9.6524117e+18,21.971489,-9.6624117e+18
0.0024281251,0,-359097.05,0.5482119,0.0043448966,9.7369039e+18,21.774083,7.8711931e+19
0.0024999999,0,-392477.49,0.55103364,0.0015231523,1.0725952e+19,19.513941,1.0948862e+21
0.0024999999,0,-392477.49,0.55103364,0.0015231523,0,0,0
0.0025325001,0,-296271.01,0.54839668,0.25801776,0,0,0
0.0029062501,0,807007.78,0.51825035,3.2075259,0,0,0
0.0029537501,-1.4613478e-07,804225.64,0.51439631,3.1215607,0,0,0
0.0035000001,-1.8271925e-06,773790.03,0.47033606,2.1326998,0,0,0
0.0035000001,-1.8271925e-06,773790.03,0.47033606,2.1326998,0,0,0
0.0035300001,-1.8272173e-06,769353.26,0.46817268,2.1348632,0,0,0
0.0038749999,-1.8275012e-06,720824.67,0.44330677,2.1597291,0,0,0
0.00403,-1.8274916e-06,720822.17,0.43212918,2.1709067,0,0,0
0.0058125001,-1.8273845e-06,720795.12,0.30365382,2.299382,0,0,0
0.0059675002,-1.8273873e-06,720797.83,0.29247609,2.3105598,0,0,0
0.0077499999,-1.8274228e-06,720830.46,0.16399873,2.4390371,0,0,0
0.0079699997,-1.8274352e-06,706010.74,0.14813342,2.2439216,0,0,0
0.0105,-1.827581e-06,535674.16,-0.034223773,7.1633017e-13,0,0,0
0.0105,-1.827581e-06,535674.16,-0.034223773,0,0,0,0
0.01059,-1.6814157e-06,492800.04,-0.034223773,0,0,0,0
0.011625,0,-1.4331362e-06,-0.034223773,0,0,0,0
0.01519,0,-1.4331161e-06,-0.034223773,0,0,0,0
0.0155,0,-1.433114e-06,-0.034223773,0,0,0,0

