Y,Polarization-Y,ElectricField-Y,ElectrostaticPotential,ConductionBandEnergy,eDensity,hDensity,SpaceCharge
-0.0024999999,0,-11237.914,0.55345081,-0.064335262,3.3874826e+19,73732878,1.6125174e+19
-0.0024593752,0,-35276.842,0.5535421,-0.064426555,3.3945527e+19,73480106,1.6054473e+19
-0.0021893741,0,-48292.928,0.55413993,-0.06502438,3.4600865e+19,72928325,1.5399135e+19
-0.0019375,0,-112786.33,0.55755085,-0.0684353,3.7445613e+19,64801198,1.2554387e+19
-0.001685626,0,-67937.836,0.56090504,-0.071789492,4.0640721e+19,59623455,9.3592789e+18
-0.0012206241,0,-65591.035,0.56214843,-0.073032878,4.2049134e+19,59665515,7.9508665e+18
-0.00096874998,0,-40400.845,0.56400598,-0.074890433,4.3992939e+19,58434047,6.0070615e+18
-0.00050374807,0,-35643.531,0.56476981,-0.075654259,4.4888604e+19,60272008,5.1113963e+18
0,0,-16467.188,0.56694696,-0.077831418,4.7327192e+19,61730340,2.672808e+18
0.00046500191,0,-7955.9055,0.56693127,-0.077815725,4.7308559e+19,64474539,2.6914415e+18
0.00096874998,0,11540.072,0.56671301,-0.077597463,4.7056255e+19,69682305,2.9437454e+18
0.0012206241,0,19037.186,0.56609466,-0.076979109,4.6350944e+19,73469950,3.6490561e+18
0.001685626,0,23793.681,0.56567203,-0.076556479,4.5852765e+19,76246365,4.147235e+18
0.0019375,0,39247.509,0.56432699,-0.075211439,4.4366937e+19,82320794,5.633063e+18
0.0021893741,0,27012.279,0.56284367,-0.073728126,4.2804913e+19,88630143,7.1950867e+18
0.0024593752,0,22773.366,0.56260024,-0.073484695,4.2521189e+19,89630381,7.4788109e+18
0.0024999999,0,6216.5053,0.56255906,-0.073443508,4.2478958e+19,89806703,7.5210417e+18

