Y,Polarization-Y,ElectricField-Y,ElectrostaticPotential,ConductionBandEnergy,eDensity,hDensity,SpaceCharge
-0.0024999999,0,-6601.6312,0.55709012,-0.067974572,4.0761239e+19,407.83233,9.2387609e+18
-0.0024593752,0,-19755.555,0.55714269,-0.06802714,4.0812712e+19,406.87362,9.1872879e+18
-0.0021893741,0,-26917.663,0.55747269,-0.068357146,4.1196388e+19,402.68587,8.8036121e+18
-0.0019375,0,-63206.119,0.5593894,-0.070273855,4.3143011e+19,370.17031,6.8569886e+18
-0.001685626,0,-37160.721,0.56121304,-0.072097489,4.5122691e+19,343.29901,4.877309e+18
-0.0012206241,0,-36067.471,0.56189513,-0.072779578,4.5934822e+19,335.01447,4.0651778e+18
-0.00096874998,0,-23272.265,0.56290938,-0.073793834,4.7092354e+19,321.60006,2.9076459e+18
-0.00050374807,0,-21919.379,0.56339514,-0.07427959,4.7687094e+19,316.03857,2.3129058e+18
0,0,-15124.471,0.56471358,-0.075598033,4.9255249e+19,300.11935,7.4475075e+17
0.00046500191,0,-13550.332,0.56498005,-0.075864506,4.9589125e+19,297.21865,4.1087515e+17
0.00096874998,0,-11602.495,0.56562406,-0.076508512,5.0383944e+19,290.06534,-3.839436e+17
0.0012206241,0,-9603.5068,0.56593638,-0.07682083,5.0773649e+19,286.70458,-7.7364898e+17
0.001685626,0,-9644.8045,0.56614614,-0.07703059,5.1037004e+19,284.46042,-1.0370043e+18
0.0019375,0,-14102.51,0.56662818,-0.077512635,5.1641898e+19,279.38141,-1.6418985e+18
0.0021893741,0,-9933.4234,0.5671387,-0.078023156,5.2289881e+19,274.1765,-2.2898812e+18
0.0024593752,0,-8228.9367,0.56722828,-0.078112737,5.2401418e+19,273.21341,-2.4014176e+18
0.0024999999,0,-2357.1036,0.56724284,-0.078127289,5.2420011e+19,273.06797,-2.4200109e+18

