Y,Polarization-Y,ElectricField-Y,ElectrostaticPotential,ConductionBandEnergy,eDensity,hDensity,SpaceCharge
-0.0155,0,3.8966587e-06,-0.034223773,0,0,0,0
-0.014569999,0,3.8976096e-06,-0.034223773,0,0,0,0
-0.011625,0,3.9001132e-06,-0.034223773,0,0,0,0
-0.011355,-2.6240113e-07,4040.0598,-0.034223773,0,0,0,0
-0.0105,-1.0933752e-06,17245.135,-0.034223773,0,0,0,0
-0.0105,-1.0933752e-06,17245.135,-0.034223773,1.9503708e-12,0,0,0
-0.0098399995,-1.0933783e-06,18679.916,-0.035726862,0.63444588,0,0,0
-0.0077499999,-1.0934163e-06,23367.366,-0.040640987,2.6436768,0,0,0
-0.0072849994,-1.0934175e-06,23346.105,-0.041698407,2.6447343,0,0,0
-0.0058125001,-1.0934193e-06,23233.439,-0.045149168,2.648185,0,0,0
-0.0053474996,-1.093418e-06,23240.972,-0.046204704,2.6492405,0,0,0
-0.0038749999,-1.0933823e-06,23233.192,-0.049641554,2.6526774,0,0,0
-0.0037849999,-1.0933847e-06,-419515.3,-0.049845613,2.6528815,0,0,0
-0.0035000001,-1.0934295e-06,-1819556,-0.050509002,2.6535448,0,0,0
-0.0035000001,-1.0934295e-06,-1819556,-0.050509002,2.6535448,0,0,0
-0.0033575001,-8.3102302e-07,-2096122.4,-0.0081234831,2.8806172,0,0,0
-0.0029062501,0,-2970668.2,0.12587594,3.5999003,0,0,0
-0.0028087499,0,-2273322.5,0.15487657,2.8093264,0,0,0
-0.0024999999,0,-68893.121,0.24656069,0.30599611,0,0,0
-0.0024999999,0,-68893.121,0.24656069,0.30599611,1.3483775e+14,2.1718828e+13,1.525038e+21
-0.0024812499,0,-68901.491,0.24668966,0.30586714,1.355062e+14,2.1614174e+13,1.1584902e+21
-0.002421875,0,-68929.099,0.24709892,0.30545788,1.3767542e+14,2.1271342e+13,-1.0116404e+16
-0.002305625,0,-68938.921,0.247899,0.3046578,1.4214769e+14,2.0668506e+13,-1.0121479e+16
-0.0019375,0,-68972.556,0.250438,0.3021188,1.5666365e+14,1.8693934e+13,-1.013797e+16
-0.0018212498,0,-68989.386,0.25123889,0.3013179,1.6175692e+14,1.8163495e+13,-1.0143593e+16
-0.001453125,0,-69045.549,0.25378062,0.29877617,1.7829412e+14,1.6426431e+13,-1.0161868e+16
-0.0013368749,0,-69070.426,0.25458233,0.29797446,1.8409536e+14,1.595976e+13,-1.0168136e+16
-0.00096874998,0,-69152.173,0.25712677,0.29543002,2.0293763e+14,1.4431863e+13,-1.0188506e+16
-0.00073624979,0,-69177.569,0.25873263,0.29382417,2.1707503e+14,1.366028e+13,-1.0203415e+16
0,0,-69262.24,0.26382959,0.28872721,2.6301696e+14,1.1134981e+13,-1.0251882e+16
0.00023250017,0,-69287.519,0.26543867,0.28711812,2.8137166e+14,1.053823e+13,-1.0270833e+16
0.00096874998,0,-69371.173,0.27054626,0.28201053,3.4105927e+14,8.5861429e+12,-1.0332473e+16
0.0010850001,0,-69395.801,0.27135201,0.28120478,3.5220109e+14,8.3406525e+12,-1.034386e+16
0.001453125,0,-69475.533,0.27390976,0.27864703,3.884514e+14,7.5379395e+12,-1.0380913e+16
0.0015693752,0,-69492.148,0.27471632,0.27784048,4.0115145e+14,7.3221284e+12,-1.0393829e+16
0.0019375,0,-69546.389,0.2772767,0.2752801,4.4248583e+14,6.6166581e+12,-1.0435869e+16
0.00205375,0,-69555.946,0.27808406,0.27447274,4.5696384e+14,6.4269618e+12,-1.0450537e+16
0.002421875,0,-69587.547,0.28064706,0.27190973,5.0410134e+14,5.8070345e+12,-1.0498294e+16
0.0024406251,0,-69595.837,0.28077736,0.27177944,5.0661947e+14,5.7786667e+12,3.110224e+20
0.0024999999,0,-69622.559,0.28119099,0.27136581,5.1481962e+14,5.6859763e+12,1.2941486e+21
0.0024999999,0,-69622.559,0.28119099,0.27136581,0,0,0
0.0025975001,0,460752.3,0.2603224,1.0538076,0,0,0
0.0029062501,0,2136722.6,0.19438807,3.5313882,0,0,0
0.0030487501,7.513407e-08,1952638.4,0.16388775,3.2924306,0,0,0
0.0035000001,3.1298238e-07,1370964.5,0.067522044,2.5355138,0,0,0
0.0035000001,3.1298238e-07,1370964.5,0.067522044,2.5355138,0,0,0
0.0035900001,3.1296961e-07,1076360.9,0.066209641,2.5368262,0,0,0
0.0038749999,3.1293561e-07,145450.5,0.062069108,2.5409667,0,0,0
0.0043400005,3.1295023e-07,145434.57,0.055288778,2.5477471,0,0,0
0.0058125001,3.1302861e-07,145371.58,0.033900013,2.5691358,0,0,0
0.0062775007,3.130361e-07,145376.47,0.027120502,2.5759153,0,0,0
0.0077499999,3.1309337e-07,145371.53,0.0057383573,2.5972975,0,0,0
0.0084100002,3.1309717e-07,136356.62,-0.0038830896,1.9739761,0,0,0
0.0105,3.1315093e-07,107917.84,-0.034223773,1.6247261e-12,0,0,0
0.0105,3.1315093e-07,107917.84,-0.034223773,0,0,0,0
0.010770001,2.3800372e-07,81934.362,-0.034223773,0,0,0,0
0.011625,0,-3.2489265e-06,-0.034223773,0,0,0,0
0.014569999,0,-3.2467092e-06,-0.034223773,0,0,0,0
0.0155,0,-3.2460871e-06,-0.034223773,0,0,0,0

