Y,Polarization-Y,ElectricField-Y,ElectrostaticPotential,ConductionBandEnergy,eDensity,hDensity,SpaceCharge
-0.0155,0,2.3613371e-07,-0.034223773,0,0,0,0
-0.01364,0,2.3608941e-07,-0.034223773,0,0,0,0
-0.011625,0,2.3607498e-07,-0.034223773,0,0,0,0
-0.011085,-1.5748849e-07,-82072.627,-0.034223773,0,0,0,0
-0.0105,-3.2806285e-07,-170832.86,-0.034223773,0,0,0,0
-0.0105,-3.2806285e-07,-170832.86,-0.034223773,1.1794334e-13,0,0,0
-0.0091800001,-3.2808881e-07,-199129.76,-0.0038661093,1.2355269,0,0,0
-0.0077499999,-3.2808878e-07,-229739.66,0.028965892,2.57407,0,0,0
-0.0068200002,-3.2813589e-07,-229723.73,0.050349736,2.5526861,0,0,0
-0.0058125001,-3.2815919e-07,-229717.86,0.073478419,2.5295574,0,0,0
-0.0048825,-3.2824514e-07,-229683.75,0.094856837,2.508179,0,0,0
-0.0038749999,-3.2830512e-07,-229653.7,0.11798192,2.4850539,0,0,0
-0.003695,-3.2824096e-07,-1017254.9,0.12211898,2.4809169,0,0,0
-0.0035000001,-3.2817651e-07,-1869480.7,0.12659433,2.4764415,0,0,0
-0.0035000001,-3.2817651e-07,-1869480.7,0.12659433,2.4764415,0,0,0
-0.003215,-1.7059315e-07,-2361489.9,0.20912217,2.932829,0,0,0
-0.0029062501,0,-2893866.3,0.29841919,3.427357,0,0,0
-0.00271125,0,-1627685.4,0.3548855,1.8477455,0,0,0
-0.0024999999,0,-257382.99,0.41598336,0.13657344,0,0,0
-0.0024999999,0,-257382.99,0.41598336,0.13657344,4.820288e+16,4589.704,1.1706598e+21
-0.0024625,0,-257495.74,0.41695014,0.13560665,5.004908e+16,4423.4689,6.0857112e+20
-0.002421875,0,-257620.76,0.41799416,0.13456264,5.2099216e+16,4246.2361,-6.2099216e+16
-0.002189375,0,-257800.33,0.42399436,0.12856243,6.7408152e+16,3459.638,-7.7408152e+16
-0.0019375,0,-257999.83,0.43047404,0.12208276,8.4392348e+16,2620.2772,-9.4392348e+16
-0.0017050001,0,-258425.38,0.43649035,0.11606645,1.0927814e+17,2134.2543,-1.1927814e+17
-0.001453125,0,-258897.52,0.44298789,0.1095689,1.368469e+17,1614.8015,-1.468469e+17
-0.001220625,0,-259997.52,0.44902933,0.10352747,1.7740318e+17,1314.5417,-1.8740318e+17
-0.00096874998,0,-261216.37,0.45555475,0.097002049,2.2226929e+17,993.11687,-2.3226929e+17
-0.00050374999,0,-263742.05,0.46775713,0.084799665,3.973649e+17,693.46252,-4.073649e+17
0,0,-266535.85,0.48094041,0.071616387,5.9066659e+17,371.98842,-6.0066659e+17
0.00046499996,0,-271484.27,0.49355626,0.05900054,1.0758118e+18,257.70953,-1.0858118e+18
0.00096874998,0,-276949.18,0.50719666,0.045360132,1.6104297e+18,134.72071,-1.6204297e+18
0.00120125,0,-287668.39,0.51392368,0.038633113,2.1434736e+18,107.61034,-2.1534736e+18
0.001453125,0,-299491.84,0.52120629,0.031350507,2.7307595e+18,78.357298,-2.7407595e+18
0.0016856249,0,-312865.42,0.52840612,0.024150674,3.6953056e+18,61.773323,-3.7053056e+18
0.0019375,0,-327611.35,0.5362101,0.016346697,4.758615e+18,43.85555,-4.768615e+18
0.00217,0,-338577.71,0.54423274,0.008324055,6.6150791e+18,33.81498,-6.6250791e+18
0.002421875,0,-350670.53,0.55294392,-0.00038712666,8.6646356e+18,22.956702,-8.6746356e+18
0.002459375,0,-366137.87,0.55437804,-0.0018212473,9.1163091e+18,21.750994,5.2200155e+20
0.0024999999,0,-383201.76,0.55593768,-0.0033808887,9.6156754e+18,20.446408,1.0968203e+21
0.0024999999,0,-383201.76,0.55593768,-0.0033808887,0,0,0
0.002695,0,204020.81,0.53953993,1.5361621,0,0,0
0.0029062501,0,838344.75,0.52188145,3.2038948,0,0,0
0.0031912501,-8.7518883e-07,816631.69,0.49791527,2.6889456,0,0,0
0.0035000001,-1.823612e-06,794030.55,0.47210652,2.1309293,0,0,0
0.0035000001,-1.823612e-06,794030.55,0.47210652,2.1309293,0,0,0
0.0036800001,-1.8237727e-06,759386.02,0.45908404,2.1439518,0,0,0
0.0038749999,-1.82394e-06,723324.85,0.44498409,2.1580518,0,0,0
0.004805,-1.8239122e-06,723322.6,0.37769825,2.2253376,0,0,0
0.0058125001,-1.8238642e-06,723312.54,0.30484652,2.2981893,0,0,0
0.0067424998,-1.8239028e-06,723352.49,0.23755594,2.3654799,0,0,0
0.0077499999,-1.8239316e-06,723383.06,0.16470125,2.4383346,0,0,0
0.0090699997,-1.8240043e-06,634160.54,0.06918636,1.2679649,0,0,0
0.0105,-1.8240836e-06,537562.55,-0.034223773,7.0942345e-13,0,0,0
0.0105,-1.8240836e-06,537562.55,-0.034223773,0,0,0,0
0.01104,-9.4865051e-07,279449.91,-0.034223773,0,0,0,0
0.011625,0,-1.4193234e-06,-0.034223773,0,0,0,0
0.01364,0,-1.4193332e-06,-0.034223773,0,0,0,0
0.0155,0,-1.4193822e-06,-0.034223773,0,0,0,0

