Y,Polarization-Y,ElectricField-Y,ElectrostaticPotential,ConductionBandEnergy,eDensity,hDensity,SpaceCharge
-0.0155,0,3.9162222e-06,-0.034223773,0,0,0,0
-0.01519,0,3.9163318e-06,-0.034223773,0,0,0,0
-0.011625,0,3.9170568e-06,-0.034223773,0,0,0,0
-0.011535,-8.7487415e-08,1187.8227,-0.034223773,0,0,0,0
-0.0105,-1.0935084e-06,15304.086,-0.034223773,0,0,0,0
-0.0105,-1.0935084e-06,15304.086,-0.034223773,1.9588646e-12,0,0,0
-0.01028,-1.0935064e-06,15728.065,-0.034665985,0.21142306,0,0,0
-0.0077499999,-1.0934868e-06,20758.704,-0.039919817,2.6429557,0,0,0
-0.0075949999,-1.0934865e-06,20755.858,-0.040231482,2.6432673,0,0,0
-0.0058125001,-1.093484e-06,20720.701,-0.04393382,2.6469697,0,0,0
-0.0056575001,-1.0934857e-06,20726.749,-0.044245643,2.6472815,0,0,0
-0.0038749999,-1.0935036e-06,20792.621,-0.047949206,2.650985,0,0,0
-0.0038449999,-1.0934995e-06,-127753.34,-0.048009586,2.6510454,0,0,0
-0.0035000001,-1.0934594e-06,-1833114.5,-0.048726633,2.6517625,0,0,0
-0.0035000001,-1.0934594e-06,-1833114.5,-0.048726633,2.6517625,0,0,0
-0.0034525001,-1.0059767e-06,-1925903.9,-0.034493026,2.7273481,0,0,0
-0.0029062501,0,-2991164.1,0.12887622,3.5969,0,0,0
-0.0028737499,0,-2756908.2,0.13861497,3.3333036,0,0,0
-0.0024999999,0,-68404.089,0.25039363,0.30216317,0,0,0
-0.0024999999,0,-68404.089,0.25039363,0.30216317,1.2309389e+14,1.9204005e+13,1.5371536e+21
-0.0024937498,0,-68406.711,0.25043632,0.30212048,1.2329459e+14,1.9173548e+13,1.4139319e+21
-0.002421875,0,-68437.053,0.25092803,0.30162876,1.2566585e+14,1.8811041e+13,-1.0106855e+16
-0.002383125,0,-68439.888,0.25119286,0.30136393,1.2700786e+14,1.8635523e+13,-1.0108372e+16
-0.0019375,0,-68473.17,0.25424314,0.29831365,1.4286523e+14,1.65467e+13,-1.0126319e+16
-0.00189875,0,-68478.247,0.25450822,0.29804858,1.4439206e+14,1.6392142e+13,-1.0128e+16
-0.001453125,0,-68537.435,0.25756137,0.29499543,1.6243705e+14,1.4553093e+13,-1.0147884e+16
-0.001414375,0,-68545.14,0.25782669,0.29473011,1.6417435e+14,1.441701e+13,-1.0149757e+16
-0.00096874998,0,-68634.557,0.2608827,0.29167409,1.8471116e+14,1.2798067e+13,-1.0171913e+16
-0.00089124998,0,-68642.047,0.26141408,0.29114271,1.889382e+14,1.2572807e+13,-1.0176365e+16
0,0,-68729.914,0.26753469,0.2850221,2.3892333e+14,9.8936553e+12,-1.022903e+16
7.750003e-05,0,-68737.375,0.26806705,0.28448974,2.4439988e+14,9.7191503e+12,-1.0234681e+16
0.00096874998,0,-68824.991,0.27419909,0.27835771,3.0918898e+14,7.6444043e+12,-1.0301545e+16
0.0010075,0,-68832.667,0.27446564,0.27809116,3.1250823e+14,7.5725237e+12,-1.0304936e+16
0.001453125,0,-68921.878,0.27753594,0.27502086,3.5178875e+14,6.7181508e+12,-1.0345071e+16
0.001491875,0,-68926.929,0.27780273,0.27475406,3.5556816e+14,6.6549059e+12,-1.0348913e+16
0.0019375,0,-68985.959,0.28087589,0.2716809,4.0030427e+14,5.9033175e+12,-1.0394401e+16
0.00197625,0,-68988.739,0.28114293,0.27141387,4.0460812e+14,5.8476773e+12,-1.039876e+16
0.002421875,0,-69021.534,0.28421895,0.26833785,4.5556353e+14,5.1865845e+12,-1.0450377e+16
0.0024281251,0,-69024.16,0.28426204,0.26829475,4.5631162e+14,5.1782595e+12,1.045295e+20
0.0024999999,0,-69054.62,0.28475844,0.26779835,4.6516983e+14,5.079357e+12,1.3040948e+21
0.0024999999,0,-69054.62,0.28475844,0.26779835,0,0,0
0.0025325001,0,109387.4,0.27773347,0.52868097,0,0,0
0.0029062501,0,2156464.4,0.19715384,3.5286224,0,0,0
0.0029537501,2.5081106e-08,2094523.6,0.18688651,3.4490705,0,0,0
0.0035000001,3.1340156e-07,1383953.3,0.069115698,2.5339201,0,0,0
0.0035000001,3.1340156e-07,1383953.3,0.069115698,2.5339201,0,0,0
0.0035300001,3.1339611e-07,1284827.7,0.068671177,2.5343647,0,0,0
0.0038749999,3.1333645e-07,147676.05,0.063580427,2.5394554,0,0,0
0.00403,3.1333907e-07,147671.94,0.061283544,2.5417523,0,0,0
0.0058125001,3.1336919e-07,147624.58,0.034979489,2.5680564,0,0,0
0.0059675002,3.1336892e-07,147628.94,0.032682391,2.5703535,0,0,0
0.0077499999,3.1336742e-07,147675.73,0.0063763313,2.5966595,0,0,0
0.0079699997,3.1336492e-07,144621.33,0.0031157258,2.3889393,0,0,0
0.0105,3.1333944e-07,109644.64,-0.034223773,1.6889733e-12,0,0,0
0.0105,3.1333944e-07,109644.64,-0.034223773,0,0,0,0
0.01059,2.8826394e-07,100839.16,-0.034223773,0,0,0,0
0.011625,0,-3.3771448e-06,-0.034223773,0,0,0,0
0.01519,0,-3.3772738e-06,-0.034223773,0,0,0,0
0.0155,0,-3.3773022e-06,-0.034223773,0,0,0,0

