Y,Polarization-Y,ElectricField-Y,ElectrostaticPotential,ConductionBandEnergy,eDensity,hDensity,SpaceCharge
-0.0155,0,-6.8678848e-07,-0.034223773,0,0,0,0
-0.01488,0,-7.0828625e-07,-0.034223773,0,0,0,0
-0.011625,0,-8.7037143e-07,-0.034223773,0,0,0,0
-0.011445,-3.8263726e-07,18848.666,-0.034223773,0,0,0,0
-0.0105,-2.6022967e-06,129293.31,-0.034223773,0,0,0,0
-0.0105,-2.6022967e-06,129293.31,-0.034223773,-4.2607142e-13,0,0,0
-0.01006,-2.6132226e-06,137611.72,-0.041464928,0.42920259,0,0,0
-0.0077499999,-2.675358e-06,188735,-0.083042953,2.6860788,0,0,0
-0.0074399998,-2.6788921e-06,190417.51,-0.088534175,2.69157,0,0,0
-0.0058125001,-2.7804754e-06,231354.56,-0.12360158,2.7266374,0,0,0
-0.0055025001,-2.7680967e-06,233229.25,-0.12933492,2.7323708,0,0,0
-0.0038749999,-2.6938893e-06,255023.77,-0.17232328,2.7753591,0,0,0
-0.0038149999,-2.720648e-06,-312193.89,-0.17338894,2.7764248,0,0,0
-0.0035000001,-2.9667802e-06,-3433475.7,-0.18233041,2.7853663,0,0,0
-0.0035000001,-2.9667802e-06,-3433475.7,-0.18233041,2.7853663,0,0,0
-0.0034050001,-2.5553028e-06,-3787208.6,-0.12948774,2.912162,0,0,0
-0.0029062501,0,-5767338.2,0.1601849,3.5655913,0,0,0
-0.00284125,0,-5058683,0.19633745,3.0115732,0,0,0
-0.0024999999,0,-1194910.6,0.39405206,0.095063483,0,0,0
-0.0024999999,0,-1194910.6,0.39405206,0.095063483,7.2017234e+17,1.660835e+11,1.1932899e+21
-0.0024875,0,-1165513.3,0.39547055,0.093644993,7.7800008e+17,1.5715674e+11,1.0106822e+21
-0.002421875,0,-1003761.4,0.40338359,0.085731959,1.0284462e+18,1.1599735e+11,4.8971554e+19
-0.002344375,0,-973065.55,0.41053027,0.07858528,1.887931e+18,9.8043425e+10,4.8112069e+19
-0.0019375,0,-799931.59,0.45046428,0.038651264,5.9611062e+18,1.9158649e+10,4.4038894e+19
-0.00186,0,-754429.34,0.45508495,0.034030595,7.731959e+18,1.6543865e+10,4.2268041e+19
-0.001453125,0,-499324.61,0.48090965,0.0082059014,1.6912141e+19,6.1129844e+09,3.3087859e+19
-0.001375625,0,-455160.53,0.48364863,0.0054669156,1.8830193e+19,5.497799e+09,3.1169807e+19
-0.00096874998,0,-208688.37,0.49890073,-0.0097851867,2.9220033e+19,3.1920833e+09,2.0779967e+19
-0.00081375003,0,-186196.68,0.50082735,-0.011711801,3.1063497e+19,2.9577372e+09,1.8936503e+19
0,0,-60968.289,0.51143464,-0.022319095,4.1141382e+19,2.1338016e+09,8.8586184e+18
0.00015499996,0,-44728.357,0.51131155,-0.022196,4.1010629e+19,2.1637762e+09,8.9893711e+18
0.00096874998,0,43324.276,0.51070097,-0.021585419,4.0362671e+19,2.3036072e+09,9.6373287e+18
0.00104625,0,64145.495,0.50980046,-0.020684912,3.9460404e+19,2.430576e+09,1.0539596e+19
0.001453125,0,177464.33,0.50494566,-0.015830117,3.4605851e+19,2.9298471e+09,1.5394149e+19
0.001530625,0,201448.47,0.50315838,-0.014042834,3.3090365e+19,3.2704437e+09,1.6909635e+19
0.0019375,0,332055.82,0.49347153,-0.0043559857,2.4939222e+19,4.6120997e+09,2.5060778e+19
0.002015,0,350427.75,0.49024744,-0.0011318885,2.3037616e+19,5.7470639e+09,2.6962384e+19
0.002421875,0,451905.82,0.47271411,0.016401438,1.2929304e+19,1.0313248e+10,3.7070696e+19
0.002434375,0,473867.11,0.47199492,0.017120625,1.2629055e+19,1.0710385e+10,2.1653876e+20
0.0024999999,0,593032.86,0.46808371,0.021031835,1.105946e+19,1.2330922e+10,1.1590293e+21
0.0024999999,0,593032.86,0.46808371,0.021031835,0,0,0
0.002565,0,1112987.3,0.44321818,0.56376295,0,0,0
0.0029062501,0,3884083,0.310376,3.4154002,0,0,0
0.0030012501,1.2779123e-07,3659438.1,0.27403451,3.2721033,0,0,0
0.0035000001,8.9451219e-07,2469841.4,0.07965057,2.5233853,0,0,0
0.0035000001,8.9451219e-07,2469841.4,0.07965057,2.5233853,0,0,0
0.0035600001,9.0293297e-07,2109828.1,0.078621756,2.5244141,0,0,0
0.0038749999,9.7015555e-07,150512.57,0.074278436,2.5287574,0,0,0
0.004185,9.6693065e-07,150326.52,0.069039121,2.5339967,0,0,0
0.0058125001,9.1343796e-07,155901.76,0.045353599,2.5576822,0,0,0
0.0061225002,9.1327655e-07,156699.94,0.040022475,2.5630134,0,0,0
0.0077499999,8.9186229e-07,170139.47,0.013618779,2.5894171,0,0,0
0.0081899995,8.9388836e-07,163072.42,0.0058639242,2.1752105,0,0,0
0.0105,8.8767806e-07,130147.06,-0.034223773,-1.5997149e-13,0,0,0
0.0105,8.8767806e-07,130147.06,-0.034223773,0,0,0,0
0.01068,7.5282628e-07,109247.17,-0.034223773,0,0,0,0
0.011625,0,3.204172e-07,-0.034223773,0,0,0,0
0.01488,0,2.7820622e-07,-0.034223773,0,0,0,0
0.0155,0,2.6633385e-07,-0.034223773,0,0,0,0

