Y,Polarization-Y,ElectricField-Y,ElectrostaticPotential,ConductionBandEnergy,eDensity,hDensity,SpaceCharge
-0.0155,0,4.181587e-07,-0.034223773,0,0,0,0
-0.013330001,0,3.9803225e-07,-0.034223773,0,0,0,0
-0.011625,0,3.8794775e-07,-0.034223773,0,0,0,0
-0.01113,-1.8149913e-07,-71167.733,-0.034223773,0,0,0,0
-0.0105,-3.7825645e-07,-164852.86,-0.034223773,0,0,0,0
-0.0105,-3.7825645e-07,-164852.86,-0.034223773,1.9171305e-13,0,0,0
-0.0092899986,-3.67793e-07,-191020.44,-0.0076776087,1.133849,0,0,0
-0.0077499999,-3.6352286e-07,-224616.37,0.027182482,2.5758534,0,0,0
-0.0068974993,-3.594406e-07,-226338.82,0.046180719,2.5568551,0,0,0
-0.0058125001,-3.5915726e-07,-227271.42,0.070920596,2.5321152,0,0,0
-0.0049599991,-3.6225121e-07,-228941.06,0.090320022,2.5127158,0,0,0
-0.0038749999,-3.6577645e-07,-229826.35,0.11526054,2.4877753,0,0,0
-0.0037099998,-3.5322186e-07,-985937.73,0.11907646,2.4839594,0,0,0
-0.0035000001,-3.493583e-07,-1925371.1,0.12392285,2.479113,0,0,0
-0.0035000001,-3.493583e-07,-1925371.1,0.12392285,2.479113,0,0,0
-0.0032387499,-1.9186552e-07,-2395240.6,0.20273597,2.8943061,0,0,0
-0.0029062501,0,-2981489.9,0.30099641,3.4247798,0,0,0
-0.0027274999,0,-1784012.7,0.35487187,1.9746866,0,0,0
-0.0024999999,0,-282761.53,0.42209564,0.13046116,0,0,0
-0.0024999999,0,-282761.53,0.42209564,0.13046116,3.695102e+16,4834.2588,1.1758834e+21
-0.0024656251,0,-282189.96,0.42310432,0.12945247,3.8496962e+16,4661.6247,6.5868715e+20
-0.002421875,0,-282157.3,0.42430353,0.12825326,4.0246693e+16,4438.9439,-5.0246693e+16
-0.0022087498,0,-280181.72,0.43049678,0.12206002,5.3425277e+16,3657.3601,-6.3425277e+16
-0.0019375,0,-279757.02,0.43792077,0.11463602,6.8165379e+16,2622.9815,-7.8165379e+16
-0.0017243748,0,-277346.95,0.44399829,0.1085585,9.0316516e+16,2176.0349,-1.0031652e+17
-0.001453125,0,-276960.61,0.4514018,0.10115499,1.1482393e+17,1558.0271,-1.2482393e+17
-0.0012399998,0,-274104.2,0.45736477,0.095192023,1.516564e+17,1299.8859,-1.616564e+17
-0.00096874998,0,-274070.32,0.46475228,0.087804518,1.9235572e+17,929.95918,-2.0235572e+17
-0.00054249965,0,-271950.87,0.47637847,0.076178326,3.5218958e+17,690.23041,-3.6218958e+17
0,0,-272955.27,0.49114353,0.061413266,5.3187089e+17,335.05438,-5.4187089e+17
0.00042625036,0,-274218.94,0.50268966,0.049867136,9.6431253e+17,249.13892,-9.7431253e+17
0.00096874998,0,-278043.95,0.51771172,0.034845073,1.4689489e+18,119.81284,-1.4789489e+18
0.0011818752,0,-285530.7,0.52373991,0.02881689,1.9313972e+18,99.72049,-1.9413972e+18
0.001453125,0,-295768.4,0.53163422,0.020922578,2.485171e+18,69.898505,-2.495171e+18
0.0016662502,0,-306293.08,0.53801623,0.014540562,3.30188e+18,57.549217,-3.31188e+18
0.0019375,0,-319591.88,0.54637174,0.0061850596,4.2968078e+18,39.515986,-4.3068078e+18
0.0021506252,0,-328391.88,0.55341782,-0.00086102245,5.8275206e+18,31.935303,-5.8375206e+18
0.002421875,0,-339381.57,0.56260012,-0.010043327,7.7166176e+18,21.090427,-7.7266176e+18
0.0024562499,0,-352179.11,0.56385175,-0.011294951,8.0832081e+18,20.169462,4.7903544e+20
0.0024999999,0,-367897.59,0.56547475,-0.012917955,8.5375113e+18,18.870819,1.0987528e+21
0.0024999999,0,-367897.59,0.56547475,-0.012917955,0,0,0
0.0026787501,0,188498.04,0.54939617,1.3993784,0,0,0
0.0029062501,0,888981.87,0.52938667,3.1963896,0,0,0
0.0031675003,-7.8705443e-07,858525.43,0.50585824,2.7259118,0,0,0
0.0035000001,-1.796636e-06,824569.17,0.47659929,2.1264366,0,0,0
0.0035000001,-1.796636e-06,824569.17,0.47659929,2.1264366,0,0,0
0.0036650002,-1.8018017e-06,778240.23,0.46470567,2.1383302,0,0,0
0.0038749999,-1.8057235e-06,725604.58,0.44953656,2.1534993,0,0,0
0.004727501,-1.8138438e-06,726922.52,0.38759934,2.2154365,0,0,0
0.0058125001,-1.8210295e-06,728326.25,0.30885805,2.2941778,0,0,0
0.0066650007,-1.8260327e-06,729993.83,0.24650956,2.3565263,0,0,0
0.0077499999,-1.8309956e-06,732007.71,0.16733672,2.4356991,0,0,0
0.0089600012,-1.8341462e-06,649448.99,0.078552078,1.3640886,0,0,0
0.0105,-1.836169e-06,544514.39,-0.034223773,7.9009988e-13,0,0,0
0.0105,-1.836169e-06,544514.39,-0.034223773,0,0,0,0
0.010995001,-1.0276748e-06,304648.06,-0.034223773,0,0,0,0
0.011625,0,-1.5805463e-06,-0.034223773,0,0,0,0
0.013330001,0,-1.5933064e-06,-0.034223773,0,0,0,0
0.0155,0,-1.6190267e-06,-0.034223773,0,0,0,0

