Y,Polarization-Y,ElectricField-Y,ElectrostaticPotential,ConductionBandEnergy,eDensity,hDensity,SpaceCharge
-0.0155,0,2.7185976e-07,-0.034223773,0,0,0,0
-0.012090001,0,2.6005708e-07,-0.034223773,0,0,0,0
-0.011625,0,2.5966117e-07,-0.034223773,0,0,0,0
-0.01149,-3.8618542e-08,-20090.224,-0.034223773,0,0,0,0
-0.0105,-3.2045907e-07,-166737.88,-0.034223773,0,0,0,0
-0.0105,-3.2045907e-07,-166737.88,-0.034223773,1.2952312e-13,0,0,0
-0.01017,-3.2052566e-07,-173644.99,-0.02679334,0.30904127,0,0,0
-0.0077499999,-3.218421e-07,-223925.76,0.027416683,2.5756192,0,0,0
-0.0075174994,-3.2207598e-07,-223895.43,0.03264587,2.57039,0,0,0
-0.0058125001,-3.2465225e-07,-223908.1,0.07082833,2.5322075,0,0,0
-0.0055799996,-3.2496264e-07,-223886.96,0.076049879,2.526986,0,0,0
-0.0038749999,-3.2819564e-07,-223882.51,0.11420274,2.4888331,0,0,0
-0.0038299998,-3.2832502e-07,-417567.68,0.11521233,2.4878235,0,0,0
-0.0035000001,-3.3006e-07,-1837906.1,0.1225904,2.4804454,0,0,0
-0.0035000001,-3.3006e-07,-1837906.1,0.1225904,2.4804454,0,0,0
-0.00342875,-2.9070122e-07,-1958930.1,0.14287578,2.5948891,0,0,0
-0.0029062501,0,-2846555.6,0.29159735,3.4341789,0,0,0
-0.0028575,0,-2534458.7,0.30547736,3.0395119,0,0,0
-0.0024999999,0,-246270.3,0.40724128,0.14531551,0,0,0
-0.0024999999,0,-246270.3,0.40724128,0.14531551,6.9276819e+16,3744.5483,1.1630044e+21
-0.002490625,0,-246311.59,0.40747221,0.14508459,6.9912181e+16,3712.2991,1.0234071e+21
-0.002421875,0,-246623.26,0.40916531,0.14339149,7.4624497e+16,3476.0258,-8.4624497e+16
-0.00236375,0,-246691.99,0.41059941,0.14195739,7.9826516e+16,3321.5507,-8.9826516e+16
-0.0019375,0,-247220,0.4211148,0.131442,1.1841032e+17,2189.6537,-1.2841032e+17
-0.0018793748,0,-247371.83,0.42255478,0.13000201,1.2670029e+17,2092.0367,-1.3670029e+17
-0.001453125,0,-248500.15,0.43311424,0.11944255,1.8819058e+17,1376.6649,-1.9819058e+17
-0.0013949999,0,-248874.52,0.43456306,0.11799374,2.0144915e+17,1314.9976,-2.1144915e+17
-0.00096874998,0,-251629.43,0.44518781,0.10736898,2.9979677e+17,863.0482,-3.0979677e+17
-0.0008524998,0,-252462.38,0.44812618,0.10443062,3.5548624e+17,799.61969,-3.6548624e+17
0,0,-258620.15,0.46967594,0.082880858,7.6858964e+17,334.74232,-7.7858964e+17
0.0001162502,0,-260207.25,0.47274905,0.079807746,9.1936936e+17,309.47638,-9.2936936e+17
0.00096874998,0,-271942.52,0.49529384,0.057262956,2.0381995e+18,124.277,-2.0481995e+18
0.0010268751,0,-275317.02,0.49696288,0.055593914,2.2037129e+18,118.06627,-2.2137129e+18
0.001453125,0,-300324.68,0.5092166,0.043340199,3.4329443e+18,72.528936,-3.4429443e+18
0.0015112502,0,-304519.31,0.51103399,0.041522803,3.7352259e+18,68.664547,-3.7452259e+18
0.0019375,0,-335649.58,0.52438788,0.028168914,5.9827255e+18,40.331491,-5.9927255e+18
0.001995625,0,-339095.74,0.52646329,0.026093501,6.5770326e+18,37.964741,-6.5870326e+18
0.002421875,0,-364689.28,0.54173289,0.010823902,1.100355e+19,20.617375,-1.101355e+19
0.0024312499,0,-369584.67,0.542112,0.010444799,1.1151075e+19,20.331479,1.2139959e+20
0.0024999999,0,-405988.02,0.54490468,0.0076521194,1.2251459e+19,18.236477,1.0923061e+21
0.0024999999,0,-405988.02,0.54490468,0.0076521194,0,0,0
0.00254875,0,-265409.2,0.54116521,0.39217858,0,0,0
0.0029062501,0,761820.34,0.51395768,3.2118185,0,0,0
0.0029775002,-2.1964872e-07,759503.4,0.50849221,3.0825549,0,0,0
0.0035000001,-1.8296957e-06,744178.69,0.46872654,2.1343093,0,0,0
0.0035000001,-1.8296957e-06,744178.69,0.46872654,2.1343093,0,0,0
0.0035450002,-1.8296741e-06,740553.82,0.46549966,2.1375362,0,0,0
0.0038749999,-1.8290952e-06,716989.17,0.44187176,2.1611641,0,0,0
0.0041075004,-1.8293821e-06,717046.49,0.42518649,2.1778493,0,0,0
0.0058125001,-1.8335466e-06,717773.78,0.30293858,2.3000973,0,0,0
0.0060450006,-1.8338026e-06,717886.09,0.28623189,2.3168039,0,0,0
0.0077499999,-1.8372395e-06,719252.55,0.16371712,2.4393187,0,0,0
0.0080800001,-1.8375033e-06,697135.94,0.13997849,2.1465856,0,0,0
0.0105,-1.8407306e-06,535054.94,-0.034223773,7.3184826e-13,0,0,0
0.0105,-1.8407306e-06,535054.94,-0.034223773,0,0,0,0
0.010635,-1.6202968e-06,470890.08,-0.034223773,0,0,0,0
0.011625,0,-1.4647935e-06,-0.034223773,0,0,0,0
0.012090001,0,-1.4652001e-06,-0.034223773,0,0,0,0
0.0155,0,-1.4773068e-06,-0.034223773,0,0,0,0

