Y,Polarization-Y,ElectricField-Y,ElectrostaticPotential,ConductionBandEnergy,eDensity,hDensity,SpaceCharge
-0.0155,0,3.8972051e-06,-0.034223773,0,0,0,0
-0.012399999,0,3.8989268e-06,-0.034223773,0,0,0,0
-0.011625,0,3.8992285e-06,-0.034223773,0,0,0,0
-0.0114,-2.1884912e-07,2453.8391,-0.034223773,0,0,0,0
-0.0105,-1.0941054e-06,12685.496,-0.034223773,0,0,0,0
-0.0105,-1.0941054e-06,12685.496,-0.034223773,1.9499005e-12,0,0,0
-0.0099499999,-1.0940958e-06,13566.677,-0.035138583,0.52836645,0,0,0
-0.0077499999,-1.0940652e-06,17241.497,-0.038952592,2.6419884,0,0,0
-0.0073625003,-1.0940639e-06,17229.641,-0.039596714,2.6426326,0,0,0
-0.0058125001,-1.0940594e-06,17192.686,-0.042283918,2.6453198,0,0,0
-0.0054250001,-1.0940681e-06,17206.087,-0.04292761,2.6459635,0,0,0
-0.0038749999,-1.0940967e-06,17266.673,-0.045615156,2.648651,0,0,0
-0.0038000001,-1.0940761e-06,-357562.19,-0.0457397,2.6487755,0,0,0
-0.0035000001,-1.0940091e-06,-1853924.7,-0.04625998,2.6492958,0,0,0
-0.0035000001,-1.0940091e-06,-1853924.7,-0.04625998,2.6492958,0,0,0
-0.0033812502,-8.7518272e-07,-2088056.7,-0.010300468,2.8378843,0,0,0
-0.0029062501,0,-3022746.5,0.13321842,3.5925578,0,0,0
-0.0028250001,0,-2430716.2,0.15782225,2.9333104,0,0,0
-0.0024999999,0,-68000.034,0.2560191,0.29653769,0,0,0
-0.0024999999,0,-68000.034,0.2560191,0.29653769,1.0716557e+14,1.6096578e+13,1.5552507e+21
-0.0024843749,0,-68006.715,0.25612531,0.29643149,1.076001e+14,1.6033006e+13,1.2435953e+21
-0.002421875,0,-68033.041,0.25655035,0.29600645,1.0939141e+14,1.5769016e+13,-1.0093622e+16
-0.002325,0,-68039.974,0.25720916,0.29534763,1.1229577e+14,1.5402553e+13,-1.0096893e+16
-0.0019375,0,-68067.305,0.25984584,0.29271096,1.2426923e+14,1.3880829e+13,-1.0110388e+16
-0.0018406251,0,-68079.911,0.26050526,0.29205153,1.2757144e+14,1.3557954e+13,-1.0114013e+16
-0.001453125,0,-68129.719,0.26314436,0.28941243,1.4118585e+14,1.2217306e+13,-1.0128969e+16
-0.00135625,0,-68149.192,0.26380439,0.2887524,1.4494083e+14,1.1932869e+13,-1.0133008e+16
-0.00096874998,0,-68225.973,0.2664459,0.2861109,1.6042281e+14,1.0751895e+13,-1.0149671e+16
-0.00077500008,0,-68243.91,0.26776778,0.28478902,1.6954999e+14,1.0280688e+13,-1.0159269e+16
0,0,-68315.406,0.27305797,0.27949882,2.0718528e+14,8.3244122e+12,-1.0198861e+16
0.00019374989,0,-68333.027,0.27438224,0.27817455,2.1899479e+14,7.9589796e+12,-1.0211036e+16
0.00096874998,0,-68403.638,0.27968194,0.27287486,2.6769629e+14,6.4419953e+12,-1.0261254e+16
0.001065625,0,-68422.585,0.28034495,0.27221184,2.7484677e+14,6.291345e+12,-1.0268555e+16
0.001453125,0,-68497.96,0.28299833,0.26955846,3.0433746e+14,5.6660101e+12,-1.0298671e+16
0.0015499999,0,-68510.028,0.28366194,0.26889486,3.1247366e+14,5.5333882e+12,-1.030694e+16
0.0019375,0,-68558.407,0.28631767,0.26623913,3.4603185e+14,4.9829117e+12,-1.0341049e+16
0.002034375,0,-68564.736,0.28698185,0.26557494,3.5529063e+14,4.8661746e+12,-1.0350424e+16
0.002421875,0,-68590.373,0.28963992,0.26291688,3.9348146e+14,4.381651e+12,-1.03891e+16
0.0024375001,0,-68596.817,0.2897471,0.26280969,3.9509018e+14,4.3641792e+12,2.6461096e+20
0.0024999999,0,-68622.563,0.29017604,0.26238076,4.0172609e+14,4.2916633e+12,1.3202393e+21
0.0024999999,0,-68622.563,0.29017604,0.26238076,0,0,0
0.0025812499,0,383555.11,0.27236409,0.91483625,0,0,0
0.0029062501,0,2187031.5,0.20132999,3.5244462,0,0,0
0.003025,6.2845951e-08,2030075,0.17529699,3.3259313,0,0,0
0.0035000001,3.1410162e-07,1404052.4,0.07147729,2.5315586,0,0,0
0.0035000001,3.1410162e-07,1404052.4,0.07147729,2.5315586,0,0,0
0.003575,3.1408409e-07,1152878.3,0.070340572,2.5326953,0,0,0
0.0038749999,3.1401736e-07,151062.52,0.065815389,2.5372205,0,0,0
0.0042625,3.1402965e-07,151048.62,0.059942111,2.5430937,0,0,0
0.0058125001,3.140679e-07,150999.17,0.036560327,2.5664755,0,0,0
0.0061999997,3.1406908e-07,151008.87,0.030686926,2.5723489,0,0,0
0.0077499999,3.1406873e-07,151053.3,0.0073034822,2.5957324,0,0,0
0.0082999999,3.1405939e-07,143240.78,-0.0010329564,2.0766172,0,0,0
0.0105,3.140257e-07,112139.13,-0.034223773,1.7645946e-12,0,0,0
0.0105,3.140257e-07,112139.13,-0.034223773,0,0,0,0
0.010725,2.5119316e-07,89627.86,-0.034223773,0,0,0,0
0.011625,0,-3.5282649e-06,-0.034223773,0,0,0,0
0.012399999,0,-3.5281144e-06,-0.034223773,0,0,0,0
0.0155,0,-3.5276641e-06,-0.034223773,0,0,0,0

