cycle,ID_pre (uA/um),ID_p9 (uA/um),ID_p9_source,ID_end_erase_hold (uA/um),ID_end_relax (uA/um),Pol_y_end_relax (uC/cm2),fire_ratio,restore_ratio_vs_virgin,monotonic_p2_p9,ID_p1,ID_p2,ID_p3,ID_p4,ID_p5,ID_p6,ID_p7,ID_p8,ID_p9
1,2.657836987769911e-07,1.2734496930840222e-06,c1_p9_read,0.0003386467984242956,5.843925816187688e-07,7.88064406229921e-07,4.791300967455212,2.19875253564407,True,4.543859273186412e-08,1.4929767266116003e-07,3.1370870733305334e-07,4.844459384941e-07,6.944068445943277e-07,9.146616565585334e-07,1.0843712760694244e-06,1.2021407684874556e-06,1.2734496930840222e-06
2,5.843925816187688e-07,1.1313832223850777e-06,c2_p9_read,0.00033242416042320445,6.358283508608667e-07,6.26060988581314e-07,1.9359986043134625,2.3922774563927107,True,2.314651055443978e-07,4.3018945736594667e-07,6.013334015610989e-07,7.452757521918123e-07,8.636597823361456e-07,9.588202064472879e-07,1.0333893774946e-06,1.0900555784235946e-06,1.1313832223850777e-06
3,6.358283508608667e-07,1.1276409784056557e-06,c3_p9_read,0.0003326237192048233,6.2234707235132e-07,6.45911816144209e-07,1.7734990534456498,2.3415547124035907,True,2.3048631525453887e-07,4.286319391428622e-07,5.992551185146656e-07,7.427534686036966e-07,8.607712480277256e-07,9.556315134822202e-07,1.0299637019382334e-06,1.0864505981497322e-06,1.1276409784056557e-06
4,6.2234707235132e-07,1.1407534507791334e-06,c4_p9_read,0.0003325830738158445,6.222150734015001e-07,6.44422207515456e-07,1.832985967892798,2.341058071900703,True,2.3060423696333444e-07,4.288984776691222e-07,6.000126816966746e-07,7.444656970947901e-07,8.639377282771035e-07,9.607236901867756e-07,1.03741007443344e-06,1.096588464304389e-06,1.1407534507791334e-06
5,6.222150734015001e-07,1.1149349811315e-06,c5_p9_read,0.0003325848424418689,6.217449559993256e-07,6.44572429239565e-07,1.791880378333522,2.3392892749265557,True,2.2834287779806446e-07,4.2230345910436893e-07,5.884788780222311e-07,7.283029519497823e-07,8.439185051647356e-07,9.378240413526e-07,1.012631056474331e-06,1.0708745392062822e-06,1.1149349811315e-06
