cycle,ID_pre (uA/um),ID_p9 (uA/um),ID_p9_source,ID_end_erase_hold (uA/um),ID_end_relax (uA/um),Pol_y_end_relax (uC/cm2),fire_ratio,restore_ratio_vs_virgin,monotonic_p2_p9,ID_p1,ID_p2,ID_p3,ID_p4,ID_p5,ID_p6,ID_p7,ID_p8,ID_p9
1,2.657836987769911e-07,1.2734496930840222e-06,c1_p9_read,0.00016169523713049667,3.9338989152926783e-07,8.7907235812298e-07,4.791300967455212,1.4801129389780454,True,4.543859273186412e-08,1.4929767266116003e-07,3.1370870733305334e-07,4.844459384941e-07,6.944068445943277e-07,9.146616565585334e-07,1.0843712760694244e-06,1.2021407684874556e-06,1.2734496930840222e-06
2,3.9338989152926783e-07,2.0515582289241223e-06,c2_p9_read,0.00014095157974817888,3.805662702386378e-07,6.94015880757808e-07,5.215076119391055,1.431864602644259,True,1.9391556812424334e-07,3.649966495906278e-07,5.105845369004923e-07,7.315917380338644e-07,1.115302887432811e-06,1.4277866998272112e-06,1.6771152466977665e-06,1.8799048013276336e-06,2.0515582289241223e-06
3,3.805662702386378e-07,1.1579803299388556e-06,c3_p9_read,0.00014166904881460332,3.838374745585345e-07,6.95767588801398e-07,3.0427823496095243,1.444172371461343,True,1.979792954086189e-07,3.702708223791278e-07,5.165075905223266e-07,6.379724585435133e-07,7.368087056881689e-07,8.221853085230211e-07,9.12953023930259e-07,1.02594037598617e-06,1.1579803299388556e-06
4,3.838374745585345e-07,1.175051295230678e-06,c4_p9_read,0.0001416054191600389,3.836534434745722e-07,6.95783278148793e-07,3.0613251001146966,1.443479962239825,True,1.975073655519189e-07,3.69706398748e-07,5.159741424605934e-07,6.375829010640867e-07,7.366251715331123e-07,8.239641124142633e-07,9.207359397541822e-07,1.0387259651719743e-06,1.175051295230678e-06
5,3.836534434745722e-07,1.1749169072094556e-06,c5_p9_read,0.00014161001388104,3.836674914793489e-07,6.95781603251923e-07,3.062443273201917,1.443532817267584,True,1.9756281002753226e-07,3.6980721479952997e-07,5.161442032829323e-07,6.378454848526311e-07,7.369862199116479e-07,8.243147348935879e-07,9.208776992106678e-07,1.0387017447546967e-06,1.1749169072094556e-06
