v_node,cycle,phase,pulse,segment,E_gate_J,E_drain_J,E_total_J,last_drain_ID_A,n_samples
1.975,5,fire,2,rise,4.457497e-22,1.224119e-15,1.224120e-15,2.450690e-05,30
1.975,5,fire,2,write,3.521823e-20,7.352151e-14,7.352154e-14,2.450745e-05,7
1.975,5,fire,2,fall,8.695014e-21,1.224171e-14,1.224172e-14,2.450799e-05,30
1.975,5,fire,3,rise,8.909922e-22,1.224174e-15,1.224175e-15,2.450800e-05,30
1.975,5,fire,3,write,6.129515e-20,7.352541e-14,7.352547e-14,2.450894e-05,7
1.975,5,fire,3,fall,1.274940e-21,1.224254e-15,1.224256e-15,2.450961e-05,30
1.975,5,fire,4,rise,1.278633e-21,1.224255e-15,1.224257e-15,2.450962e-05,30
1.975,5,fire,4,write,8.370347e-20,7.353071e-14,7.353080e-14,2.451086e-05,7
1.975,5,fire,4,fall,1.640344e-21,1.224363e-15,1.224364e-15,2.451178e-05,30
1.975,5,fire,5,rise,1.643856e-21,1.224364e-15,1.224366e-15,2.451180e-05,30
1.975,5,fire,5,write,8.844131e-20,6.128162e-14,6.128171e-14,2.451330e-05,6
1.975,5,fire,5,fall,2.035662e-21,1.224497e-15,1.224499e-15,2.451448e-05,30
1.975,5,fire,6,rise,2.040226e-21,1.224499e-15,1.224501e-15,2.451451e-05,30
1.975,5,fire,6,write,1.111386e-19,6.128871e-14,6.128882e-14,2.451629e-05,6
1.975,5,fire,6,fall,2.876147e-21,1.224669e-15,1.224672e-15,2.451792e-05,30
1.975,5,fire,7,rise,2.886527e-21,1.224671e-15,1.224674e-15,2.451796e-05,30
1.975,5,fire,7,write,1.601276e-19,6.129806e-14,6.129822e-14,2.452034e-05,6
1.975,5,fire,7,fall,3.952880e-20,1.224915e-14,1.224919e-14,2.452310e-05,30
1.975,5,fire,8,rise,4.008470e-21,1.224930e-15,1.224934e-15,2.452315e-05,30
1.975,5,fire,8,write,2.165433e-19,6.131193e-14,6.131214e-14,2.452624e-05,6
1.975,5,fire,8,fall,5.335607e-21,1.225242e-15,1.225247e-15,2.452940e-05,30
1.975,5,fire,9,rise,5.350166e-21,1.225245e-15,1.225251e-15,2.452947e-05,30
1.975,5,fire,9,write,2.875148e-19,6.132879e-14,6.132908e-14,2.453351e-05,6
1.975,5,fire,9,fall,-2.578234e-16,5.429571e-16,2.851337e-16,2.928589e-08,30
1.975,5,burst_read,0,burst_read,-1.559170e-20,-7.731221e-22,-1.636483e-20,-3.060723e-13,11
1.975,5,erase,0,rise,3.567358e-16,2.850604e-18,3.595864e-16,4.962066e-09,30
1.975,5,erase,0,hold,3.947425e-15,1.669908e-17,3.964124e-15,1.293250e-11,40
1.975,5,erase,0,fall,-1.629373e-15,3.788262e-19,-1.628995e-15,1.008060e-08,31
1.975,5,relax,0,hold,-5.372851e-17,-2.276794e-18,-5.600531e-17,-3.428786e-14,70
1.975,6,fire,1,rise,2.581889e-16,5.357904e-16,7.939794e-16,2.432677e-05,30
1.975,6,fire,1,write,3.528220e-15,6.121996e-14,6.474818e-14,2.450596e-05,6
1.975,6,fire,1,fall,4.416096e-22,1.224085e-15,1.224086e-15,2.450622e-05,30
1.975,6,fire,2,rise,4.457212e-22,1.224086e-15,1.224086e-15,2.450622e-05,30
1.975,6,fire,2,write,2.250835e-20,4.901287e-14,4.901290e-14,2.450661e-05,5
1.975,6,fire,2,fall,8.517733e-22,1.224134e-15,1.224135e-15,2.450720e-05,30
1.975,6,fire,3,rise,8.556989e-22,1.224135e-15,1.224136e-15,2.450721e-05,30
1.975,6,fire,3,write,3.839795e-20,4.901512e-14,4.901516e-14,2.450785e-05,5
1.975,6,fire,3,fall,1.258249e-20,1.224217e-14,1.224218e-14,2.450893e-05,30
1.975,6,fire,4,rise,1.278553e-21,1.224222e-15,1.224223e-15,2.450895e-05,30
1.975,6,fire,4,write,5.493551e-20,4.901887e-14,4.901893e-14,2.450984e-05,5
1.975,6,fire,4,fall,1.640248e-21,1.224329e-15,1.224331e-15,2.451110e-05,30
1.975,6,fire,5,rise,1.643759e-21,1.224330e-15,1.224332e-15,2.451113e-05,30
1.975,6,fire,5,write,6.915438e-20,4.902339e-14,4.902345e-14,2.451220e-05,5
1.975,6,fire,5,fall,2.036074e-21,1.224464e-15,1.224466e-15,2.451380e-05,30
1.975,6,fire,6,rise,2.040637e-21,1.224465e-15,1.224467e-15,2.451383e-05,30
1.975,6,fire,6,write,8.607874e-20,4.902893e-14,4.902902e-14,2.451509e-05,5
1.975,6,fire,6,fall,2.882838e-21,1.224636e-15,1.224639e-15,2.451725e-05,30
1.975,6,fire,7,rise,2.893218e-21,1.224638e-15,1.224641e-15,2.451729e-05,30
1.975,6,fire,7,write,9.445461e-20,3.677744e-14,3.677753e-14,2.451894e-05,4
1.975,6,fire,7,fall,3.914062e-21,1.224871e-15,1.224875e-15,2.452196e-05,30
1.975,6,fire,8,rise,3.924143e-21,1.224873e-15,1.224877e-15,2.452201e-05,30
1.975,6,fire,8,write,1.247351e-19,3.678480e-14,3.678493e-14,2.452404e-05,4
1.975,6,fire,8,fall,5.281057e-20,1.225193e-14,1.225199e-14,2.452875e-05,30
1.975,6,fire,9,rise,5.361178e-21,1.225213e-15,1.225218e-15,2.452882e-05,30
1.975,6,fire,9,write,1.703021e-19,3.679559e-14,3.679576e-14,2.453156e-05,4
1.975,6,fire,9,fall,-2.578144e-16,5.428782e-16,2.850638e-16,2.928577e-08,30
1.975,6,burst_read,0,burst_read,7.330149e-17,3.660217e-18,7.696171e-17,-3.084225e-13,8
1.975,6,erase,0,rise,3.567341e-16,2.850590e-18,3.595847e-16,4.962054e-09,30
1.975,6,erase,0,hold,3.958051e-15,1.674321e-17,3.974795e-15,1.296675e-11,40
1.975,6,erase,0,fall,-1.629386e-15,3.788435e-19,-1.629007e-15,1.008058e-08,31
1.975,6,relax,0,hold,-5.398980e-17,-2.303335e-18,-5.629313e-17,-3.430727e-14,70
1.975,7,fire,1,rise,2.581822e-16,5.356918e-16,7.938740e-16,2.432596e-05,30
1.975,7,fire,1,write,3.050542e-21,3.675760e-14,3.675760e-14,2.450509e-05,4
1.975,7,fire,1,fall,4.430607e-22,1.224045e-15,1.224045e-15,2.450540e-05,30
1.975,7,fire,2,rise,4.471864e-22,1.224045e-15,1.224046e-15,2.450541e-05,30
1.975,7,fire,2,write,1.558746e-20,3.675830e-14,3.675832e-14,2.450565e-05,4
1.975,7,fire,2,fall,8.546282e-22,1.224094e-15,1.224095e-15,2.450639e-05,30
1.975,7,fire,3,rise,8.585672e-22,1.224094e-15,1.224095e-15,2.450640e-05,30
1.975,7,fire,3,write,2.760810e-20,3.675990e-14,3.675992e-14,2.450680e-05,4
1.975,7,fire,3,fall,1.245706e-21,1.224172e-15,1.224174e-15,2.450796e-05,30
1.975,7,fire,4,rise,1.249431e-21,1.224173e-15,1.224174e-15,2.450798e-05,30
1.975,7,fire,4,write,2.638754e-20,2.450832e-14,2.450834e-14,2.450851e-05,3
1.975,7,fire,4,fall,1.629962e-20,1.224284e-14,1.224286e-14,2.451031e-05,30
1.975,7,fire,5,rise,1.649313e-21,1.224290e-15,1.224292e-15,2.451033e-05,30
1.975,7,fire,5,write,3.426316e-20,2.451075e-14,2.451078e-14,2.451100e-05,3
1.975,7,fire,5,fall,2.043415e-21,1.224424e-15,1.224426e-15,2.451302e-05,30
1.975,7,fire,6,rise,2.047988e-21,1.224426e-15,1.224428e-15,2.451305e-05,30
1.975,7,fire,6,write,4.252435e-20,2.451349e-14,2.451354e-14,2.451380e-05,3
1.975,7,fire,6,fall,2.898504e-21,1.224597e-15,1.224600e-15,2.451648e-05,30
1.975,7,fire,7,rise,2.908895e-21,1.224599e-15,1.224602e-15,2.451652e-05,30
1.975,7,fire,7,write,6.102878e-20,2.451706e-14,2.451712e-14,2.451748e-05,3
1.975,7,fire,7,fall,3.929535e-21,1.224833e-15,1.224837e-15,2.452121e-05,30
1.975,7,fire,8,rise,3.939573e-21,1.224836e-15,1.224840e-15,2.452126e-05,30
1.975,7,fire,8,write,8.119493e-20,2.452185e-14,2.452193e-14,2.452240e-05,3
1.975,7,fire,8,fall,5.231709e-21,1.225141e-15,1.225146e-15,2.452739e-05,30
1.975,7,fire,9,rise,5.246350e-21,1.225145e-15,1.225150e-15,2.452746e-05,30
1.975,7,fire,9,write,5.462953e-20,1.226423e-14,1.226429e-14,2.452884e-05,2
1.975,7,fire,9,fall,-2.577976e-16,5.373318e-15,5.115520e-15,2.928285e-09,30
1.975,7,burst_read,0,burst_read,-4.637077e-21,-2.299177e-22,-4.866994e-21,-3.055919e-13,4
1.975,7,erase,0,rise,3.567322e-16,2.850575e-18,3.595828e-16,4.962043e-09,30
1.975,7,erase,0,hold,3.968865e-15,1.678814e-17,3.985653e-15,1.299793e-11,40
1.975,7,erase,0,fall,-1.615268e-15,3.307880e-19,-1.614937e-15,1.007896e-08,31
1.975,7,relax,0,hold,-5.422610e-17,-2.326389e-18,-5.655249e-17,-3.443908e-14,70
1.975,8,fire,1,rise,2.581875e-16,5.357237e-16,7.939113e-16,2.432638e-05,30
1.975,8,fire,1,write,9.117362e-22,1.225274e-14,1.225274e-14,2.450549e-05,2
1.975,8,fire,1,fall,5.397174e-22,1.224071e-15,1.224071e-15,2.450592e-05,30
1.975,8,fire,2,rise,5.447558e-22,1.224071e-15,1.224072e-15,2.450593e-05,30
1.975,8,fire,2,write,6.031237e-21,1.225301e-14,1.225302e-14,2.450608e-05,2
1.975,8,fire,2,fall,1.041724e-21,1.224133e-15,1.224134e-15,2.450717e-05,30
1.975,8,fire,3,rise,1.046523e-21,1.224134e-15,1.224135e-15,2.450719e-05,30
1.975,8,fire,3,write,1.093129e-20,1.225367e-14,1.225368e-14,2.450742e-05,2
1.975,8,fire,3,fall,1.517588e-21,1.224233e-15,1.224234e-15,2.450917e-05,30
1.975,8,fire,4,rise,1.522115e-21,1.224234e-15,1.224235e-15,2.450919e-05,30
1.975,8,fire,4,write,1.557549e-20,1.225468e-14,1.225470e-14,2.450948e-05,2
1.975,8,fire,4,fall,1.964713e-21,1.224368e-15,1.224370e-15,2.451188e-05,30
1.975,8,fire,5,rise,1.988229e-20,1.224376e-14,1.224378e-14,2.451218e-05,30
1.975,8,fire,5,write,0.000000e+00,0.000000e+00,0.000000e+00,nan,1
1.975,8,fire,5,fall,2.444033e-20,1.224542e-14,1.224545e-14,2.451554e-05,30
1.975,8,fire,6,rise,2.472889e-21,1.224552e-15,1.224555e-15,2.451558e-05,30
1.975,8,fire,6,write,2.505379e-20,1.225788e-14,1.225791e-14,2.451595e-05,2
1.975,8,fire,6,fall,3.386106e-21,1.224765e-15,1.224768e-15,2.451984e-05,30
1.975,8,fire,7,rise,3.397119e-21,1.224767e-15,1.224771e-15,2.451989e-05,30
1.975,8,fire,7,write,0.000000e+00,0.000000e+00,0.000000e+00,nan,1
1.975,8,fire,7,fall,4.471649e-21,1.225048e-15,1.225053e-15,2.452552e-05,30
1.975,8,fire,8,rise,4.481987e-21,1.225051e-15,1.225056e-15,2.452559e-05,30
1.975,8,fire,8,write,0.000000e+00,0.000000e+00,0.000000e+00,nan,1
1.975,8,fire,8,fall,5.558938e-21,1.225400e-15,1.225406e-15,2.453257e-05,30
1.975,8,fire,9,rise,5.569804e-21,1.225404e-15,1.225410e-15,2.453265e-05,30
1.975,8,fire,9,write,0.000000e+00,0.000000e+00,0.000000e+00,nan,1
1.975,8,fire,9,fall,-2.578703e-16,5.432630e-16,2.853927e-16,2.928667e-08,30
1.975,8,burst_read,0,burst_read,0.000000e+00,0.000000e+00,0.000000e+00,nan,1
1.975,8,erase,0,rise,3.567462e-16,2.850675e-18,3.595969e-16,4.962143e-09,30
1.975,8,erase,0,hold,3.979395e-15,1.683197e-17,3.996227e-15,1.303457e-11,40
1.975,8,erase,0,fall,-1.615204e-15,3.307075e-19,-1.614873e-15,1.007892e-08,31
1.975,8,relax,0,hold,-5.439563e-17,-2.344532e-18,-5.674016e-17,-3.438489e-14,70
1.975,9,fire,1,rise,2.581713e-16,5.355327e-16,7.937040e-16,2.432459e-05,30
1.975,9,fire,1,write,0.000000e+00,0.000000e+00,0.000000e+00,nan,1
1.975,9,fire,1,fall,4.925158e-21,1.223980e-14,1.223980e-14,2.450413e-05,30
1.975,9,fire,2,rise,5.166525e-22,1.223982e-15,1.223982e-15,2.450414e-05,30
1.975,9,fire,2,write,0.000000e+00,0.000000e+00,0.000000e+00,nan,1
1.975,9,fire,2,fall,9.496457e-22,1.224037e-15,1.224038e-15,2.450526e-05,30
1.975,9,fire,3,rise,9.538280e-22,1.224038e-15,1.224039e-15,2.450527e-05,30
1.975,9,fire,3,write,nan,nan,nan,nan,0
1.975,9,fire,3,fall,1.364526e-21,1.224125e-15,1.224127e-15,2.450702e-05,30
1.975,9,fire,4,rise,1.368475e-21,1.224126e-15,1.224128e-15,2.450704e-05,30
1.975,9,fire,4,write,nan,nan,nan,nan,0
1.975,9,fire,4,fall,1.755037e-21,1.224243e-15,1.224245e-15,2.450939e-05,30
1.975,9,fire,5,rise,1.758785e-21,1.224245e-15,1.224246e-15,2.450941e-05,30
1.975,9,fire,5,write,nan,nan,nan,nan,0
1.975,9,fire,5,fall,2.175308e-21,1.224390e-15,1.224392e-15,2.451233e-05,30
1.975,9,fire,6,rise,2.180085e-21,1.224392e-15,1.224394e-15,2.451236e-05,30
1.975,9,fire,6,write,nan,nan,nan,nan,0
1.975,9,fire,6,fall,3.108596e-20,1.224586e-14,1.224589e-14,2.451646e-05,30
1.975,9,fire,7,rise,3.166397e-21,1.224598e-15,1.224601e-15,2.451650e-05,30
1.975,9,fire,7,write,nan,nan,nan,nan,0
1.975,9,fire,7,fall,4.200403e-21,1.224854e-15,1.224858e-15,2.452162e-05,30
1.975,9,fire,8,rise,4.210698e-21,1.224856e-15,1.224861e-15,2.452168e-05,30
1.975,9,fire,8,write,nan,nan,nan,nan,0
1.975,9,fire,8,fall,5.481336e-21,1.225185e-15,1.225191e-15,2.452827e-05,30
1.975,9,fire,9,rise,5.494648e-21,1.225189e-15,1.225194e-15,2.452834e-05,30
1.975,9,fire,9,write,nan,nan,nan,nan,0
1.975,9,fire,9,fall,-2.578088e-16,5.428070e-16,2.849982e-16,2.928585e-08,30
1.975,9,burst_read,0,burst_read,nan,nan,nan,nan,0
1.975,9,erase,0,rise,3.567342e-16,2.850596e-18,3.595848e-16,4.962062e-09,30
1.975,9,erase,0,hold,3.989514e-15,1.687384e-17,4.006387e-15,1.307058e-11,40
1.975,9,erase,0,fall,-1.629375e-15,3.788263e-19,-1.628996e-15,1.008055e-08,31
1.975,9,relax,0,hold,-5.451953e-17,-2.357910e-18,-5.687744e-17,-3.438525e-14,70
1.975,10,fire,1,rise,2.581560e-16,5.353253e-16,7.934814e-16,2.432288e-05,30
1.975,10,fire,1,write,nan,nan,nan,nan,0
1.975,10,fire,1,fall,4.428445e-22,1.223891e-15,1.223891e-15,2.450232e-05,30
1.975,10,fire,2,rise,4.469683e-22,1.223891e-15,1.223892e-15,2.450233e-05,30
1.975,10,fire,2,write,nan,nan,nan,nan,0
1.975,10,fire,2,fall,8.719450e-21,1.223943e-14,1.223943e-14,2.450342e-05,30
1.975,10,fire,3,rise,8.934975e-22,1.223946e-15,1.223947e-15,2.450343e-05,30
1.975,10,fire,3,write,nan,nan,nan,nan,0
1.975,10,fire,3,fall,1.278535e-21,1.224026e-15,1.224028e-15,2.450504e-05,30
1.975,10,fire,4,rise,1.282238e-21,1.224027e-15,1.224029e-15,2.450506e-05,30
1.975,10,fire,4,write,nan,nan,nan,nan,0
1.975,10,fire,4,fall,1.645044e-21,1.224135e-15,1.224137e-15,2.450722e-05,30
1.975,10,fire,5,rise,1.648571e-21,1.224136e-15,1.224138e-15,2.450724e-05,30
1.975,10,fire,5,write,nan,nan,nan,nan,0
1.975,10,fire,5,fall,2.044964e-21,1.224270e-15,1.224272e-15,2.450993e-05,30
1.975,10,fire,6,rise,2.049556e-21,1.224272e-15,1.224274e-15,2.450996e-05,30
1.975,10,fire,6,write,nan,nan,nan,nan,0
1.975,10,fire,6,fall,2.925327e-21,1.224444e-15,1.224447e-15,2.451342e-05,30
1.975,10,fire,7,rise,2.935718e-21,1.224446e-15,1.224449e-15,2.451346e-05,30
1.975,10,fire,7,write,nan,nan,nan,nan,0
1.975,10,fire,7,fall,4.001878e-20,1.224694e-14,1.224698e-14,2.451866e-05,30
1.975,10,fire,8,rise,4.057523e-21,1.224708e-15,1.224712e-15,2.451871e-05,30
1.975,10,fire,8,write,nan,nan,nan,nan,0
1.975,10,fire,8,fall,5.411941e-21,1.225025e-15,1.225030e-15,2.452506e-05,30
1.975,10,fire,9,rise,5.426466e-21,1.225029e-15,1.225034e-15,2.452513e-05,30
1.975,10,fire,9,write,nan,nan,nan,nan,0
1.975,10,fire,9,fall,-2.577631e-16,5.424352e-16,2.846722e-16,2.928512e-08,30
1.975,10,burst_read,0,burst_read,nan,nan,nan,nan,0
1.975,10,erase,0,rise,3.567243e-16,2.850512e-18,3.595748e-16,4.961985e-09,30
1.975,10,erase,0,hold,3.999808e-15,1.691660e-17,4.016725e-15,1.310402e-11,40
1.975,10,erase,0,fall,-1.629400e-15,3.788429e-19,-1.629021e-15,1.008043e-08,31
1.975,10,relax,0,hold,-5.464816e-17,-2.370876e-18,-5.701904e-17,-3.441147e-14,70
1.975,11,fire,1,rise,2.581463e-16,5.351891e-16,7.933355e-16,2.432174e-05,30
1.975,11,fire,1,write,nan,nan,nan,nan,0
1.975,11,fire,1,fall,4.413995e-22,1.223834e-15,1.223835e-15,2.450119e-05,30
1.975,11,fire,2,rise,4.455092e-22,1.223834e-15,1.223835e-15,2.450119e-05,30
1.975,11,fire,2,write,nan,nan,nan,nan,0
1.975,11,fire,2,fall,8.513633e-22,1.223883e-15,1.223884e-15,2.450217e-05,30
1.975,11,fire,3,rise,8.552869e-22,1.223884e-15,1.223884e-15,2.450218e-05,30
1.975,11,fire,3,write,nan,nan,nan,nan,0
1.975,11,fire,3,fall,1.257618e-20,1.223965e-14,1.223967e-14,2.450390e-05,30
1.975,11,fire,4,rise,1.277910e-21,1.223970e-15,1.223972e-15,2.450392e-05,30
1.975,11,fire,4,write,nan,nan,nan,nan,0
1.975,11,fire,4,fall,1.639493e-21,1.224078e-15,1.224080e-15,2.450608e-05,30
1.975,11,fire,5,rise,1.643013e-21,1.224079e-15,1.224081e-15,2.450610e-05,30
1.975,11,fire,5,write,nan,nan,nan,nan,0
1.975,11,fire,5,fall,2.039276e-21,1.224213e-15,1.224215e-15,2.450878e-05,30
1.975,11,fire,6,rise,2.043967e-21,1.224214e-15,1.224216e-15,2.450881e-05,30
1.975,11,fire,6,write,nan,nan,nan,nan,0
1.975,11,fire,6,fall,2.928322e-21,1.224387e-15,1.224390e-15,2.451227e-05,30
1.975,11,fire,7,rise,2.938704e-21,1.224389e-15,1.224392e-15,2.451231e-05,30
1.975,11,fire,7,write,nan,nan,nan,nan,0
1.975,11,fire,7,fall,3.960348e-21,1.224625e-15,1.224629e-15,2.451704e-05,30
1.975,11,fire,8,rise,3.970480e-21,1.224628e-15,1.224632e-15,2.451709e-05,30
1.975,11,fire,8,write,nan,nan,nan,nan,0
1.975,11,fire,8,fall,5.362050e-20,1.224953e-14,1.224958e-14,2.452394e-05,30
1.975,11,fire,9,rise,5.442161e-21,1.224973e-15,1.224978e-15,2.452402e-05,30
1.975,11,fire,9,write,nan,nan,nan,nan,0
1.975,11,fire,9,fall,-2.577478e-16,5.423039e-16,2.845561e-16,2.928477e-08,30
1.975,11,burst_read,0,burst_read,nan,nan,nan,nan,0
1.975,11,erase,0,rise,3.567199e-16,2.850477e-18,3.595704e-16,4.961952e-09,30
1.975,11,erase,0,hold,4.010348e-15,1.696036e-17,4.027308e-15,1.313833e-11,40
1.975,11,erase,0,fall,-1.629396e-15,3.788275e-19,-1.629017e-15,1.008035e-08,31
1.975,11,relax,0,hold,-5.475603e-17,-2.381670e-18,-5.713770e-17,-3.444912e-14,70
1.975,12,fire,1,rise,2.581347e-16,5.350314e-16,7.931661e-16,2.432041e-05,30
1.975,12,fire,1,write,nan,nan,nan,nan,0
1.975,12,fire,1,fall,4.457049e-22,1.223767e-15,1.223768e-15,2.449985e-05,30
1.975,12,fire,2,rise,4.498560e-22,1.223768e-15,1.223768e-15,2.449986e-05,30
1.975,12,fire,2,write,nan,nan,nan,nan,0
1.975,12,fire,2,fall,8.597795e-22,1.223817e-15,1.223818e-15,2.450084e-05,30
1.975,12,fire,3,rise,8.637422e-22,1.223817e-15,1.223818e-15,2.450085e-05,30
1.975,12,fire,3,write,nan,nan,nan,nan,0
1.975,12,fire,3,fall,1.253198e-21,1.223896e-15,1.223897e-15,2.450243e-05,30
1.975,12,fire,4,rise,1.273814e-20,1.223901e-14,1.223902e-14,2.450261e-05,30
1.975,12,fire,4,write,nan,nan,nan,nan,0
1.975,12,fire,4,fall,1.636264e-20,1.224007e-14,1.224009e-14,2.450476e-05,30
1.975,12,fire,5,rise,1.655755e-21,1.224013e-15,1.224015e-15,2.450479e-05,30
1.975,12,fire,5,write,nan,nan,nan,nan,0
1.975,12,fire,5,fall,2.055380e-21,1.224148e-15,1.224150e-15,2.450749e-05,30
1.975,12,fire,6,rise,2.060119e-21,1.224150e-15,1.224152e-15,2.450752e-05,30
1.975,12,fire,6,write,nan,nan,nan,nan,0
1.975,12,fire,6,fall,2.952369e-21,1.224324e-15,1.224327e-15,2.451101e-05,30
1.975,12,fire,7,rise,2.962788e-21,1.224326e-15,1.224329e-15,2.451105e-05,30
1.975,12,fire,7,write,nan,nan,nan,nan,0
1.975,12,fire,7,fall,3.984187e-21,1.224563e-15,1.224567e-15,2.451581e-05,30
1.975,12,fire,8,rise,3.994273e-21,1.224566e-15,1.224570e-15,2.451586e-05,30
1.975,12,fire,8,write,nan,nan,nan,nan,0
1.975,12,fire,8,fall,5.314799e-21,1.224877e-15,1.224882e-15,2.452210e-05,30
1.975,12,fire,9,rise,5.329363e-21,1.224881e-15,1.224886e-15,2.452217e-05,30
1.975,12,fire,9,write,nan,nan,nan,nan,0
1.975,12,fire,9,fall,-2.577240e-16,5.367025e-15,5.109301e-15,2.928180e-09,30
1.975,12,burst_read,0,burst_read,nan,nan,nan,nan,0
1.975,12,erase,0,rise,3.567168e-16,2.850454e-18,3.595672e-16,4.961935e-09,30
1.975,12,erase,0,hold,4.019927e-15,1.700016e-17,4.036927e-15,1.316677e-11,40
1.975,12,erase,0,fall,-1.615288e-15,3.307802e-19,-1.614957e-15,1.007868e-08,31
1.975,12,relax,0,hold,-5.482427e-17,-2.389297e-18,-5.721356e-17,-3.462767e-14,70
1.975,13,fire,1,rise,2.581408e-16,5.350629e-16,7.932037e-16,2.432087e-05,30
1.975,13,fire,1,write,nan,nan,nan,nan,0
1.975,13,fire,1,fall,5.729110e-22,1.223797e-15,1.223797e-15,2.450044e-05,30
1.975,13,fire,2,rise,5.782622e-22,1.223797e-15,1.223798e-15,2.450045e-05,30
1.975,13,fire,2,write,nan,nan,nan,nan,0
1.975,13,fire,2,fall,1.105866e-21,1.223864e-15,1.223865e-15,2.450179e-05,30
1.975,13,fire,3,rise,1.110958e-21,1.223865e-15,1.223866e-15,2.450181e-05,30
1.975,13,fire,3,write,nan,nan,nan,nan,0
1.975,13,fire,3,fall,1.610663e-21,1.223971e-15,1.223973e-15,2.450395e-05,30
1.975,13,fire,4,rise,1.615464e-21,1.223973e-15,1.223974e-15,2.450397e-05,30
1.975,13,fire,4,write,nan,nan,nan,nan,0
1.975,13,fire,4,fall,2.084666e-21,1.224117e-15,1.224119e-15,2.450686e-05,30
1.975,13,fire,5,rise,2.089188e-21,1.224119e-15,1.224121e-15,2.450689e-05,30
1.975,13,fire,5,write,nan,nan,nan,nan,0
1.975,13,fire,5,fall,2.599825e-20,1.224307e-14,1.224310e-14,2.451085e-05,30
1.975,13,fire,6,rise,2.630367e-21,1.224318e-15,1.224321e-15,2.451089e-05,30
1.975,13,fire,6,write,nan,nan,nan,nan,0
1.975,13,fire,6,fall,3.618469e-21,1.224549e-15,1.224552e-15,2.451552e-05,30
1.975,13,fire,7,rise,3.629687e-21,1.224551e-15,1.224555e-15,2.451557e-05,30
1.975,13,fire,7,write,nan,nan,nan,nan,0
1.975,13,fire,7,fall,4.723978e-21,1.224853e-15,1.224858e-15,2.452162e-05,30
1.975,13,fire,8,rise,4.734485e-21,1.224857e-15,1.224862e-15,2.452169e-05,30
1.975,13,fire,8,write,nan,nan,nan,nan,0
1.975,13,fire,8,fall,5.755818e-21,1.225226e-15,1.225232e-15,2.452910e-05,30
1.975,13,fire,9,rise,5.765531e-21,1.225230e-15,1.225236e-15,2.452917e-05,30
1.975,13,fire,9,write,nan,nan,nan,nan,0
1.975,13,fire,9,fall,-2.578240e-16,5.428361e-16,2.850121e-16,2.928590e-08,30
1.975,13,burst_read,0,burst_read,nan,nan,nan,nan,0
1.975,13,erase,0,rise,3.567351e-16,2.850591e-18,3.595857e-16,4.962068e-09,30
1.975,13,erase,0,hold,4.031486e-15,1.704824e-17,4.048534e-15,1.320768e-11,40
1.975,13,erase,0,fall,-1.629358e-15,3.786061e-19,-1.628979e-15,1.007896e-08,31
1.975,13,relax,0,hold,-5.493745e-17,-2.399148e-18,-5.733660e-17,-3.450865e-14,70
1.975,14,fire,1,rise,2.581149e-16,5.347662e-16,7.928812e-16,2.431807e-05,30
1.975,14,fire,1,write,nan,nan,nan,nan,0
1.975,14,fire,1,fall,4.466726e-22,1.223651e-15,1.223651e-15,2.449751e-05,30
1.975,14,fire,2,rise,4.508329e-22,1.223651e-15,1.223651e-15,2.449752e-05,30
1.975,14,fire,2,write,nan,nan,nan,nan,0
1.975,14,fire,2,fall,8.616475e-22,1.223700e-15,1.223701e-15,2.449851e-05,30
1.975,14,fire,3,rise,8.656188e-22,1.223701e-15,1.223702e-15,2.449852e-05,30
1.975,14,fire,3,write,nan,nan,nan,nan,0
1.975,14,fire,3,fall,1.255897e-21,1.223779e-15,1.223781e-15,2.450010e-05,30
1.975,14,fire,4,rise,1.259652e-21,1.223780e-15,1.223782e-15,2.450012e-05,30
1.975,14,fire,4,write,nan,nan,nan,nan,0
1.975,14,fire,4,fall,1.627232e-21,1.223887e-15,1.223889e-15,2.450225e-05,30
1.975,14,fire,5,rise,1.630793e-21,1.223888e-15,1.223890e-15,2.450228e-05,30
1.975,14,fire,5,write,nan,nan,nan,nan,0
1.975,14,fire,5,fall,2.023735e-21,1.224021e-15,1.224023e-15,2.450494e-05,30
1.975,14,fire,6,rise,2.028360e-21,1.224023e-15,1.224025e-15,2.450497e-05,30
1.975,14,fire,6,write,nan,nan,nan,nan,0
1.975,14,fire,6,fall,2.890265e-21,1.224194e-15,1.224196e-15,2.450840e-05,30
1.975,14,fire,7,rise,2.900750e-21,1.224196e-15,1.224198e-15,2.450844e-05,30
1.975,14,fire,7,write,nan,nan,nan,nan,0
1.975,14,fire,7,fall,3.926718e-21,1.224430e-15,1.224434e-15,2.451314e-05,30
1.975,14,fire,8,rise,3.936697e-21,1.224432e-15,1.224436e-15,2.451319e-05,30
1.975,14,fire,8,write,nan,nan,nan,nan,0
1.975,14,fire,8,fall,5.237673e-21,1.224739e-15,1.224744e-15,2.451933e-05,30
1.975,14,fire,9,rise,5.252289e-21,1.224742e-15,1.224748e-15,2.451940e-05,30
1.975,14,fire,9,write,nan,nan,nan,nan,0
1.975,14,fire,9,fall,-2.576789e-16,5.417116e-16,2.840327e-16,2.928371e-08,30
1.975,14,burst_read,0,burst_read,nan,nan,nan,nan,0
1.975,14,erase,0,rise,3.543105e-16,2.836810e-18,3.571473e-16,4.900335e-08,30
