v_node,cycle,phase,pulse,segment,E_gate_J,E_drain_J,E_total_J,last_drain_ID_A,n_samples
2.000,7,fire,4,rise,1.283446e-21,1.229375e-15,1.229377e-15,2.461213e-05,30
2.000,7,fire,4,write,2.710807e-20,2.461246e-14,2.461249e-14,2.461265e-05,3
2.000,7,fire,4,fall,1.675391e-20,1.229485e-14,1.229486e-14,2.461443e-05,30
2.000,7,fire,5,rise,1.695395e-21,1.229491e-15,1.229493e-15,2.461445e-05,30
2.000,7,fire,5,write,3.523350e-20,2.461486e-14,2.461490e-14,2.461511e-05,3
2.000,7,fire,5,fall,2.115101e-21,1.229624e-15,1.229626e-15,2.461711e-05,30
2.000,7,fire,6,rise,2.120200e-21,1.229625e-15,1.229627e-15,2.461714e-05,30
2.000,7,fire,6,write,4.416579e-20,2.461758e-14,2.461763e-14,2.461789e-05,3
2.000,7,fire,6,fall,3.077824e-21,1.229799e-15,1.229802e-15,2.462062e-05,30
2.000,7,fire,7,rise,3.088542e-21,1.229801e-15,1.229804e-15,2.462066e-05,30
2.000,7,fire,7,write,6.471422e-20,2.462120e-14,2.462126e-14,2.462163e-05,3
2.000,7,fire,7,fall,4.150453e-21,1.230038e-15,1.230042e-15,2.462541e-05,30
2.000,7,fire,8,rise,4.161026e-21,1.230040e-15,1.230045e-15,2.462546e-05,30
2.000,7,fire,8,write,8.577738e-20,2.462606e-14,2.462614e-14,2.462661e-05,3
2.000,7,fire,8,fall,5.605280e-21,1.230355e-15,1.230361e-15,2.463178e-05,30
2.000,7,fire,9,rise,5.620406e-21,1.230359e-15,1.230365e-15,2.463185e-05,30
2.000,7,fire,9,write,5.844387e-20,1.231645e-14,1.231651e-14,2.463328e-05,2
2.000,7,fire,9,fall,-2.650188e-16,5.443340e-15,5.178322e-15,2.957905e-09,30
2.000,7,burst_read,0,burst_read,-4.838847e-21,-2.400032e-22,-5.078850e-21,-3.190196e-13,4
2.000,7,erase,0,rise,3.567382e-16,2.850620e-18,3.595888e-16,4.962081e-09,30
2.000,7,erase,0,hold,3.967680e-15,1.678319e-17,3.984463e-15,1.300580e-11,40
2.000,7,erase,0,fall,-1.615045e-15,3.312351e-19,-1.614714e-15,1.008433e-08,31
2.000,7,relax,0,hold,-5.416141e-17,-2.327084e-18,-5.648849e-17,-3.435298e-14,70
2.000,8,fire,1,rise,2.653238e-16,5.424145e-16,8.077383e-16,2.442832e-05,30
2.000,8,fire,1,write,8.964766e-22,1.230465e-14,1.230466e-14,2.460932e-05,2
2.000,8,fire,1,fall,5.324331e-22,1.229255e-15,1.229256e-15,2.460972e-05,30
2.000,8,fire,2,rise,5.374107e-22,1.229256e-15,1.229256e-15,2.460973e-05,30
2.000,8,fire,2,write,5.950794e-21,1.230491e-14,1.230492e-14,2.460987e-05,2
2.000,8,fire,2,fall,1.028764e-21,1.229314e-15,1.229315e-15,2.461089e-05,30
2.000,8,fire,3,rise,1.033512e-21,1.229314e-15,1.229315e-15,2.461091e-05,30
2.000,8,fire,3,write,1.079630e-20,1.230552e-14,1.230553e-14,2.461112e-05,2
2.000,8,fire,3,fall,1.499938e-21,1.229407e-15,1.229409e-15,2.461277e-05,30
2.000,8,fire,4,rise,1.504423e-21,1.229408e-15,1.229410e-15,2.461279e-05,30
2.000,8,fire,4,write,1.539530e-20,1.230647e-14,1.230649e-14,2.461305e-05,2
2.000,8,fire,4,fall,1.943499e-21,1.229534e-15,1.229536e-15,2.461530e-05,30
2.000,8,fire,5,rise,1.966934e-20,1.229541e-14,1.229543e-14,2.461558e-05,30
2.000,8,fire,5,write,0.000000e+00,0.000000e+00,0.000000e+00,nan,1
2.000,8,fire,5,fall,2.433543e-20,1.229698e-14,1.229700e-14,2.461875e-05,30
2.000,8,fire,6,rise,2.464133e-21,1.229707e-15,1.229710e-15,2.461878e-05,30
2.000,8,fire,6,write,2.498756e-20,1.230948e-14,1.230950e-14,2.461913e-05,2
2.000,8,fire,6,fall,3.472787e-21,1.229912e-15,1.229915e-15,2.462288e-05,30
2.000,8,fire,7,rise,3.484015e-21,1.229914e-15,1.229918e-15,2.462293e-05,30
2.000,8,fire,7,write,0.000000e+00,0.000000e+00,0.000000e+00,nan,1
2.000,8,fire,7,fall,4.583502e-21,1.230186e-15,1.230191e-15,2.462839e-05,30
2.000,8,fire,8,rise,4.594029e-21,1.230189e-15,1.230194e-15,2.462845e-05,30
2.000,8,fire,8,write,0.000000e+00,0.000000e+00,0.000000e+00,nan,1
2.000,8,fire,8,fall,5.824424e-21,1.230533e-15,1.230539e-15,2.463534e-05,30
2.000,8,fire,9,rise,5.836958e-21,1.230537e-15,1.230543e-15,2.463542e-05,30
2.000,8,fire,9,write,0.000000e+00,0.000000e+00,0.000000e+00,nan,1
2.000,8,fire,9,fall,-2.650654e-16,5.501421e-16,2.850768e-16,2.958339e-08,30
2.000,8,burst_read,0,burst_read,0.000000e+00,0.000000e+00,0.000000e+00,nan,1
2.000,8,erase,0,rise,3.567555e-16,2.850757e-18,3.596062e-16,4.962219e-09,30
2.000,8,erase,0,hold,3.978279e-15,1.682726e-17,3.995106e-15,1.304185e-11,40
2.000,8,erase,0,fall,-1.614997e-15,3.311535e-19,-1.614665e-15,1.008410e-08,31
2.000,8,relax,0,hold,-5.433563e-17,-2.345091e-18,-5.668072e-17,-3.443306e-14,70
2.000,9,fire,1,rise,2.653157e-16,5.423123e-16,8.076280e-16,2.442747e-05,30
2.000,9,fire,1,write,0.000000e+00,0.000000e+00,0.000000e+00,nan,1
2.000,9,fire,1,fall,5.471429e-21,1.229215e-14,1.229215e-14,2.460895e-05,30
2.000,9,fire,2,rise,5.739907e-22,1.229217e-15,1.229218e-15,2.460896e-05,30
2.000,9,fire,2,write,0.000000e+00,0.000000e+00,0.000000e+00,nan,1
2.000,9,fire,2,fall,1.055542e-21,1.229278e-15,1.229279e-15,2.461017e-05,30
2.000,9,fire,3,rise,1.060192e-21,1.229279e-15,1.229280e-15,2.461019e-05,30
2.000,9,fire,3,write,nan,nan,nan,nan,0
2.000,9,fire,3,fall,1.516783e-21,1.229374e-15,1.229375e-15,2.461210e-05,30
2.000,9,fire,4,rise,1.521172e-21,1.229375e-15,1.229376e-15,2.461212e-05,30
2.000,9,fire,4,write,nan,nan,nan,nan,0
2.000,9,fire,4,fall,1.951124e-21,1.229502e-15,1.229504e-15,2.461467e-05,30
2.000,9,fire,5,rise,1.955308e-21,1.229504e-15,1.229506e-15,2.461470e-05,30
2.000,9,fire,5,write,nan,nan,nan,nan,0
2.000,9,fire,5,fall,2.427581e-21,1.229662e-15,1.229665e-15,2.461788e-05,30
2.000,9,fire,6,rise,2.433176e-21,1.229664e-15,1.229666e-15,2.461791e-05,30
2.000,9,fire,6,write,nan,nan,nan,nan,0
2.000,9,fire,6,fall,3.498558e-20,1.229879e-14,1.229882e-14,2.462244e-05,30
2.000,9,fire,7,rise,3.559547e-21,1.229892e-15,1.229895e-15,2.462248e-05,30
2.000,9,fire,7,write,nan,nan,nan,nan,0
2.000,9,fire,7,fall,4.655278e-21,1.230170e-15,1.230174e-15,2.462805e-05,30
2.000,9,fire,8,rise,4.666254e-21,1.230173e-15,1.230177e-15,2.462812e-05,30
2.000,9,fire,8,write,nan,nan,nan,nan,0
2.000,9,fire,8,fall,5.954017e-21,1.230526e-15,1.230532e-15,2.463520e-05,30
2.000,9,fire,9,rise,5.966517e-21,1.230530e-15,1.230536e-15,2.463528e-05,30
2.000,9,fire,9,write,nan,nan,nan,nan,0
2.000,9,fire,9,fall,-2.650729e-16,5.501964e-16,2.851235e-16,2.958234e-08,30
2.000,9,burst_read,0,burst_read,nan,nan,nan,nan,0
2.000,9,erase,0,rise,3.567411e-16,2.850657e-18,3.595917e-16,4.962115e-09,30
2.000,9,erase,0,hold,3.987730e-15,1.686634e-17,4.004596e-15,1.307889e-11,40
2.000,9,erase,0,fall,-1.614928e-15,3.313189e-19,-1.614596e-15,1.008622e-08,31
2.000,9,relax,0,hold,-5.444541e-17,-2.357771e-18,-5.680318e-17,-3.435611e-14,70
2.000,10,fire,1,rise,2.652942e-16,5.420344e-16,8.073286e-16,2.442510e-05,30
2.000,10,fire,1,write,nan,nan,nan,nan,0
2.000,10,fire,1,fall,4.551151e-22,1.229091e-15,1.229091e-15,2.460643e-05,30
2.000,10,fire,2,rise,4.593580e-22,1.229091e-15,1.229092e-15,2.460643e-05,30
2.000,10,fire,2,write,nan,nan,nan,nan,0
2.000,10,fire,2,fall,8.968100e-21,1.229142e-14,1.229143e-14,2.460751e-05,30
2.000,10,fire,3,rise,9.190054e-22,1.229146e-15,1.229146e-15,2.460753e-05,30
2.000,10,fire,3,write,nan,nan,nan,nan,0
2.000,10,fire,3,fall,1.315683e-21,1.229225e-15,1.229226e-15,2.460912e-05,30
2.000,10,fire,4,rise,1.319500e-21,1.229226e-15,1.229227e-15,2.460914e-05,30
2.000,10,fire,4,write,nan,nan,nan,nan,0
2.000,10,fire,4,fall,1.693971e-21,1.229332e-15,1.229334e-15,2.461127e-05,30
2.000,10,fire,5,rise,1.697627e-21,1.229334e-15,1.229335e-15,2.461130e-05,30
2.000,10,fire,5,write,nan,nan,nan,nan,0
2.000,10,fire,5,fall,2.121392e-21,1.229467e-15,1.229469e-15,2.461396e-05,30
2.000,10,fire,6,rise,2.126624e-21,1.229468e-15,1.229470e-15,2.461399e-05,30
2.000,10,fire,6,write,nan,nan,nan,nan,0
2.000,10,fire,6,fall,3.109964e-21,1.229643e-15,1.229646e-15,2.461749e-05,30
2.000,10,fire,7,rise,3.120688e-21,1.229645e-15,1.229648e-15,2.461754e-05,30
2.000,10,fire,7,write,nan,nan,nan,nan,0
2.000,10,fire,7,fall,4.230438e-20,1.229896e-14,1.229900e-14,2.462281e-05,30
2.000,10,fire,8,rise,4.288844e-21,1.229911e-15,1.229915e-15,2.462287e-05,30
2.000,10,fire,8,write,nan,nan,nan,nan,0
2.000,10,fire,8,fall,5.794431e-21,1.230239e-15,1.230244e-15,2.462944e-05,30
2.000,10,fire,9,rise,5.809418e-21,1.230242e-15,1.230248e-15,2.462951e-05,30
2.000,10,fire,9,write,nan,nan,nan,nan,0
2.000,10,fire,9,fall,-2.649837e-16,5.495118e-16,2.845282e-16,2.958150e-08,30
2.000,10,burst_read,0,burst_read,nan,nan,nan,nan,0
2.000,10,erase,0,rise,3.567305e-16,2.850563e-18,3.595810e-16,4.962029e-09,30
2.000,10,erase,0,hold,3.998605e-15,1.691155e-17,4.015517e-15,1.311192e-11,40
2.000,10,erase,0,fall,-1.629194e-15,3.793343e-19,-1.628814e-15,1.008582e-08,31
2.000,10,relax,0,hold,-5.457603e-17,-2.370516e-18,-5.694655e-17,-3.438255e-14,70
2.000,11,fire,1,rise,2.652854e-16,5.419122e-16,8.071976e-16,2.442412e-05,30
2.000,11,fire,1,write,nan,nan,nan,nan,0
2.000,11,fire,1,fall,4.567798e-22,1.229042e-15,1.229043e-15,2.460545e-05,30
2.000,11,fire,2,rise,4.610384e-22,1.229043e-15,1.229043e-15,2.460546e-05,30
2.000,11,fire,2,write,nan,nan,nan,nan,0
2.000,11,fire,2,fall,8.817682e-22,1.229091e-15,1.229092e-15,2.460643e-05,30
2.000,11,fire,3,rise,8.858372e-22,1.229091e-15,1.229092e-15,2.460644e-05,30
2.000,11,fire,3,write,nan,nan,nan,nan,0
2.000,11,fire,3,fall,1.303232e-20,1.229173e-14,1.229174e-14,2.460816e-05,30
2.000,11,fire,4,rise,1.324292e-21,1.229178e-15,1.229179e-15,2.460818e-05,30
2.000,11,fire,4,write,nan,nan,nan,nan,0
2.000,11,fire,4,fall,1.700107e-21,1.229285e-15,1.229287e-15,2.461032e-05,30
2.000,11,fire,5,rise,1.703775e-21,1.229286e-15,1.229288e-15,2.461035e-05,30
2.000,11,fire,5,write,nan,nan,nan,nan,0
2.000,11,fire,5,fall,2.130195e-21,1.229420e-15,1.229422e-15,2.461303e-05,30
2.000,11,fire,6,rise,2.135461e-21,1.229421e-15,1.229424e-15,2.461306e-05,30
2.000,11,fire,6,write,nan,nan,nan,nan,0
2.000,11,fire,6,fall,3.128961e-21,1.229598e-15,1.229601e-15,2.461659e-05,30
2.000,11,fire,7,rise,3.139696e-21,1.229600e-15,1.229603e-15,2.461663e-05,30
2.000,11,fire,7,write,nan,nan,nan,nan,0
2.000,11,fire,7,fall,4.202979e-21,1.229840e-15,1.229845e-15,2.462146e-05,30
2.000,11,fire,8,rise,4.213539e-21,1.229843e-15,1.229847e-15,2.462151e-05,30
2.000,11,fire,8,write,nan,nan,nan,nan,0
2.000,11,fire,8,fall,5.748874e-20,1.230180e-14,1.230186e-14,2.462861e-05,30
2.000,11,fire,9,rise,5.831030e-21,1.230201e-15,1.230207e-15,2.462868e-05,30
2.000,11,fire,9,write,nan,nan,nan,nan,0
2.000,11,fire,9,fall,-2.649721e-16,5.494099e-16,2.844377e-16,2.958138e-08,30
2.000,11,burst_read,0,burst_read,nan,nan,nan,nan,0
2.000,11,erase,0,rise,3.567275e-16,2.850551e-18,3.595781e-16,4.962019e-09,30
2.000,11,erase,0,hold,4.009139e-15,1.695524e-17,4.026095e-15,1.314634e-11,40
2.000,11,erase,0,fall,-1.614953e-15,3.312874e-19,-1.614622e-15,1.008574e-08,31
2.000,11,relax,0,hold,-5.468009e-17,-2.380817e-18,-5.706091e-17,-3.442338e-14,70
2.000,12,fire,1,rise,2.652730e-16,5.417474e-16,8.070204e-16,2.442275e-05,30
2.000,12,fire,1,write,nan,nan,nan,nan,0
2.000,12,fire,1,fall,4.593881e-22,1.228974e-15,1.228974e-15,2.460408e-05,30
2.000,12,fire,2,rise,4.636724e-22,1.228974e-15,1.228974e-15,2.460409e-05,30
2.000,12,fire,2,write,nan,nan,nan,nan,0
2.000,12,fire,2,fall,8.869439e-22,1.229022e-15,1.229023e-15,2.460506e-05,30
2.000,12,fire,3,rise,8.910375e-22,1.229023e-15,1.229024e-15,2.460507e-05,30
2.000,12,fire,3,write,nan,nan,nan,nan,0
2.000,12,fire,3,fall,1.293507e-21,1.229101e-15,1.229102e-15,2.460663e-05,30
2.000,12,fire,4,rise,1.314819e-20,1.229106e-14,1.229107e-14,2.460682e-05,30
2.000,12,fire,4,write,nan,nan,nan,nan,0
2.000,12,fire,4,fall,1.690019e-20,1.229211e-14,1.229213e-14,2.460895e-05,30
2.000,12,fire,5,rise,1.710269e-21,1.229218e-15,1.229219e-15,2.460897e-05,30
2.000,12,fire,5,write,nan,nan,nan,nan,0
2.000,12,fire,5,fall,2.138946e-21,1.229351e-15,1.229354e-15,2.461166e-05,30
2.000,12,fire,6,rise,2.144237e-21,1.229353e-15,1.229355e-15,2.461168e-05,30
2.000,12,fire,6,write,nan,nan,nan,nan,0
2.000,12,fire,6,fall,3.144742e-21,1.229530e-15,1.229533e-15,2.461523e-05,30
2.000,12,fire,7,rise,3.155505e-21,1.229532e-15,1.229535e-15,2.461527e-05,30
2.000,12,fire,7,write,nan,nan,nan,nan,0
2.000,12,fire,7,fall,4.216992e-21,1.229773e-15,1.229777e-15,2.462011e-05,30
2.000,12,fire,8,rise,4.227502e-21,1.229776e-15,1.229780e-15,2.462017e-05,30
2.000,12,fire,8,write,nan,nan,nan,nan,0
2.000,12,fire,8,fall,5.694074e-21,1.230097e-15,1.230103e-15,2.462661e-05,30
2.000,12,fire,9,rise,5.709084e-21,1.230101e-15,1.230107e-15,2.462668e-05,30
2.000,12,fire,9,write,nan,nan,nan,nan,0
2.000,12,fire,9,fall,-2.649442e-16,5.437036e-15,5.172092e-15,2.957807e-09,30
2.000,12,burst_read,0,burst_read,nan,nan,nan,nan,0
2.000,12,erase,0,rise,3.567244e-16,2.850508e-18,3.595749e-16,4.961982e-09,30
2.000,12,erase,0,hold,4.019230e-15,1.699725e-17,4.036227e-15,1.317510e-11,40
2.000,12,erase,0,fall,-1.615044e-15,3.311731e-19,-1.614713e-15,1.008391e-08,31
2.000,12,relax,0,hold,-5.474956e-17,-2.388669e-18,-5.713823e-17,-3.461507e-14,70
2.000,13,fire,1,rise,2.652808e-16,5.417990e-16,8.070798e-16,2.442338e-05,30
2.000,13,fire,1,write,nan,nan,nan,nan,0
2.000,13,fire,1,fall,6.051815e-22,1.229013e-15,1.229013e-15,2.460486e-05,30
2.000,13,fire,2,rise,6.108417e-22,1.229013e-15,1.229014e-15,2.460487e-05,30
2.000,13,fire,2,write,nan,nan,nan,nan,0
2.000,13,fire,2,fall,1.169064e-21,1.229081e-15,1.229082e-15,2.460623e-05,30
2.000,13,fire,3,rise,1.174453e-21,1.229082e-15,1.229083e-15,2.460625e-05,30
2.000,13,fire,3,write,nan,nan,nan,nan,0
2.000,13,fire,3,fall,1.703406e-21,1.229191e-15,1.229192e-15,2.460843e-05,30
2.000,13,fire,4,rise,1.708488e-21,1.229192e-15,1.229194e-15,2.460846e-05,30
2.000,13,fire,4,write,nan,nan,nan,nan,0
2.000,13,fire,4,fall,2.205648e-21,1.229339e-15,1.229341e-15,2.461141e-05,30
2.000,13,fire,5,rise,2.210453e-21,1.229341e-15,1.229343e-15,2.461144e-05,30
2.000,13,fire,5,write,nan,nan,nan,nan,0
2.000,13,fire,5,fall,2.763783e-20,1.229533e-14,1.229536e-14,2.461549e-05,30
2.000,13,fire,6,rise,2.798142e-21,1.229545e-15,1.229547e-15,2.461553e-05,30
2.000,13,fire,6,write,nan,nan,nan,nan,0
2.000,13,fire,6,fall,3.906515e-21,1.229784e-15,1.229788e-15,2.462033e-05,30
2.000,13,fire,7,rise,3.918195e-21,1.229787e-15,1.229791e-15,2.462038e-05,30
2.000,13,fire,7,write,nan,nan,nan,nan,0
2.000,13,fire,7,fall,5.058303e-21,1.230099e-15,1.230104e-15,2.462664e-05,30
2.000,13,fire,8,rise,5.069207e-21,1.230102e-15,1.230107e-15,2.462671e-05,30
2.000,13,fire,8,write,nan,nan,nan,nan,0
2.000,13,fire,8,fall,6.134299e-21,1.230482e-15,1.230489e-15,2.463432e-05,30
2.000,13,fire,9,rise,6.144395e-21,1.230487e-15,1.230493e-15,2.463441e-05,30
2.000,13,fire,9,write,nan,nan,nan,nan,0
2.000,13,fire,9,fall,-2.650592e-16,5.500130e-16,2.849538e-16,2.958262e-08,30
2.000,13,burst_read,0,burst_read,nan,nan,nan,nan,0
2.000,13,erase,0,rise,3.567437e-16,2.850672e-18,3.595944e-16,4.962142e-09,30
2.000,13,erase,0,hold,4.030258e-15,1.704304e-17,4.047301e-15,1.321589e-11,40
2.000,13,erase,0,fall,-1.614905e-15,3.310536e-19,-1.614574e-15,1.008438e-08,31
2.000,13,relax,0,hold,-5.485579e-17,-2.397240e-18,-5.725303e-17,-3.448386e-14,70
2.000,14,fire,1,rise,2.652532e-16,5.414816e-16,8.067348e-16,2.442045e-05,30
2.000,14,fire,1,write,nan,nan,nan,nan,0
2.000,14,fire,1,fall,4.620442e-22,1.228859e-15,1.228859e-15,2.460178e-05,30
2.000,14,fire,2,rise,4.663540e-22,1.228859e-15,1.228860e-15,2.460179e-05,30
2.000,14,fire,2,write,nan,nan,nan,nan,0
2.000,14,fire,2,fall,8.921344e-22,1.228908e-15,1.228909e-15,2.460277e-05,30
2.000,14,fire,3,rise,8.962521e-22,1.228909e-15,1.228910e-15,2.460278e-05,30
2.000,14,fire,3,write,nan,nan,nan,nan,0
2.000,14,fire,3,fall,1.301076e-21,1.228987e-15,1.228988e-15,2.460435e-05,30
2.000,14,fire,4,rise,1.304973e-21,1.228988e-15,1.228989e-15,2.460437e-05,30
2.000,14,fire,4,write,nan,nan,nan,nan,0
2.000,14,fire,4,fall,1.686847e-21,1.229094e-15,1.229096e-15,2.460649e-05,30
2.000,14,fire,5,rise,1.690555e-21,1.229095e-15,1.229097e-15,2.460652e-05,30
2.000,14,fire,5,write,nan,nan,nan,nan,0
2.000,14,fire,5,fall,2.110980e-21,1.229228e-15,1.229230e-15,2.460918e-05,30
2.000,14,fire,6,rise,2.116156e-21,1.229229e-15,1.229231e-15,2.460921e-05,30
2.000,14,fire,6,write,nan,nan,nan,nan,0
2.000,14,fire,6,fall,3.088881e-21,1.229403e-15,1.229406e-15,2.461269e-05,30
2.000,14,fire,7,rise,3.099724e-21,1.229405e-15,1.229408e-15,2.461274e-05,30
2.000,14,fire,7,write,nan,nan,nan,nan,0
2.000,14,fire,7,fall,4.162665e-21,1.229644e-15,1.229648e-15,2.461752e-05,30
2.000,14,fire,8,rise,4.173177e-21,1.229646e-15,1.229650e-15,2.461757e-05,30
2.000,14,fire,8,write,nan,nan,nan,nan,0
2.000,14,fire,8,fall,5.617125e-21,1.229963e-15,1.229969e-15,2.462392e-05,30
2.000,14,fire,9,rise,5.632157e-21,1.229967e-15,1.229972e-15,2.462399e-05,30
2.000,14,fire,9,write,nan,nan,nan,nan,0
2.000,14,fire,9,fall,-2.648996e-16,5.487954e-16,2.838958e-16,2.958022e-08,30
2.000,14,burst_read,0,burst_read,nan,nan,nan,nan,0
2.000,14,erase,0,rise,3.543198e-16,2.836883e-18,3.571566e-16,4.900405e-08,30
2.000,14,erase,0,hold,4.046414e-15,1.711011e-17,4.063524e-15,1.325789e-11,40
2.000,14,erase,0,fall,-1.575021e-15,8.593910e-20,-1.574935e-15,8.915087e-08,31
2.000,14,relax,0,hold,-5.497411e-17,-2.406395e-18,-5.738051e-17,-3.471651e-14,70
2.000,15,fire,1,rise,2.652461e-16,5.413387e-16,8.065848e-16,2.441950e-05,30
2.000,15,fire,1,write,nan,nan,nan,nan,0
2.000,15,fire,1,fall,6.018837e-22,1.228818e-15,1.228819e-15,2.460096e-05,30
2.000,15,fire,2,rise,6.075135e-22,1.228818e-15,1.228819e-15,2.460097e-05,30
2.000,15,fire,2,write,nan,nan,nan,nan,0
2.000,15,fire,2,fall,1.162764e-21,1.228886e-15,1.228887e-15,2.460233e-05,30
2.000,15,fire,3,rise,1.168125e-21,1.228887e-15,1.228888e-15,2.460234e-05,30
2.000,15,fire,3,write,nan,nan,nan,nan,0
2.000,15,fire,3,fall,1.694301e-21,1.228995e-15,1.228996e-15,2.460451e-05,30
2.000,15,fire,4,rise,1.699357e-21,1.228996e-15,1.228998e-15,2.460454e-05,30
2.000,15,fire,4,write,nan,nan,nan,nan,0
2.000,15,fire,4,fall,2.194000e-21,1.229142e-15,1.229144e-15,2.460746e-05,30
2.000,15,fire,5,rise,2.198785e-21,1.229144e-15,1.229146e-15,2.460750e-05,30
2.000,15,fire,5,write,nan,nan,nan,nan,0
2.000,15,fire,5,fall,2.725560e-21,1.229326e-15,1.229329e-15,2.461115e-05,30
2.000,15,fire,6,rise,2.731720e-21,1.229328e-15,1.229331e-15,2.461119e-05,30
2.000,15,fire,6,write,nan,nan,nan,nan,0
2.000,15,fire,6,fall,3.816968e-21,1.229561e-15,1.229565e-15,2.461587e-05,30
2.000,15,fire,7,rise,3.828709e-21,1.229564e-15,1.229568e-15,2.461592e-05,30
2.000,15,fire,7,write,nan,nan,nan,nan,0
2.000,15,fire,7,fall,4.970098e-21,1.229870e-15,1.229875e-15,2.462205e-05,30
2.000,15,fire,8,rise,4.980993e-21,1.229873e-15,1.229878e-15,2.462212e-05,30
2.000,15,fire,8,write,nan,nan,nan,nan,0
2.000,15,fire,8,fall,6.055372e-21,1.230248e-15,1.230254e-15,2.462962e-05,30
2.000,15,fire,9,rise,6.065633e-21,1.230252e-15,1.230258e-15,2.462970e-05,30
2.000,15,fire,9,write,nan,nan,nan,nan,0
2.000,15,fire,9,fall,-2.649889e-16,5.494249e-16,2.844360e-16,2.958140e-08,30
2.000,15,burst_read,0,burst_read,nan,nan,nan,nan,0
2.000,15,erase,0,rise,3.805356e-16,2.985177e-18,3.835208e-16,5.573931e-10,30
2.000,15,erase,0,hold,4.028320e-15,1.703507e-17,4.045355e-15,1.320273e-11,40
2.000,15,erase,0,fall,-1.592883e-15,1.357659e-19,-1.592747e-15,8.902820e-08,31
2.000,15,relax,0,hold,-5.532481e-17,-2.426506e-18,-5.775132e-17,-3.458301e-14,70
2.000,16,fire,1,rise,2.652906e-16,5.418376e-16,8.071282e-16,2.442388e-05,30
2.000,16,fire,1,write,nan,nan,nan,nan,0
2.000,16,fire,1,fall,5.966040e-22,1.229037e-15,1.229037e-15,2.460534e-05,30
2.000,16,fire,2,rise,6.021833e-22,1.229037e-15,1.229038e-15,2.460535e-05,30
2.000,16,fire,2,write,nan,nan,nan,nan,0
2.000,16,fire,2,fall,1.152488e-21,1.229104e-15,1.229105e-15,2.460669e-05,30
2.000,16,fire,3,rise,1.157801e-21,1.229105e-15,1.229106e-15,2.460671e-05,30
2.000,16,fire,3,write,nan,nan,nan,nan,0
2.000,16,fire,3,fall,1.679362e-21,1.229211e-15,1.229213e-15,2.460885e-05,30
2.000,16,fire,4,rise,1.684374e-21,1.229213e-15,1.229214e-15,2.460888e-05,30
2.000,16,fire,4,write,nan,nan,nan,nan,0
2.000,16,fire,4,fall,2.174628e-21,1.229357e-15,1.229359e-15,2.461177e-05,30
2.000,16,fire,5,rise,2.179368e-21,1.229359e-15,1.229361e-15,2.461180e-05,30
2.000,16,fire,5,write,nan,nan,nan,nan,0
2.000,16,fire,5,fall,2.696386e-21,1.229539e-15,1.229542e-15,2.461542e-05,30
2.000,16,fire,6,rise,2.702405e-21,1.229541e-15,1.229544e-15,2.461546e-05,30
2.000,16,fire,6,write,nan,nan,nan,nan,0
2.000,16,fire,6,fall,3.757700e-21,1.229771e-15,1.229774e-15,2.462006e-05,30
2.000,16,fire,7,rise,3.769405e-21,1.229773e-15,1.229777e-15,2.462011e-05,30
2.000,16,fire,7,write,nan,nan,nan,nan,0
2.000,16,fire,7,fall,4.907695e-21,1.230075e-15,1.230080e-15,2.462615e-05,30
2.000,16,fire,8,rise,4.918585e-21,1.230078e-15,1.230083e-15,2.462622e-05,30
2.000,16,fire,8,write,nan,nan,nan,nan,0
2.000,16,fire,8,fall,5.995604e-21,1.230448e-15,1.230454e-15,2.463363e-05,30
2.000,16,fire,9,rise,6.005915e-21,1.230452e-15,1.230458e-15,2.463371e-05,30
2.000,16,fire,9,write,nan,nan,nan,nan,0
2.000,16,fire,9,fall,-2.650456e-16,5.498911e-16,2.848455e-16,2.958256e-08,30
2.000,16,burst_read,0,burst_read,nan,nan,nan,nan,0
2.000,16,erase,0,rise,3.543538e-16,2.837138e-18,3.571909e-16,4.900653e-08,30
2.000,16,erase,0,hold,4.071809e-15,1.721570e-17,4.089025e-15,1.334842e-11,40
2.000,16,erase,0,fall,-1.574913e-15,8.585187e-20,-1.574827e-15,8.915751e-08,31
2.000,16,relax,0,hold,-5.516096e-17,-2.418878e-18,-5.757984e-17,-3.482824e-14,70
2.000,17,fire,1,rise,2.652098e-16,5.408587e-16,8.060686e-16,2.441542e-05,30
2.000,17,fire,1,write,nan,nan,nan,nan,0
2.000,17,fire,1,fall,6.056858e-22,1.228614e-15,1.228615e-15,2.459689e-05,30
2.000,17,fire,2,rise,6.113514e-22,1.228615e-15,1.228615e-15,2.459690e-05,30
2.000,17,fire,2,write,nan,nan,nan,nan,0
2.000,17,fire,2,fall,1.170088e-21,1.228683e-15,1.228684e-15,2.459826e-05,30
2.000,17,fire,3,rise,1.175482e-21,1.228684e-15,1.228685e-15,2.459828e-05,30
2.000,17,fire,3,write,nan,nan,nan,nan,0
2.000,17,fire,3,fall,1.704887e-21,1.228793e-15,1.228794e-15,2.460047e-05,30
2.000,17,fire,4,rise,1.709974e-21,1.228794e-15,1.228796e-15,2.460049e-05,30
2.000,17,fire,4,write,nan,nan,nan,nan,0
2.000,17,fire,4,fall,2.207671e-21,1.228941e-15,1.228944e-15,2.460345e-05,30
2.000,17,fire,5,rise,2.212493e-21,1.228943e-15,1.228945e-15,2.460348e-05,30
2.000,17,fire,5,write,nan,nan,nan,nan,0
