time,drain_contact OuterVoltage,drain_contact InnerVoltage,drain_contact QuasiFermiPotential,drain_contact DisplacementCurrent,drain_contact eCurrent,drain_contact hCurrent,drain_contact TotalCurrent,drain_contact Charge,source_contact OuterVoltage,source_contact InnerVoltage,source_contact QuasiFermiPotential,source_contact DisplacementCurrent,source_contact eCurrent,source_contact hCurrent,source_contact TotalCurrent,source_contact Charge,gate_contact OuterVoltage,gate_contact InnerVoltage,gate_contact QuasiFermiPotential,gate_contact DisplacementCurrent,gate_contact eCurrent,gate_contact hCurrent,gate_contact TotalCurrent,gate_contact Charge,"Pos(0,0.007) Polarization/x","Pos(0,0.007) Polarization/y","Pos(0,0.007) ElectricField/x","Pos(0,0.007) ElectricField/y"
6.55e-07,0.05,0.05,0.0,2.17243154314069e-11,6.56732011251705e-06,-1.79646436108758e-20,6.56734183683246e-06,1.32112091680528e-17,0.0,0.0,0.0,-2.25864505238323e-11,-6.88331896827031e-06,-1.57465395582321e-20,-6.88334155472085e-06,1.20647570301214e-17,0.6,0.6,0.0,0.0,3.15999713979471e-07,0.0,3.15999713979471e-07,-7.12126242165415e-17,0.0,2.99321997605134e-07,-315.05042360141,-42040.5724945214
6.58333333333333e-07,0.05,0.05,0.0,4.29106436520376e-17,6.7285781440932e-06,3.36499820259481e-23,6.72857814413611e-06,1.319728029055e-17,0.0,0.0,0.0,-4.2745799877965e-17,-6.72857887434589e-06,-2.29095700861068e-23,-6.72857887438864e-06,1.20513379978886e-17,0.6,0.6,0.0,0.0,7.3025238450605e-13,0.0,7.3025238450605e-13,-7.10940881522894e-17,0.0,2.99291463422026e-07,-314.813220197779,-42275.2956815161
6.61666666666667e-07,0.05,0.05,0.0,4.03455137042734e-17,6.72865641437575e-06,3.36483421484487e-23,6.7286564144161e-06,1.31968302524859e-17,0.0,0.0,0.0,-4.65231346521412e-17,-6.72865715277804e-06,-2.29100054863013e-23,-6.72865715282456e-06,1.20509041898503e-17,0.6,0.6,0.0,0.0,7.3840242065275e-13,0.0,7.3840242065275e-13,-7.10916335927621e-17,0.0,2.99260615774645e-07,-314.806981383358,-42268.7017184021
6.65e-07,0.05,0.05,0.0,4.27498204578204e-17,6.72873556474605e-06,3.36476259968377e-23,6.7287355647888e-06,1.3196373627157e-17,0.0,0.0,0.0,-4.44334382722816e-17,-6.72873631165969e-06,-2.2909092434194e-23,-6.72873631170412e-06,1.20504639835671e-17,0.6,0.6,0.0,0.0,7.46913404865537e-13,0.0,7.46913404865537e-13,-7.10891506511601e-17,0.0,2.9922950202626e-07,-314.800657827665,-42262.0508019629
6.68333333333333e-07,0.05,0.05,0.0,4.14813275134323e-17,6.72881559342613e-06,3.36469137845133e-23,6.72881559346761e-06,1.31959103341251e-17,0.0,0.0,0.0,-4.65110729125749e-17,-6.72881634885031e-06,-2.29085603210617e-23,-6.72881634889682e-06,1.20500172970337e-17,0.6,0.6,0.0,0.0,7.55424278743415e-13,0.0,7.55424278743415e-13,-7.10866393263891e-17,0.0,2.99198125421698e-07,-314.79425084331,-42255.3436280283
6.71666666666667e-07,0.05,0.05,0.0,4.20381778234094e-17,6.72889649910035e-06,3.36461778448333e-23,6.72889649914239e-06,1.31954403839867e-17,0.0,0.0,0.0,-4.71392885149858e-17,-6.72889726301755e-06,-2.29079857522598e-23,-6.72889726306469e-06,1.20495641416922e-17,0.6,0.6,0.0,0.0,7.6391723535057e-13,0.0,7.6391723535057e-13,-7.10840996750999e-17,0.0,2.9916648675529e-07,-314.787760645104,-42248.5803655217
6.75e-07,0.05,0.05,0.0,4.25910075535309e-17,6.72897827972199e-06,3.36452080551338e-23,6.72897827976458e-06,1.31949637883501e-17,0.0,0.0,0.0,-4.75473773703119e-17,-6.72897905211209e-06,-2.29072848074172e-23,-6.72897905215963e-06,1.20491045289577e-17,0.6,0.6,0.0,0.0,7.72390055542344e-13,0.0,7.72390055542344e-13,-7.10815317644116e-17,0.0,2.99134586820144e-07,-314.781187410745,-42241.7611845747
