Vg_V,Id_erased_uA_um,Id_programmed_uA_um
-1.0,2.566780e-04,2.824999e-04
-0.75,5.803067e-04,1.112912e-04
-0.5,3.847365e-04,3.897244e-04
-0.25,1.015355e-04,1.170318e+00
0.0,1.300958e-02,3.979253e+01
0.25,3.032445e+00,7.177138e+01
0.5,5.368677e+01,8.981631e+01
0.75,7.976393e+01,9.908661e+01
1.0,9.223638e+01,1.052247e+02
