Vg_V,Id_erased_uA_um,Id_programmed_uA_um
-1.0,1.652847e-04,2.753539e-04
-0.75,4.475311e-04,1.081854e-04
-0.5,2.920531e-04,1.964047e-03
-0.25,3.805349e-04,3.675065e+00
0.0,1.756164e-02,4.370593e+01
0.25,3.702432e+00,7.170588e+01
0.5,5.137422e+01,8.877413e+01
0.75,7.761356e+01,9.785986e+01
1.0,9.026534e+01,1.040668e+02
