Vg_V,Id_erased_uA_um,Id_programmed_uA_um
-1.000000e+00,1.626832e-04,1.790492e-04
-7.500000e-01,3.678000e-04,7.053666e-05
-5.000000e-01,2.438471e-04,2.470084e-04
-2.500000e-01,6.435348e-05,7.417506e-01
0.000000e+00,8.245507e-03,2.522062e+01
2.500000e-01,1.921972e+00,4.548890e+01
5.000000e-01,3.402683e+01,5.692583e+01
7.500000e-01,5.055460e+01,6.280137e+01
1.000000e+00,5.845968e+01,6.669171e+01
