Vg_V,Id_erased_uA_um,Id_programmed_uA_um
-1.000000e+00,1.047579e-04,1.745201e-04
-7.500000e-01,2.836465e-04,6.856818e-05
-5.000000e-01,1.851041e-04,1.244819e-03
-2.500000e-01,2.411841e-04,2.329267e+00
0.000000e+00,1.113061e-02,2.770094e+01
2.500000e-01,2.346612e+00,4.544739e+01
5.000000e-01,3.256113e+01,5.626529e+01
7.500000e-01,4.919169e+01,6.202385e+01
1.000000e+00,5.721043e+01,6.595783e+01
