seg,t_s,G_uA_um,t_rel_s,node,T_K,state
hold,1.361300e-05,3.752904e+01,5.950000e-07,t12_ret_l8,300,ltp_level_8
hold,1.365800e-05,3.757567e+01,6.400000e-07,t12_ret_l8,300,ltp_level_8
hold,1.365800e-05,3.757567e+01,6.400000e-07,t12_ret_l8,300,ltp_level_8
hold,1.370300e-05,3.761352e+01,6.850000e-07,t12_ret_l8,300,ltp_level_8
hold,1.370300e-05,3.761352e+01,6.850000e-07,t12_ret_l8,300,ltp_level_8
hold,1.374800e-05,3.764278e+01,7.300000e-07,t12_ret_l8,300,ltp_level_8
hold,1.374800e-05,3.764278e+01,7.300000e-07,t12_ret_l8,300,ltp_level_8
hold,1.379300e-05,3.766362e+01,7.750000e-07,t12_ret_l8,300,ltp_level_8
hold,1.379300e-05,3.766362e+01,7.750000e-07,t12_ret_l8,300,ltp_level_8
hold,1.383800e-05,3.767624e+01,8.200000e-07,t12_ret_l8,300,ltp_level_8
hold,1.383800e-05,3.767624e+01,8.200000e-07,t12_ret_l8,300,ltp_level_8
hold,1.388300e-05,3.768083e+01,8.650000e-07,t12_ret_l8,300,ltp_level_8
hold,1.388300e-05,3.768083e+01,8.650000e-07,t12_ret_l8,300,ltp_level_8
hold,1.392800e-05,3.767758e+01,9.100000e-07,t12_ret_l8,300,ltp_level_8
hold,1.392800e-05,3.767758e+01,9.100000e-07,t12_ret_l8,300,ltp_level_8
hold,1.397300e-05,3.766670e+01,9.550000e-07,t12_ret_l8,300,ltp_level_8
hold,1.397300e-05,3.766670e+01,9.550000e-07,t12_ret_l8,300,ltp_level_8
hold,1.401800e-05,3.764838e+01,1.000000e-06,t12_ret_l8,300,ltp_level_8
hold,1.401800e-05,3.764838e+01,1.000000e-06,t12_ret_l8,300,ltp_level_8
hold,1.401800e-05,3.764838e+01,1.000000e-06,t12_ret_l8,300,ltp_level_8
hold,1.401800e-05,3.764838e+01,1.000000e-06,t12_ret_l8,300,ltp_level_8
hold,1.446800e-05,3.705346e+01,1.450000e-06,t12_ret_l8,300,ltp_level_8
hold,1.446800e-05,3.705346e+01,1.450000e-06,t12_ret_l8,300,ltp_level_8
hold,1.491800e-05,3.587494e+01,1.900000e-06,t12_ret_l8,300,ltp_level_8
hold,1.491800e-05,3.587494e+01,1.900000e-06,t12_ret_l8,300,ltp_level_8
hold,1.536800e-05,3.433846e+01,2.350000e-06,t12_ret_l8,300,ltp_level_8
hold,1.536800e-05,3.433846e+01,2.350000e-06,t12_ret_l8,300,ltp_level_8
hold,1.581800e-05,3.262915e+01,2.800000e-06,t12_ret_l8,300,ltp_level_8
hold,1.581800e-05,3.262915e+01,2.800000e-06,t12_ret_l8,300,ltp_level_8
hold,1.626800e-05,3.082289e+01,3.250000e-06,t12_ret_l8,300,ltp_level_8
hold,1.626800e-05,3.082289e+01,3.250000e-06,t12_ret_l8,300,ltp_level_8
hold,1.671800e-05,2.899494e+01,3.700000e-06,t12_ret_l8,300,ltp_level_8
hold,1.671800e-05,2.899494e+01,3.700000e-06,t12_ret_l8,300,ltp_level_8
hold,1.716800e-05,2.716120e+01,4.150000e-06,t12_ret_l8,300,ltp_level_8
hold,1.716800e-05,2.716120e+01,4.150000e-06,t12_ret_l8,300,ltp_level_8
hold,1.761800e-05,2.532875e+01,4.600000e-06,t12_ret_l8,300,ltp_level_8
hold,1.761800e-05,2.532875e+01,4.600000e-06,t12_ret_l8,300,ltp_level_8
hold,1.806800e-05,2.350515e+01,5.050000e-06,t12_ret_l8,300,ltp_level_8
hold,1.806800e-05,2.350515e+01,5.050000e-06,t12_ret_l8,300,ltp_level_8
hold,1.851800e-05,2.169908e+01,5.500000e-06,t12_ret_l8,300,ltp_level_8
hold,1.851800e-05,2.169908e+01,5.500000e-06,t12_ret_l8,300,ltp_level_8
hold,1.896800e-05,1.992069e+01,5.950000e-06,t12_ret_l8,300,ltp_level_8
hold,1.896800e-05,1.992069e+01,5.950000e-06,t12_ret_l8,300,ltp_level_8
hold,1.941800e-05,1.818159e+01,6.400000e-06,t12_ret_l8,300,ltp_level_8
hold,1.941800e-05,1.818159e+01,6.400000e-06,t12_ret_l8,300,ltp_level_8
hold,1.986800e-05,1.649458e+01,6.850000e-06,t12_ret_l8,300,ltp_level_8
hold,1.986800e-05,1.649458e+01,6.850000e-06,t12_ret_l8,300,ltp_level_8
hold,2.031800e-05,1.487312e+01,7.300000e-06,t12_ret_l8,300,ltp_level_8
hold,2.031800e-05,1.487312e+01,7.300000e-06,t12_ret_l8,300,ltp_level_8
hold,2.076800e-05,1.333064e+01,7.750000e-06,t12_ret_l8,300,ltp_level_8
hold,2.076800e-05,1.333064e+01,7.750000e-06,t12_ret_l8,300,ltp_level_8
hold,2.121800e-05,1.187963e+01,8.200000e-06,t12_ret_l8,300,ltp_level_8
hold,2.121800e-05,1.187963e+01,8.200000e-06,t12_ret_l8,300,ltp_level_8
hold,2.166800e-05,1.053079e+01,8.650000e-06,t12_ret_l8,300,ltp_level_8
hold,2.166800e-05,1.053079e+01,8.650000e-06,t12_ret_l8,300,ltp_level_8
hold,2.211800e-05,9.292172e+00,9.100000e-06,t12_ret_l8,300,ltp_level_8
hold,2.211800e-05,9.292172e+00,9.100000e-06,t12_ret_l8,300,ltp_level_8
hold,2.256800e-05,8.168526e+00,9.550000e-06,t12_ret_l8,300,ltp_level_8
hold,2.256800e-05,8.168526e+00,9.550000e-06,t12_ret_l8,300,ltp_level_8
hold,2.301800e-05,7.161058e+00,1.000000e-05,t12_ret_l8,300,ltp_level_8
hold,2.301800e-05,7.161058e+00,1.000000e-05,t12_ret_l8,300,ltp_level_8
hold,2.301800e-05,7.161058e+00,1.000000e-05,t12_ret_l8,300,ltp_level_8
hold,2.301800e-05,7.161058e+00,1.000000e-05,t12_ret_l8,300,ltp_level_8
hold,2.751800e-05,2.116396e+00,1.450000e-05,t12_ret_l8,300,ltp_level_8
hold,2.751800e-05,2.116396e+00,1.450000e-05,t12_ret_l8,300,ltp_level_8
hold,3.201800e-05,9.816902e-01,1.900000e-05,t12_ret_l8,300,ltp_level_8
hold,3.201800e-05,9.816902e-01,1.900000e-05,t12_ret_l8,300,ltp_level_8
hold,3.651800e-05,6.501734e-01,2.350000e-05,t12_ret_l8,300,ltp_level_8
hold,3.651800e-05,6.501734e-01,2.350000e-05,t12_ret_l8,300,ltp_level_8
hold,4.101800e-05,5.196006e-01,2.800000e-05,t12_ret_l8,300,ltp_level_8
hold,4.101800e-05,5.196006e-01,2.800000e-05,t12_ret_l8,300,ltp_level_8
hold,4.551800e-05,4.604724e-01,3.250000e-05,t12_ret_l8,300,ltp_level_8
hold,4.551800e-05,4.604724e-01,3.250000e-05,t12_ret_l8,300,ltp_level_8
hold,5.001800e-05,4.315441e-01,3.700000e-05,t12_ret_l8,300,ltp_level_8
hold,5.001800e-05,4.315441e-01,3.700000e-05,t12_ret_l8,300,ltp_level_8
hold,5.451800e-05,4.167844e-01,4.150000e-05,t12_ret_l8,300,ltp_level_8
hold,5.451800e-05,4.167844e-01,4.150000e-05,t12_ret_l8,300,ltp_level_8
hold,5.901800e-05,4.090814e-01,4.600000e-05,t12_ret_l8,300,ltp_level_8
hold,5.901800e-05,4.090814e-01,4.600000e-05,t12_ret_l8,300,ltp_level_8
hold,6.351800e-05,4.050120e-01,5.050000e-05,t12_ret_l8,300,ltp_level_8
hold,6.351800e-05,4.050120e-01,5.050000e-05,t12_ret_l8,300,ltp_level_8
hold,6.801800e-05,4.028481e-01,5.500000e-05,t12_ret_l8,300,ltp_level_8
hold,6.801800e-05,4.028481e-01,5.500000e-05,t12_ret_l8,300,ltp_level_8
hold,7.251800e-05,4.016933e-01,5.950000e-05,t12_ret_l8,300,ltp_level_8
hold,7.251800e-05,4.016933e-01,5.950000e-05,t12_ret_l8,300,ltp_level_8
hold,7.701800e-05,4.010759e-01,6.400000e-05,t12_ret_l8,300,ltp_level_8
hold,7.701800e-05,4.010759e-01,6.400000e-05,t12_ret_l8,300,ltp_level_8
hold,8.151800e-05,4.007454e-01,6.850000e-05,t12_ret_l8,300,ltp_level_8
hold,8.151800e-05,4.007454e-01,6.850000e-05,t12_ret_l8,300,ltp_level_8
hold,8.601800e-05,4.005684e-01,7.300000e-05,t12_ret_l8,300,ltp_level_8
hold,8.601800e-05,4.005684e-01,7.300000e-05,t12_ret_l8,300,ltp_level_8
hold,9.051800e-05,4.004736e-01,7.750000e-05,t12_ret_l8,300,ltp_level_8
hold,9.051800e-05,4.004736e-01,7.750000e-05,t12_ret_l8,300,ltp_level_8
hold,9.501800e-05,4.004228e-01,8.200000e-05,t12_ret_l8,300,ltp_level_8
hold,9.501800e-05,4.004228e-01,8.200000e-05,t12_ret_l8,300,ltp_level_8
hold,9.951800e-05,4.003956e-01,8.650000e-05,t12_ret_l8,300,ltp_level_8
hold,9.951800e-05,4.003956e-01,8.650000e-05,t12_ret_l8,300,ltp_level_8
hold,1.040180e-04,4.003810e-01,9.100000e-05,t12_ret_l8,300,ltp_level_8
hold,1.040180e-04,4.003810e-01,9.100000e-05,t12_ret_l8,300,ltp_level_8
hold,1.085180e-04,4.003732e-01,9.550000e-05,t12_ret_l8,300,ltp_level_8
hold,1.085180e-04,4.003732e-01,9.550000e-05,t12_ret_l8,300,ltp_level_8
hold,1.130180e-04,4.003690e-01,1.000000e-04,t12_ret_l8,300,ltp_level_8
hold,1.130180e-04,4.003690e-01,1.000000e-04,t12_ret_l8,300,ltp_level_8
hold,1.130180e-04,4.003690e-01,1.000000e-04,t12_ret_l8,300,ltp_level_8
hold,1.130180e-04,4.003690e-01,1.000000e-04,t12_ret_l8,300,ltp_level_8
hold,1.580180e-04,4.003641e-01,1.450000e-04,t12_ret_l8,300,ltp_level_8
hold,1.580180e-04,4.003641e-01,1.450000e-04,t12_ret_l8,300,ltp_level_8
hold,2.030180e-04,4.003641e-01,1.900000e-04,t12_ret_l8,300,ltp_level_8
hold,2.030180e-04,4.003641e-01,1.900000e-04,t12_ret_l8,300,ltp_level_8
hold,2.480180e-04,4.003641e-01,2.350000e-04,t12_ret_l8,300,ltp_level_8
hold,2.480180e-04,4.003641e-01,2.350000e-04,t12_ret_l8,300,ltp_level_8
hold,2.930180e-04,4.003641e-01,2.800000e-04,t12_ret_l8,300,ltp_level_8
hold,2.930180e-04,4.003641e-01,2.800000e-04,t12_ret_l8,300,ltp_level_8
hold,3.380180e-04,4.003641e-01,3.250000e-04,t12_ret_l8,300,ltp_level_8
hold,3.380180e-04,4.003641e-01,3.250000e-04,t12_ret_l8,300,ltp_level_8
hold,3.830180e-04,4.003641e-01,3.700000e-04,t12_ret_l8,300,ltp_level_8
hold,3.830180e-04,4.003641e-01,3.700000e-04,t12_ret_l8,300,ltp_level_8
hold,4.280180e-04,4.003641e-01,4.150000e-04,t12_ret_l8,300,ltp_level_8
hold,4.280180e-04,4.003641e-01,4.150000e-04,t12_ret_l8,300,ltp_level_8
hold,4.730180e-04,4.003641e-01,4.600000e-04,t12_ret_l8,300,ltp_level_8
hold,4.730180e-04,4.003641e-01,4.600000e-04,t12_ret_l8,300,ltp_level_8
hold,5.180180e-04,4.003641e-01,5.050000e-04,t12_ret_l8,300,ltp_level_8
hold,5.180180e-04,4.003641e-01,5.050000e-04,t12_ret_l8,300,ltp_level_8
hold,5.630180e-04,4.003641e-01,5.500000e-04,t12_ret_l8,300,ltp_level_8
hold,5.630180e-04,4.003641e-01,5.500000e-04,t12_ret_l8,300,ltp_level_8
hold,6.080180e-04,4.003641e-01,5.950000e-04,t12_ret_l8,300,ltp_level_8
hold,6.080180e-04,4.003641e-01,5.950000e-04,t12_ret_l8,300,ltp_level_8
hold,6.530180e-04,4.003641e-01,6.400000e-04,t12_ret_l8,300,ltp_level_8
hold,6.530180e-04,4.003641e-01,6.400000e-04,t12_ret_l8,300,ltp_level_8
hold,6.980180e-04,4.003641e-01,6.850000e-04,t12_ret_l8,300,ltp_level_8
hold,6.980180e-04,4.003641e-01,6.850000e-04,t12_ret_l8,300,ltp_level_8
hold,7.430180e-04,4.003641e-01,7.300000e-04,t12_ret_l8,300,ltp_level_8
hold,7.430180e-04,4.003641e-01,7.300000e-04,t12_ret_l8,300,ltp_level_8
hold,7.880180e-04,4.003641e-01,7.750000e-04,t12_ret_l8,300,ltp_level_8
hold,7.880180e-04,4.003641e-01,7.750000e-04,t12_ret_l8,300,ltp_level_8
hold,8.330180e-04,4.003641e-01,8.200000e-04,t12_ret_l8,300,ltp_level_8
hold,8.330180e-04,4.003641e-01,8.200000e-04,t12_ret_l8,300,ltp_level_8
hold,8.780180e-04,4.003641e-01,8.650000e-04,t12_ret_l8,300,ltp_level_8
hold,8.780180e-04,4.003641e-01,8.650000e-04,t12_ret_l8,300,ltp_level_8
hold,9.230180e-04,4.003641e-01,9.100000e-04,t12_ret_l8,300,ltp_level_8
hold,9.230180e-04,4.003641e-01,9.100000e-04,t12_ret_l8,300,ltp_level_8
hold,9.680180e-04,4.003641e-01,9.550000e-04,t12_ret_l8,300,ltp_level_8
hold,9.680180e-04,4.003641e-01,9.550000e-04,t12_ret_l8,300,ltp_level_8
hold,1.013018e-03,4.003641e-01,1.000000e-03,t12_ret_l8,300,ltp_level_8
hold,1.013018e-03,4.003641e-01,1.000000e-03,t12_ret_l8,300,ltp_level_8
h01,6.004000e-06,6.285486e-01,0.000000e+00,t12_ret15,300,levels_1_15
h02,1.007006e-03,6.516362e-01,1.001002e-03,t12_ret15,300,levels_1_15
h03,2.008008e-03,9.012234e-01,2.002004e-03,t12_ret15,300,levels_1_15
h04,3.009010e-03,4.628772e+00,3.003006e-03,t12_ret15,300,levels_1_15
h05,4.010012e-03,1.577383e+01,4.004008e-03,t12_ret15,300,levels_1_15
h06,5.011014e-03,2.582156e+01,5.005010e-03,t12_ret15,300,levels_1_15
h07,6.012016e-03,3.280842e+01,6.006012e-03,t12_ret15,300,levels_1_15
h08,7.013018e-03,3.776098e+01,7.007014e-03,t12_ret15,300,levels_1_15
h09,8.014020e-03,4.142415e+01,8.008016e-03,t12_ret15,300,levels_1_15
h10,9.015022e-03,4.423014e+01,9.009018e-03,t12_ret15,300,levels_1_15
