timestep,ALIF0,ALIF1,ALIF2,ALIF3,ALIF4
810,2.287621,2.3039293,0.8125554,2.0601482,1.7950131
811,2.2853346,2.3016264,0.8117432,2.058089,1.793219
812,2.2830503,2.299326,0.81093186,2.056032,1.7914267
813,2.2807684,2.2970278,0.8101213,2.162239,1.7896361
814,2.2784886,2.2947319,0.80931157,2.1600778,1.7878474
815,2.2762113,2.2924383,0.8085027,2.1579187,1.7860605
816,2.2739363,2.290147,0.80769455,2.1557617,1.7842753
817,2.2716634,2.287858,0.80688727,2.1536071,1.7824919
818,2.269393,2.2855713,0.80608076,2.1514547,1.7807103
819,2.2671247,2.3875916,0.8052751,2.1493044,1.7789305
820,2.2648587,2.3852053,0.8044702,2.1471562,1.7771525
821,2.262595,2.3828213,0.8036661,2.1450102,1.7753762
822,2.2603335,2.3804398,0.8028628,2.1428664,1.7736017
823,2.2580743,2.3780606,0.80206037,2.1407247,1.7718289
824,2.2558174,2.3756838,0.8012587,2.138585,1.7700579
825,2.2535627,2.3733094,0.80045784,2.1364477,1.7682887
826,2.2513103,2.370937,0.79965776,2.1343122,1.7665213
827,2.2490602,2.3685672,0.7988585,2.1321788,1.7647557
828,2.246812,2.3661997,0.79806006,2.237081,1.7629918
829,2.2445664,2.4665694,0.7972624,2.2348452,1.8734417
830,2.242323,2.4641042,0.7964655,2.2326114,1.8715692
831,2.2400818,2.4616413,0.79566944,2.2303798,1.8696985
832,2.342992,2.4591808,0.79487413,2.2281506,1.8678298
833,2.3406503,2.4567227,0.79407966,2.2259235,1.8659629
834,2.3383107,2.4542673,0.79328597,2.2236986,1.8640978
835,2.3359735,2.4518142,0.79249305,2.221476,1.8622346
836,2.3336387,2.4493635,0.79170096,2.2192557,1.8603733
837,2.3313062,2.4469154,0.79090965,2.2170374,1.8585138
838,2.3289762,2.4444697,0.7901191,2.2148216,1.8566562
839,2.3266482,2.4420264,0.78932935,2.2126079,1.8548005
840,2.3243227,2.4395854,0.7885404,2.2103963,1.8529465
841,2.3219995,2.4371471,0.7877523,2.2081869,1.8510945
842,2.3196788,2.4347112,0.7869649,2.2059798,1.9603987
843,2.3173602,2.4322777,0.7861783,2.203775,1.9584392
844,2.315044,2.4298465,0.7853925,2.2015722,1.9564817
845,2.31273,2.4274178,0.7846075,2.1993716,1.9545262
846,2.3104184,2.4249916,0.7838233,2.1971734,1.9525726
847,2.308109,2.4225678,0.78303987,2.1949773,1.950621
848,2.305802,2.4201465,0.7822572,2.2987406,1.9486713
849,2.3034976,2.4177275,0.7814753,2.296443,1.9467236
850,2.3011951,2.4153109,0.7806942,2.2941477,1.9447778
851,2.2988951,2.4128966,0.7799139,2.2918546,1.942834
852,2.2965972,2.410485,0.7791344,2.289564,1.9408921
853,2.2943017,2.4080758,0.77835566,2.2872756,1.9389522
854,2.2920086,2.405669,0.7775777,2.2849894,1.9370142
855,2.2897177,2.4032645,0.7768005,2.2827055,1.9350781
856,2.287429,2.502844,0.7760241,2.2804239,1.933144
857,2.285143,2.5003424,0.77524847,2.2781446,1.9312118
858,2.3871717,2.4978433,0.7744736,2.2758675,1.9292816
