node,T_K,state,t_rel_s,G_uA_um,G_over_plateau,phase,plateau_uA_um,plateau_spread_pct
t12_ret400,400,programmed,9.5e-08,5.854249,0.7413903783678227,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1e-07,5.888917,0.7457807829504183,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1e-07,5.888917,0.7457807829504183,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1e-07,5.888917,0.7457807829504183,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1e-07,5.888917,0.7457807829504183,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1.45e-07,6.200681,0.7852630171228059,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1.45e-07,6.200681,0.7852630171228059,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1.9e-07,6.510977,0.8245593416976611,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1.9e-07,6.510977,0.8245593416976611,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,2.35e-07,6.818429,0.8634954980876514,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,2.35e-07,6.818429,0.8634954980876514,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,2.8e-07,7.123349,0.9021109984143229,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,2.8e-07,7.123349,0.9021109984143229,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,3.25e-07,7.424894,0.9402990839646513,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,3.25e-07,7.424894,0.9402990839646513,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,3.7e-07,7.722296,0.9779624941317534,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,3.7e-07,7.722296,0.9779624941317534,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,4.15e-07,8.014865,1.0150138463391323,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,4.15e-07,8.014865,1.0150138463391323,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,4.6e-07,8.301992,1.0513760159649235,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,4.6e-07,8.301992,1.0513760159649235,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,5.05e-07,8.583143,1.086981376493403,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,5.05e-07,8.583143,1.086981376493403,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,5.5e-07,8.857858,1.1217716728735736,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,5.5e-07,8.857858,1.1217716728735736,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,5.95e-07,9.125747,1.1556975149535018,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,5.95e-07,9.125747,1.1556975149535018,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,6.4e-07,9.386486,1.1887178709146586,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,6.4e-07,9.386486,1.1887178709146586,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,6.85e-07,9.63981,1.2207991807820133,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,6.85e-07,9.63981,1.2207991807820133,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,7.3e-07,9.885512,1.2519152297826164,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,7.3e-07,9.885512,1.2519152297826164,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,7.75e-07,10.12344,1.2820467684213552,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,7.75e-07,10.12344,1.2820467684213552,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,8.2e-07,10.35347,1.311178093162744,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,8.2e-07,10.35347,1.311178093162744,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,8.65e-07,10.57554,1.3393013522390393,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,8.65e-07,10.57554,1.3393013522390393,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,9.1e-07,10.78963,1.3664140128219369,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,9.1e-07,10.78963,1.3664140128219369,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,9.55e-07,10.99573,1.3925148084972845,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,9.55e-07,10.99573,1.3925148084972845,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1e-06,11.19388,1.4176088049216906,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1e-06,11.19388,1.4176088049216906,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1e-06,11.19388,1.4176088049216906,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1e-06,11.19388,1.4176088049216906,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1.45e-06,12.70933,1.6095275376058515,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1.45e-06,12.70933,1.6095275376058515,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1.9e-06,13.50721,1.7105721899758002,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1.9e-06,13.50721,1.7105721899758002,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,2.35e-06,13.80864,1.7487457117633791,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,2.35e-06,13.80864,1.7487457117633791,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,2.8e-06,13.84791,1.753718920138784,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,2.8e-06,13.84791,1.753718920138784,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,3.25e-06,13.72399,1.73802551596562,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,3.25e-06,13.72399,1.73802551596562,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,3.7e-06,13.50507,1.7103011773472447,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,3.7e-06,13.50507,1.7103011773472447,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,4.15e-06,13.23681,1.6763283513022726,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,4.15e-06,13.23681,1.6763283513022726,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,4.6e-06,12.94896,1.6398746199332828,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,4.6e-06,12.94896,1.6398746199332828,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,5.05e-06,12.66029,1.6033170426038184,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,5.05e-06,12.66029,1.6033170426038184,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,5.5e-06,12.38184,1.5680537405378285,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,5.5e-06,12.38184,1.5680537405378285,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,5.95e-06,12.11691,1.5345026304055147,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,5.95e-06,12.11691,1.5345026304055147,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,6.4e-06,11.86578,1.502699171803137,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,6.4e-06,11.86578,1.502699171803137,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,6.85e-06,11.62837,1.472633233417478,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,6.85e-06,11.62837,1.472633233417478,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,7.3e-06,11.40434,1.444261757167366,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,7.3e-06,11.40434,1.444261757167366,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,7.75e-06,11.19321,1.4175239551734982,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,7.75e-06,11.19321,1.4175239551734982,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,8.2e-06,10.99442,1.3923489082433558,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,8.2e-06,10.99442,1.3923489082433558,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,8.65e-06,10.80739,1.3686631643561151,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,8.65e-06,10.80739,1.3686631643561151,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,9.1e-06,10.63152,1.346390738662649,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,9.1e-06,10.63152,1.346390738662649,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,9.55e-06,10.46619,1.325453113485525,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,9.55e-06,10.46619,1.325453113485525,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1e-05,10.31081,1.3057755703897682,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1e-05,10.31081,1.3057755703897682,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1e-05,10.31081,1.3057755703897682,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1e-05,10.31081,1.3057755703897682,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1.45e-05,9.206343,1.1659043064539885,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1.45e-05,9.206343,1.1659043064539885,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1.9e-05,8.623618,1.092107187774139,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,1.9e-05,8.623618,1.092107187774139,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,2.35e-05,8.307993,1.0521359910976151,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,2.35e-05,8.307993,1.0521359910976151,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,2.8e-05,8.129849,1.0295755828259552,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,2.8e-05,8.129849,1.0295755828259552,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,3.25e-05,8.028971,1.0168002501421234,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,3.25e-05,8.028971,1.0168002501421234,settling,7.896311,0.955142217676082
t12_ret400,400,programmed,3.7e-05,7.971732,1.0095514221767607,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,3.7e-05,7.971732,1.0095514221767607,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,4.15e-05,7.939214,1.0054332966368726,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,4.15e-05,7.939214,1.0054332966368726,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,4.6e-05,7.920725,1.003091823511004,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,4.6e-05,7.920725,1.003091823511004,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,5.05e-05,7.910207,1.0017598091057964,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,5.05e-05,7.910207,1.0017598091057964,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,5.5e-05,7.904222,1.001001860235748,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,5.5e-05,7.904222,1.001001860235748,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,5.95e-05,7.900816,1.0005705195755334,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,5.95e-05,7.900816,1.0005705195755334,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,6.4e-05,7.898876,1.0003248352300207,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,6.4e-05,7.898876,1.0003248352300207,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,6.85e-05,7.897772,1.000185023107626,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,6.85e-05,7.897772,1.000185023107626,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,7.3e-05,7.897143,1.000105365657457,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,7.3e-05,7.897143,1.000105365657457,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,7.75e-05,7.896785,1.000060028030811,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,7.75e-05,7.896785,1.000060028030811,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,8.2e-05,7.896581,1.0000341931821075,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,8.2e-05,7.896581,1.0000341931821075,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,8.65e-05,7.896465,1.0000195027779428,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,8.65e-05,7.896465,1.0000195027779428,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,9.1e-05,7.896399,1.0000111444445388,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,9.1e-05,7.896399,1.0000111444445388,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,9.55e-05,7.896361,1.0000063320707606,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,9.55e-05,7.896361,1.0000063320707606,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.0001,7.896339,1.000003545959626,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.0001,7.896339,1.000003545959626,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.0001,7.896339,1.000003545959626,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.0001,7.896339,1.000003545959626,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000145,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000145,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00019,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00019,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000235,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000235,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00028,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00028,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000325,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000325,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00037,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00037,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000415,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000415,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00046,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00046,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000505,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000505,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00055,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00055,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000595,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000595,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00064,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00064,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000685,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000685,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00073,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00073,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000775,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000775,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00082,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00082,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000865,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000865,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00091,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00091,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000955,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.000955,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.001,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.001,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.001,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.001,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00145,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.00145,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.0019,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.0019,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.002349999,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.002349999,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.002799999,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.002799999,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.003249999,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.003249999,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.003699999,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.003699999,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.004149999,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.004149999,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.004599998,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.004599998,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.005049998,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.005049998,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.005499998,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.005499998,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.005949998,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.005949998,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.006399998,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.006399998,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.006849997,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.006849997,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.007299997,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.007299997,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.007749997,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.007749997,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.008199997,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.008199997,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.008649997,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.008649997,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.009099996,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.009099996,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.009549996,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.009549996,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.009999996,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret400,400,programmed,0.009999996,7.896311,1.0,plateau,7.896311,0.955142217676082
t12_ret_l8,300,ltp_level_8,5e-09,36.02896,89.99048615997287,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5e-09,36.02896,89.99048615997287,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1e-08,36.04911,90.04081534782964,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1e-08,36.04911,90.04081534782964,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1.5e-08,36.06914,90.09084480851304,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1.5e-08,36.06914,90.09084480851304,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2e-08,36.08905,90.14057454202312,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2e-08,36.08905,90.14057454202312,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2.5e-08,36.10884,90.19000454835985,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2.5e-08,36.10884,90.19000454835985,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3e-08,36.1285,90.23910985025881,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3e-08,36.1285,90.23910985025881,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3.5e-08,36.14803,90.28789044771996,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3.5e-08,36.14803,90.28789044771996,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4e-08,36.16745,90.33639629527224,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4e-08,36.16745,90.33639629527224,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4.5e-08,36.18674,90.38457743838671,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4.5e-08,36.18674,90.38457743838671,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5e-08,36.2059,90.4324338770634,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5e-08,36.2059,90.4324338770634,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.5e-08,36.22494,90.47999058856675,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.5e-08,36.22494,90.47999058856675,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,6e-08,36.24386,90.52724757289677,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,6e-08,36.24386,90.52724757289677,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,6.5e-08,36.26266,90.57420483005343,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,6.5e-08,36.26266,90.57420483005343,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7e-08,36.28133,90.62083738277232,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7e-08,36.28133,90.62083738277232,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7.5e-08,36.29988,90.66717020831788,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7.5e-08,36.29988,90.66717020831788,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8e-08,36.3183,90.71317832942565,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8e-08,36.3183,90.71317832942565,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8.5e-08,36.3366,90.75888672336005,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8.5e-08,36.3366,90.75888672336005,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9e-08,36.35478,90.80429539012114,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9e-08,36.35478,90.80429539012114,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9.5e-08,36.37283,90.84937935244444,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9.5e-08,36.37283,90.84937935244444,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1e-07,36.39076,90.89416358759439,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1e-07,36.39076,90.89416358759439,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1e-07,36.39076,90.89416358759439,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1e-07,36.39076,90.89416358759439,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1.45e-07,36.54595,91.28178575451695,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1.45e-07,36.54595,91.28178575451695,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1.9e-07,36.68973,91.64090886270772,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1.9e-07,36.68973,91.64090886270772,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2.35e-07,36.82177,91.97070866244002,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2.35e-07,36.82177,91.97070866244002,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2.8e-07,36.94388,92.27570603857838,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2.8e-07,36.94388,92.27570603857838,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3.25e-07,37.05615,92.55612578650285,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3.25e-07,37.05615,92.55612578650285,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3.7e-07,37.15867,92.81219270159337,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3.7e-07,37.15867,92.81219270159337,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4.15e-07,37.25153,93.04413157923001,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4.15e-07,37.25153,93.04413157923001,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4.6e-07,37.33487,93.25229210111496,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4.6e-07,37.33487,93.25229210111496,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.05e-07,37.4088,93.43694901715713,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.05e-07,37.4088,93.43694901715713,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.5e-07,37.47347,93.59847698632319,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.5e-07,37.47347,93.59847698632319,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.95e-07,37.52904,93.73727564484429,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.95e-07,37.52904,93.73727564484429,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,6.4e-07,37.57567,93.8537446289515,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,6.4e-07,37.57567,93.8537446289515,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,6.85e-07,37.61352,93.94828357487597,settling,0.4003641,0.6204352488147629
