t_us,phase,pulse,Vg_V,Py_uC_cm2,Qg_fC,abs_Ig_A
3.3014999999999994,read,10,0.0,-0.842085844430131,-0.10330480016821648,9.42516931800448e-12
3.304,read,10,0.0,-0.843239074678908,-0.10332379383545981,7.597466897237113e-12
3.3065000000000007,read,10,0.0,-0.84439124993178,-0.10333870579497106,5.9647838046453576e-12
3.309000000000001,read,10,0.0,-0.845542356088985,-0.1033499547742367,4.499591706080709e-12
3.3114999999999997,read,10,0.0,-0.8466923921944279,-0.10335791638068718,3.1846425803650837e-12
3.314,read,10,0.0,-0.84784135730337,-0.10336292985210972,2.0053885688463043e-12
3.3165000000000004,read,10,0.0,-0.848989250481893,-0.10336530150344789,9.486605354796825e-13
3.319000000000001,read,10,0.0,-0.850136070806397,-0.10336530748615605,2.3930830810185086e-15
3.3199999999999994,write,11,2.0,-0.850594675170415,0.26909778909915383,4.0799471207652e-07
3.3700000000000006,write,11,2.0,-0.873476668921048,0.27007162007601615,1.6860214649783347e-11
3.4200000000000004,write,11,2.0,-0.896264991438837,0.2709130242041094,1.6814441824096566e-11
3.4699999999999998,write,11,2.0,-0.918954727958427,0.2717513339595066,1.6746120076055706e-11
3.519999999999999,write,11,2.0,-0.941544235201647,0.27258645985276503,1.6682091741046902e-11
3.5700000000000007,write,11,2.0,-0.964032115459517,0.2734183270308277,1.661658872639058e-11
3.62,write,11,2.0,-0.986417068111761,0.2742469472077713,1.6553803823413288e-11
3.6210000000000004,read,11,0.0,-0.986863642271346,-0.09874675513934304,1.3724767050079437e-07
3.623499999999999,read,11,0.0,-0.987979326234809,-0.10070252967279233,8.10105701071126e-11
3.626,read,11,0.0,-0.989093813529913,-0.10076600254332929,1.797262776931107e-11
3.6285000000000003,read,11,0.0,-0.990207135684942,-0.1007929780530972,1.0095467079276825e-11
3.6310000000000007,read,11,0.0,-0.991319308808965,-0.10081031120927875,6.933262472595318e-12
3.633500000000001,read,11,0.0,-0.9924304196515091,-0.100821812671485,4.600584882353212e-12
3.6359999999999997,read,11,0.0,-0.9935404350897111,-0.10082854452270296,2.6927404873182194e-12
3.6385,read,11,0.0,-0.994649353177323,-0.10083128496330233,1.096176239589372e-12
3.6410000000000005,read,11,0.0,-0.995757172870387,-0.10083066848498219,2.465913278084102e-13
3.643500000000001,read,11,0.0,-0.9968638931368811,-0.10082722443719325,1.3776191157545939e-12
3.6459999999999995,read,11,0.0,-0.997969512955804,-0.10082139645011895,2.3311948296890917e-12
3.6485,read,11,0.0,-0.9990740313163909,-0.10081355672676931,3.1358893397464395e-12
3.6510000000000002,read,11,0.0,-1.00017744721745,-0.10080401776019239,3.8155866307563495e-12
3.6520000000000006,write,12,2.0,-1.0006186907874999,0.27464274418721835,4.081199249538355e-07
3.7020000000000004,write,12,2.0,-1.02263303281248,0.27558631124140565,1.6256145483604206e-11
3.752,write,12,2.0,-1.04455457111566,0.27639747968701245,1.620963023039119e-11
3.801999999999999,write,12,2.0,-1.0663790844213599,0.277205548257791,1.6141474509396655e-11
3.8520000000000008,write,12,2.0,-1.08810511596623,0.2780104372433347,1.6077571215006046e-11
3.902,write,12,2.0,-1.10973142235044,0.2788120798375551,1.601235243810032e-11
3.9519999999999995,write,12,2.0,-1.13125685065159,0.2796104133913975,1.5945900648114233e-11
3.9530000000000003,read,12,0.0,-1.1316862670825398,-0.09665352316415725,1.5374467206017304e-07
3.9555000000000007,read,12,0.0,-1.13275905097407,-0.09830276097837021,7.104951189835606e-11
3.958000000000001,read,12,0.0,-1.13383062620901,-0.09835129317859036,1.2467850844227719e-11
3.9604999999999997,read,12,0.0,-1.1349010251075,-0.09836496723326704,4.781160506226454e-12
3.963,read,12,0.0,-1.13597025979508,-0.09836918433459635,1.686840531902455e-12
3.9655000000000005,read,12,0.0,-1.1370383684762602,-0.09836810700503959,4.3093182290526254e-13
3.968000000000001,read,12,0.0,-1.1381053500134,-0.0983630760976743,2.0123629460247237e-12
3.9704999999999995,read,12,0.0,-1.13917120328177,-0.098355022330526,3.2215068593072495e-12
3.973,read,12,0.0,-1.1402359271679599,-0.09834463647474401,4.1543423127655286e-12
3.9755000000000003,read,12,0.0,-1.1412995205688101,-0.09833244379488762,4.87707194271448e-12
3.9780000000000006,read,12,0.0,-1.14236198239045,-0.0983188460777172,5.439086867910841e-12
3.9804999999999993,read,12,0.0,-1.14342331154768,-0.09830415138347916,5.877877695297648e-12
3.9829999999999997,read,12,0.0,-1.14448350696344,-0.09828859756674042,6.221526695668445e-12
3.9840000000000004,write,13,2.0,-1.1449074633256702,0.2799867764080547,4.0823720389469213e-07
4.034,write,13,2.0,-1.1660585611580798,0.2808997166949015,1.5645248635722528e-11
4.084,write,13,2.0,-1.1871191537095098,0.28168035370869937,1.5599202343744563e-11
4.134,write,13,2.0,-1.2080854350641301,0.2824579446317259,1.553237634301371e-11
4.184,write,13,2.0,-1.22895606495832,0.2832324161491635,1.5469702151929354e-11
4.234,write,13,2.0,-1.2497298968113602,0.2840037067202869,1.540581659582324e-11
4.284000000000001,write,13,2.0,-1.27040586964447,0.2847717587312589,1.5340797618780487e-11
4.284999999999999,read,13,0.0,-1.27081833415634,-0.09442656667346261,1.7661057927539138e-07
4.2875,read,13,0.0,-1.27184873450746,-0.09585063771775541,5.6276222168171856e-11
4.29,read,13,0.0,-1.2728779173705198,-0.09588023025069424,5.9232093598025565e-12
4.2925,read,13,0.0,-1.2739059157735901,-0.09588023727292902,5.783427266415288e-13
4.295,read,13,0.0,-1.2749326893377602,-0.09587271450937437,3.0091054217119987e-12
4.2975,read,13,0.0,-1.27595830510317,-0.0958614660009317,4.499403377021797e-12
4.300000000000001,read,13,0.0,-1.27698276187061,-0.0958477377267786,5.491309661343381e-12
4.302500000000001,read,13,0.0,-1.2780060584512,-0.09583231335645867,6.169748127862076e-12
4.305,read,13,0.0,-1.2790281936653098,-0.09581571469330986,6.639465259623423e-12
4.3075,read,13,0.0,-1.28004916634182,-0.09579829664204113,6.967220507425775e-12
4.3100000000000005,read,13,0.0,-1.28106897531767,-0.09578030352162654,7.197248165808169e-12
4.312500000000001,read,13,0.0,-1.2820876194375301,-0.09576190506676248,7.359381945831106e-12
4.3149999999999995,read,13,0.0,-1.2831050975536198,-0.09574322014066436,7.473970439208633e-12
4.316,write,14,2.0,-1.28351196796935,0.2851287715147595,4.0834711817709723e-07
4.366,write,14,2.0,-1.30381038336115,0.286011252218129,1.5037956403276947e-11
4.416,write,14,2.0,-1.32402157068475,0.286761569145037,1.4993203353441402e-11
4.466,write,14,2.0,-1.34414194107384,0.28750893364993185,1.492848599691036e-11
4.516,write,14,2.0,-1.364170220464,0.28825327640618753,1.4867780695594163e-11
4.566000000000001,write,14,2.0,-1.38410531784456,0.2889945391872404,1.4805929467126457e-11
4.6160000000000005,write,14,2.0,-1.40394622429256,0.2897326675121305,1.474300659612562e-11
4.617000000000001,read,14,0.0,-1.40434202743522,-0.09200865742176677,2.02774334161294e-07
4.6194999999999995,read,14,0.0,-1.40533077247762,-0.09324449874104959,3.9729344926507036e-11
4.622,read,14,0.0,-1.4063182943257,-0.09325596423749831,4.031506265993525e-14
4.6245,read,14,0.0,-1.40730462644053,-0.09324527552358021,4.6903545571013245e-12
4.627000000000001,read,14,0.0,-1.4082896755257501,-0.09322970101948141,6.229801639454914e-12
4.629499999999999,read,14,0.0,-1.40927353482679,-0.09321207919016831,7.048731725360556e-12
4.632,read,14,0.0,-1.41025620308718,-0.09319327556999704,7.521448068513825e-12
4.6345,read,14,0.0,-1.41123767905925,-0.09317376934948586,7.80248820432448e-12
4.6370000000000005,read,14,0.0,-1.4122179615037,-0.09315384039521113,7.971581710010916e-12
4.639499999999999,read,14,0.0,-1.41319704918925,-0.09313365601979746,8.073750165500282e-12
4.6419999999999995,read,14,0.0,-1.4141749408925501,-0.09311331764764584,8.135348860622218e-12
4.6445000000000105,read,14,0.0,-1.4151516353980298,-0.09309288737953142,8.172107245700175e-12
4.647,read,14,0.0,-1.41612713149792,-0.09307240358789409,8.193516655063436e-12
4.648,write,15,2.0,-1.41651721005434,0.2900705617137188,4.084505447211698e-07
4.698,write,15,2.0,-1.43597797832326,0.2909229745029605,1.443864765295027e-11
4.748,write,15,2.0,-1.45535544448439,0.29164339173833437,1.4395749091704508e-11
4.798,write,15,2.0,-1.47464609735223,0.2923609771198572,1.4333663353456331e-11
4.848000000000001,write,15,2.0,-1.49384869365967,0.29307566359391707,1.4275423579955453e-11
4.898000000000001,write,15,2.0,-1.51296216897934,0.2937873948389918,1.4216075436436097e-11
4.9479999999999995,write,15,2.0,-1.53198553846442,0.29449611816482785,1.415569083251419e-11
4.949000000000001,read,15,0.0,-1.53236503238976,-0.0893840607837431,2.284254262158078e-07
4.951500000000001,read,15,0.0,-1.5333130041596699,-0.09045074961543041,2.4842085984595965e-11
4.954,read,15,0.0,-1.53425974990047,-0.09044819862126846,4.211669929609274e-12
4.9565,read,15,0.0,-1.535205302001,-0.09043077695253972,7.22364884382638e-12
4.9590000000000005,read,15,0.0,-1.53614952764064,-0.09041070620343614,8.028299641539675e-12
4.961500000000001,read,15,0.0,-1.53709253185753,-0.09038973958472345,8.386647484811578e-12
4.9639999999999995,read,15,0.0,-1.53803431334517,-0.0903683416153798,8.559187737458895e-12
4.9665,read,15,0.0,-1.5389748708056301,-0.0903467319781684,8.643854884645902e-12
4.969,read,15,0.0,-1.53991420294936,-0.09032502026610255,8.684684826497239e-12
4.971500000000001,read,15,0.0,-1.54085230849512,-0.0903032625211029,8.703097999793621e-12
4.973999999999999,read,15,0.0,-1.54178918616998,-0.09028148785292345,8.709867271779718e-12
4.9765,read,15,0.0,-1.5427248347093,-0.09025971147282993,8.710552037279725e-12
4.979,read,15,0.0,-1.54365925285673,-0.09023794144256851,8.708012104635825e-12
