series,overdrive_V,I_over_Ion,Vt_V,Ion_A
"TCAD, erased",-0.47717359981712515,1.7220083968697029e-06,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.45717359981717914,1.4508476233732804e-06,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.4371735998172329,6.182498780170153e-07,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.41717359981728663,1.0264216889178865e-06,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.39717359981734046,3.8135450682512444e-06,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.37717359981739457,8.062125013324374e-06,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.3571735998174483,1.4009019755879311e-05,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.33717359981750206,2.1832641267450928e-05,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.3171735998175558,3.175701261976712e-05,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.29717359981760944,4.416760058210949e-05,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.27717359981766315,5.9708617794903605e-05,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.2571735998177168,7.938495776097987e-05,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.23717359981777114,0.00010472356715596685,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.21717359981782514,0.00013804999046140962,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.19717359981787816,0.0001830175342636371,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.17717359981793215,0.000245595206002091,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.15717359981798615,0.00033575931506061153,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.13717359981803914,0.00047107143590264914,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.11717359981809314,0.0006825916087870308,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.09717359981814716,0.0010247207867126295,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.07717359981820116,0.0015859964699748805,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.05717359981825515,0.002491640099723032,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.037173599818308145,0.003893328432196475,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",-0.01717359981836214,0.005960296863222361,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",0.0028264001815838657,0.008892302023638263,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",0.02282640018152987,0.012948324281660172,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",0.042826400181476876,0.01848232849580822,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",0.06282640018142188,0.02598281191752804,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",0.08282640018136883,0.03609714648617284,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",0.10282640018131484,0.049624587624138294,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",0.12282640018126084,0.06747667098142142,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",0.14282640018120785,0.090597360908383,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",0.16282640018115285,0.11987217709162386,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",0.1828264001810998,0.15605184255703883,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",0.20282640018104586,0.199670370575144,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",0.2228264001809918,0.25113174117602177,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",0.24282640018093887,0.31059537016198463,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",0.2628264001808848,0.3779906514545772,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",0.2828264001808309,0.4530451499820555,0.35717359980803715,1.0709819098929524e-06
