Vg_V,I_A,state,series
-0.760000000020876,3.115232396532729e-07,programmed,TCAD
-0.740000000020778,3.9017472950878814e-07,programmed,TCAD
-0.72000000002068,4.762126272073224e-07,programmed,TCAD
-0.700000000020582,5.682165464188795e-07,programmed,TCAD
-0.680000000020485,6.646494540229081e-07,programmed,TCAD
-0.660000000020387,7.639911436958215e-07,programmed,TCAD
-0.640000000020288,8.648710759777185e-07,programmed,TCAD
-0.62000000002019,9.661608868214483e-07,programmed,TCAD
-0.600000000020092,1.0670069732734886e-06,programmed,TCAD
-0.580000000019994,1.1668104728598147e-06,programmed,TCAD
-0.560000000019897,1.265176395481798e-06,programmed,TCAD
-0.540000000019798,1.3618529882826275e-06,programmed,TCAD
-0.5200000000197,1.456675539415881e-06,programmed,TCAD
-0.500000000019602,1.5495236641158373e-06,programmed,TCAD
-0.480000000019504,1.640296262322772e-06,programmed,TCAD
-0.460000000019406,1.7289049048883568e-06,programmed,TCAD
-0.440000000019308,1.8152834144372805e-06,programmed,TCAD
-0.42000000001921,1.899406632903451e-06,programmed,TCAD
-0.400000000019112,1.981310364024404e-06,programmed,TCAD
-0.380000000019014,2.0611069564022817e-06,programmed,TCAD
-0.360000000018916,2.1389904210147905e-06,programmed,TCAD
-0.340000000018818,2.215235073552694e-06,programmed,TCAD
-0.32000000001872,2.290192338040998e-06,programmed,TCAD
-0.300000000018622,2.3643007424237692e-06,programmed,TCAD
-0.280000000018524,2.438098234620228e-06,programmed,TCAD
-0.260000000018426,2.5120942987199076e-06,programmed,TCAD
-0.240000000018328,2.585969076502318e-06,programmed,TCAD
-0.22000000001823,2.658739986982099e-06,programmed,TCAD
-0.200000000018132,2.7299010052043374e-06,programmed,TCAD
-0.180000000018034,2.797791602729374e-06,programmed,TCAD
-0.160000000017936,2.86305195185938e-06,programmed,TCAD
-0.140000000017838,2.9262966204428147e-06,programmed,TCAD
-0.12000000001774,2.9871820597418655e-06,programmed,TCAD
-0.100000000017642,3.045644530867235e-06,programmed,TCAD
-0.0800000000175438,3.1017782352492602e-06,programmed,TCAD
-0.0600000000174461,3.1557402555186935e-06,programmed,TCAD
-0.0400000000173479,3.2077946380170803e-06,programmed,TCAD
-0.0200000000172498,3.257996882173103e-06,programmed,TCAD
-1.7152057552039e-11,3.3066259032043453e-06,programmed,TCAD
0.0199999999829461,3.3535781285486735e-06,programmed,TCAD
0.0399999999830443,3.3990144484219413e-06,programmed,TCAD
0.059999999983142,3.4428595864995866e-06,programmed,TCAD
0.0799999999832401,3.4852669467894543e-06,programmed,TCAD
0.0999999999833383,3.5260628883898724e-06,programmed,TCAD
0.119999999983436,3.565326081894844e-06,programmed,TCAD
0.139999999983534,3.6031446390324715e-06,programmed,TCAD
0.159999999983632,3.6395628859065033e-06,programmed,TCAD
0.17999999998373,3.6744968990423644e-06,programmed,TCAD
0.199999999983828,3.7082518184627354e-06,programmed,TCAD
0.219999999983926,3.74096621330281e-06,programmed,TCAD
0.239999999984024,3.7726975060805723e-06,programmed,TCAD
0.259999999984122,3.8034698802674834e-06,programmed,TCAD
0.27999999998422,3.8333129845406364e-06,programmed,TCAD
0.299999999984318,3.862200125361e-06,programmed,TCAD
0.319999999984416,3.890257713050085e-06,programmed,TCAD
0.339999999984514,3.9175504757350395e-06,programmed,TCAD
0.359999999984612,3.943952271217542e-06,programmed,TCAD
0.37999999998471,3.969518081135315e-06,programmed,TCAD
0.399999999984808,3.994387090822567e-06,programmed,TCAD
0.419999999984906,4.018600724901886e-06,programmed,TCAD
0.439999999985004,4.042182217778983e-06,programmed,TCAD
0.459999999985102,4.0651546213302404e-06,programmed,TCAD
0.4799999999852,4.087539739309115e-06,programmed,TCAD
0.499999999985298,4.109358831775874e-06,programmed,TCAD
0.519999999985396,4.1306321291388675e-06,programmed,TCAD
0.539999999985494,4.1513786616803455e-06,programmed,TCAD
0.559999999985592,4.171616527912497e-06,programmed,TCAD
0.57999999998569,4.1913629756533956e-06,programmed,TCAD
0.599999999985788,4.210634524600625e-06,programmed,TCAD
0.619999999985887,4.2294472349084705e-06,programmed,TCAD
0.639999999985984,4.247812136111732e-06,programmed,TCAD
0.659999999986082,4.265738201539399e-06,programmed,TCAD
0.679999999986181,4.2832475319701454e-06,programmed,TCAD
0.699999999986278,4.300335455493613e-06,programmed,TCAD
0.719999999986376,4.3170118622430124e-06,programmed,TCAD
0.739999999986475,4.333308671782182e-06,programmed,TCAD
0.759999999986572,4.3492368027384765e-06,programmed,TCAD
0.77999999998667,4.364807015681196e-06,programmed,TCAD
0.799999999986769,4.380028230063235e-06,programmed,TCAD
0.819999999986866,4.394893602352815e-06,programmed,TCAD
0.839999999986965,4.409428344825797e-06,programmed,TCAD
0.859999999987063,4.423640295356415e-06,programmed,TCAD
0.87999999998716,4.437537449874354e-06,programmed,TCAD
0.899999999987259,4.45112802913895e-06,programmed,TCAD
0.919999999987357,4.4644200656323264e-06,programmed,TCAD
0.939999999987454,4.47742211318479e-06,programmed,TCAD
0.959999999987553,4.490142996343763e-06,programmed,TCAD
0.979999999987651,4.502591472617742e-06,programmed,TCAD
0.999999999987748,4.514775624753736e-06,programmed,TCAD
1.01999999998785,4.526704419089217e-06,programmed,TCAD
1.03999999998794,4.538386728234125e-06,programmed,TCAD
1.05999999998804,4.549804018151548e-06,programmed,TCAD
1.07999999998814,4.560979630605872e-06,programmed,TCAD
1.09999999998824,4.571933043085218e-06,programmed,TCAD
1.11999999998834,4.582671316262883e-06,programmed,TCAD
1.13999999998843,4.593201629050655e-06,programmed,TCAD
1.15999999998853,4.603530460417279e-06,programmed,TCAD
1.17999999998863,4.6136640693404306e-06,programmed,TCAD
1.19999999998873,4.623608485391675e-06,programmed,TCAD
1.21999999998883,4.633369527684268e-06,programmed,TCAD
1.23999999998892,4.642952845903172e-06,programmed,TCAD
1.25999999998902,4.6523637988918095e-06,programmed,TCAD
1.27999999998912,4.661607369885551e-06,programmed,TCAD
1.29999999998922,4.670689847021676e-06,programmed,TCAD
1.31999999998932,4.679541740411074e-06,programmed,TCAD
1.33999999998941,4.68823042752784e-06,programmed,TCAD
1.35999999998951,4.696771646301929e-06,programmed,TCAD
1.37999999998961,4.705168820427113e-06,programmed,TCAD
1.39999999998971,4.713425502682942e-06,programmed,TCAD
1.41999999998981,4.7215452411599864e-06,programmed,TCAD
1.4399999999899,4.7295315239339244e-06,programmed,TCAD
1.45999999999,4.7373877572551925e-06,programmed,TCAD
1.4799999999901,4.745117255704666e-06,programmed,TCAD
1.4999999999902,4.7527232398651115e-06,programmed,TCAD
1.5199999999903,4.760208794239399e-06,programmed,TCAD
1.53999999999039,4.767576855705308e-06,programmed,TCAD
1.55999999999049,4.774830447172219e-06,programmed,TCAD
1.57999999999059,4.7819723778442295e-06,programmed,TCAD
1.59999999999069,4.789005370482766e-06,programmed,TCAD
1.61999999999079,4.795931983930139e-06,programmed,TCAD
1.63999999999088,4.802754825169882e-06,programmed,TCAD
1.65999999999098,4.809476370967343e-06,programmed,TCAD
1.67999999999108,4.816099001395015e-06,programmed,TCAD
1.69999999999118,4.8226250183816e-06,programmed,TCAD
1.71999999999128,4.829056648465304e-06,programmed,TCAD
1.73999999999138,4.83539604569867e-06,programmed,TCAD
1.75999999999147,4.841645294851969e-06,programmed,TCAD
1.77999999999157,4.847806414825372e-06,programmed,TCAD
1.79999999999167,4.853881362085197e-06,programmed,TCAD
1.81999999999177,4.859872034911242e-06,programmed,TCAD
1.83999999999187,4.865780281185729e-06,programmed,TCAD
1.85999999999196,4.871607776353033e-06,programmed,TCAD
1.87999999999206,4.877356182508673e-06,programmed,TCAD
1.89999999999216,4.8830273409271125e-06,programmed,TCAD
1.91999999999226,4.888622865314188e-06,programmed,TCAD
1.93999999999236,4.894144332140339e-06,programmed,TCAD
1.95999999999245,4.899593276271001e-06,programmed,TCAD
1.97999999999255,4.904971191286611e-06,programmed,TCAD
1.99999999999265,4.910279530570141e-06,programmed,TCAD
2.01999999999275,4.915519708564379e-06,programmed,TCAD
2.03999999999284,4.9206931022985045e-06,programmed,TCAD
2.05999999999294,4.925801052543253e-06,programmed,TCAD
2.07999999999304,4.9308448648782855e-06,programmed,TCAD
2.09999999999314,4.935825810989796e-06,programmed,TCAD
2.11999999999324,4.940745130506692e-06,programmed,TCAD
2.13999999999334,4.945604031509881e-06,programmed,TCAD
2.15999999999343,4.9504036847356095e-06,programmed,TCAD
2.17999999999353,4.9551452353782266e-06,programmed,TCAD
2.19999999999363,4.959829805405741e-06,programmed,TCAD
2.21999999999373,4.964458488481873e-06,programmed,TCAD
2.23999999999383,4.969032347694746e-06,programmed,TCAD
2.25999999999392,4.973552422366276e-06,programmed,TCAD
2.27999999999402,4.978019726851472e-06,programmed,TCAD
2.29999999999412,4.982435247368219e-06,programmed,TCAD
2.31999999999422,4.9867999482479525e-06,programmed,TCAD
2.33999999999432,4.9911147714185595e-06,programmed,TCAD
2.35999999999441,4.995380634753575e-06,programmed,TCAD
2.37999999999451,4.99959843749356e-06,programmed,TCAD
2.39999999999461,5.003769045496195e-06,programmed,TCAD
2.41999999999471,5.007893278204198e-06,programmed,TCAD
2.43999999999481,5.011972015413403e-06,programmed,TCAD
2.4599999999949,5.016006074285456e-06,programmed,TCAD
2.479999999995,5.0199962557094425e-06,programmed,TCAD
2.4999999999951,5.0239433374365644e-06,programmed,TCAD
2.5199999999952,5.027848071200016e-06,programmed,TCAD
2.5399999999953,5.031711219504824e-06,programmed,TCAD
2.55999999999539,5.0355335069188085e-06,programmed,TCAD
2.57999999999549,5.039315641135578e-06,programmed,TCAD
2.59999999999559,5.043058316836161e-06,programmed,TCAD
2.61999999999569,5.0467622157904735e-06,programmed,TCAD
2.63999999999579,5.050428012842606e-06,programmed,TCAD
2.65999999999588,5.054056374575492e-06,programmed,TCAD
2.67999999999598,5.057647959511885e-06,programmed,TCAD
2.69999999999608,5.061203421089447e-06,programmed,TCAD
2.71999999999618,5.064723412584531e-06,programmed,TCAD
2.73999999999628,5.068208597614091e-06,programmed,TCAD
2.75999999999637,5.0716596730595725e-06,programmed,TCAD
2.77999999999647,5.0750774443494416e-06,programmed,TCAD
2.79999999999657,5.078426164188221e-06,programmed,TCAD
2.81999999999667,5.081729826937601e-06,programmed,TCAD
2.83999999999677,5.085001837117826e-06,programmed,TCAD
2.85999999999686,5.088242542968637e-06,programmed,TCAD
2.87999999999696,5.091452332820569e-06,programmed,TCAD
2.89999999999706,5.094631616062611e-06,programmed,TCAD
2.91999999999716,5.097780809784235e-06,programmed,TCAD
2.93999999999726,5.100900332686692e-06,programmed,TCAD
2.95999999999735,5.103990601823032e-06,programmed,TCAD
2.97999999999745,5.107052030730059e-06,programmed,TCAD
2.99999999999755,5.1100850282647045e-06,programmed,TCAD
3.01999999999765,5.113089997910665e-06,programmed,TCAD
3.03999999999775,5.116067337300335e-06,programmed,TCAD
3.05999999999784,5.119017437934464e-06,programmed,TCAD
3.07999999999794,5.121940685033215e-06,programmed,TCAD
3.09999999999804,5.124837456794015e-06,programmed,TCAD
3.11999999999814,5.127708125964952e-06,programmed,TCAD
3.13999999999824,5.130553058651888e-06,programmed,TCAD
3.15999999999833,5.133372614396502e-06,programmed,TCAD
3.17999999999843,5.136167146408497e-06,programmed,TCAD
3.19999999999853,5.138937001682033e-06,programmed,TCAD
3.21999999999863,5.141682521032795e-06,programmed,TCAD
3.23999999999873,5.144404038958804e-06,programmed,TCAD
3.25999999999882,5.147101884130192e-06,programmed,TCAD
3.27999999999892,5.149776379434085e-06,programmed,TCAD
3.29999999999902,5.152427841890041e-06,programmed,TCAD
3.31999999999912,5.15505658303316e-06,programmed,TCAD
3.33999999999922,5.157662908826927e-06,programmed,TCAD
3.35999999999931,5.160247120383237e-06,programmed,TCAD
3.37999999999941,5.162809510897554e-06,programmed,TCAD
3.39999999999951,5.165350365714606e-06,programmed,TCAD
3.41999999999961,5.16786997688054e-06,programmed,TCAD
3.43999999999971,5.170368619500951e-06,programmed,TCAD
3.4599999999998,5.1728466132979526e-06,programmed,TCAD
3.4799999999999,5.17530406613756e-06,programmed,TCAD
3.5,5.17773174371717e-06,programmed,TCAD
-3.4954754835999617,4.946741974480218e-10,erased,Liao2022
-3.145361213752251,3.1603860343260117e-10,erased,Liao2022
-2.8578426137536743,1.3776266931371722e-10,erased,Liao2022
-2.569014004286008,6.841068151360226e-11,erased,Liao2022
-2.343407590935303,6.397417363000603e-11,erased,Liao2022
-2.034416227030336,2.3083779624920548e-11,erased,Liao2022
-1.6851563111842047,8.873416661335123e-12,erased,Liao2022
-1.4272553165737547,6.040880790857828e-12,erased,Liao2022
-1.180318531650255,3.511081847128451e-12,erased,Liao2022
-0.9239268957759303,7.859308791657663e-13,erased,Liao2022
-0.6681333077027132,9.021413057216145e-14,erased,Liao2022
-0.4323885601999182,2.086002420811485e-14,erased,Liao2022
-0.18001238813302223,4.942202764729183e-12,erased,Liao2022
0.07253465473419052,1.5109021872908704e-09,erased,Liao2022
0.34364965790241975,4.6774902025980766e-08,erased,Liao2022
0.6756801013833433,5.067315846315342e-07,erased,Liao2022
0.8828609467666269,1.5398839260128256e-06,erased,Liao2022
1.1101191111870552,2.5568057219440167e-06,erased,Liao2022
1.3990046775881595,3.290011637058094e-06,erased,Liao2022
1.7087364816278319,5.459116888239848e-06,erased,Liao2022
1.9767758103903696,5.447495035899126e-06,erased,Liao2022
2.450828367400701,4.484220844979461e-06,erased,Liao2022
2.7602184298397408,5.080041686667609e-06,erased,Liao2022
3.131349808126332,5.065073421307017e-06,erased,Liao2022
3.440682913631932,5.38445702804113e-06,erased,Liao2022
-3.5,3.979999999999998e-10,programmed,Liao2022
-3.1,2.0000000000000003e-10,programmed,Liao2022
-2.7,9.999999999999999e-11,programmed,Liao2022
-2.3,5.010000000000001e-11,programmed,Liao2022
-1.9,2.5100000000000012e-11,programmed,Liao2022
-1.5,1.2600000000000012e-11,programmed,Liao2022
-1.1,6.310000000000013e-12,programmed,Liao2022
-0.9115,1.5811388300841896e-08,programmed,Liao2022
-0.7175,9.18531436587775e-08,programmed,Liao2022
-0.5305,5.62465998972383e-07,programmed,Liao2022
-0.333,2.5900000000000006e-06,programmed,Liao2022
0.028000000000000004,3.90249919923118e-06,programmed,Liao2022
0.575,4.550000000000001e-06,programmed,Liao2022
0.884,4.539999999999999e-06,programmed,Liao2022
1.317,4.82e-06,programmed,Liao2022
