Vg_V,I_A,state,series
-2.64000000003009,1.3641763462349977e-09,programmed,TCAD
-2.62000000002999,1.3615677332094297e-09,programmed,TCAD
-2.60000000002989,1.3588899700098107e-09,programmed,TCAD
-2.5800000000298,1.3561393802736716e-09,programmed,TCAD
-2.5600000000297,1.3533117374535204e-09,programmed,TCAD
-2.5400000000296,1.3504026726549223e-09,programmed,TCAD
-2.5200000000295,1.347408224708307e-09,programmed,TCAD
-2.5000000000294,1.3443246866727867e-09,programmed,TCAD
-2.4800000000293,1.341148479761313e-09,programmed,TCAD
-2.46000000002921,1.3378750723418857e-09,programmed,TCAD
-2.44000000002911,1.3344996279637929e-09,programmed,TCAD
-2.42000000002901,1.3310173003941644e-09,programmed,TCAD
-2.40000000002891,1.327421447388195e-09,programmed,TCAD
-2.38000000002882,1.3237038220659067e-09,programmed,TCAD
-2.36000000002872,1.3198572113844108e-09,programmed,TCAD
-2.34000000002862,1.3158717866036769e-09,programmed,TCAD
-2.32000000002852,1.311739710829864e-09,programmed,TCAD
-2.30000000002842,1.30745190552408e-09,programmed,TCAD
-2.28000000002833,1.3029973097206187e-09,programmed,TCAD
-2.26000000002823,1.298363859885352e-09,programmed,TCAD
-2.24000000002813,1.2935382286182538e-09,programmed,TCAD
-2.22000000002803,1.2885056617454227e-09,programmed,TCAD
-2.20000000002793,1.283249904937367e-09,programmed,TCAD
-2.18000000002784,1.2777528095914433e-09,programmed,TCAD
-2.16000000002774,1.271994041608485e-09,programmed,TCAD
-2.14000000002764,1.2659507159369646e-09,programmed,TCAD
-2.12000000002754,1.2595968221550669e-09,programmed,TCAD
-2.10000000002744,1.2529024674416693e-09,programmed,TCAD
-2.08000000002735,1.2458330617743337e-09,programmed,TCAD
-2.06000000002725,1.238348444601288e-09,programmed,TCAD
-2.04000000002715,1.2304018082627162e-09,programmed,TCAD
-2.02000000002705,1.2219383519607674e-09,programmed,TCAD
-2.00000000002695,1.212893725159709e-09,programmed,TCAD
-1.98000000002686,1.203192435963432e-09,programmed,TCAD
-1.96000000002676,1.192746449301755e-09,programmed,TCAD
-1.94000000002666,1.1814540071283449e-09,programmed,TCAD
-1.92000000002656,1.1691979549933734e-09,programmed,TCAD
-1.90000000002646,1.1558413805230879e-09,programmed,TCAD
-1.88000000002636,1.1412164458040978e-09,programmed,TCAD
-1.86000000002627,1.1251007726378644e-09,programmed,TCAD
-1.84000000002617,1.1071756377040129e-09,programmed,TCAD
-1.82000000002607,1.0869613745800296e-09,programmed,TCAD
-1.80000000002597,1.0637270763396261e-09,programmed,TCAD
-1.78000000002587,1.0363757386888486e-09,programmed,TCAD
-1.76000000002578,1.0033194370448931e-09,programmed,TCAD
-1.74000000002568,9.623938496350535e-10,programmed,TCAD
-1.72000000002558,9.10927601264547e-10,programmed,TCAD
-1.70000000002548,8.461626106293754e-10,programmed,TCAD
-1.68000000002538,7.662194256992445e-10,programmed,TCAD
-1.66000000002529,6.715308977593141e-10,programmed,TCAD
-1.64000000002519,5.66074154842015e-10,programmed,TCAD
-1.62000000002509,4.573512767371878e-10,programmed,TCAD
-1.60000000002499,3.5449698371206053e-10,programmed,TCAD
-1.58000000002489,2.653475670368121e-10,programmed,TCAD
-1.5600000000248,1.9409094157912113e-10,programmed,TCAD
-1.5400000000247,1.4077664602649208e-10,programmed,TCAD
-1.5200000000246,1.0265280677085352e-10,programmed,TCAD
-1.5000000000245,7.606696630756696e-11,programmed,TCAD
-1.4800000000244,5.771584400091929e-11,programmed,TCAD
-1.46000000002431,4.50319754097421e-11,programmed,TCAD
-1.44000000002421,3.614600976030625e-11,programmed,TCAD
-1.42000000002411,2.9765195388013284e-11,programmed,TCAD
-1.40000000002401,2.5032922426433668e-11,programmed,TCAD
-1.38000000002391,2.1389192809550022e-11,programmed,TCAD
-1.36000000002382,1.8462797102147593e-11,programmed,TCAD
-1.34000000002372,1.600474708983779e-11,programmed,TCAD
-1.32000000002362,1.3854527362881361e-11,programmed,TCAD
-1.30000000002352,1.1930895549592133e-11,programmed,TCAD
-1.28000000002343,1.0233911755321254e-11,programmed,TCAD
-1.26000000002333,8.842352619679483e-12,programmed,TCAD
-1.24000000002323,7.901561638872458e-12,programmed,TCAD
-1.22000000002313,7.619438523670517e-12,programmed,TCAD
-1.20000000002303,8.30769761409502e-12,programmed,TCAD
-1.18000000002293,1.0504423004735783e-11,programmed,TCAD
-1.16000000002284,1.5213622726815295e-11,programmed,TCAD
-1.14000000002274,2.435323464874107e-11,programmed,TCAD
-1.12000000002264,4.1570887965405614e-11,programmed,TCAD
-1.10000000002254,7.381776755461599e-11,programmed,TCAD
-1.08000000002244,1.3430763998430425e-10,programmed,TCAD
-1.06000000002235,2.477775066816508e-10,programmed,TCAD
-1.04000000002225,4.589544359225689e-10,programmed,TCAD
-1.02000000002215,8.447673221681279e-10,programmed,TCAD
-1.00000000002205,1.5315694054158126e-09,programmed,TCAD
-0.980000000021954,2.7229525695893446e-09,programmed,TCAD
-0.960000000021856,4.750148394443616e-09,programmed,TCAD
-0.940000000021758,8.159148238097121e-09,programmed,TCAD
-0.920000000021661,1.3834216379516637e-08,programmed,TCAD
-0.900000000021563,2.3104919127008846e-08,programmed,TCAD
-0.880000000021465,3.7706731934348225e-08,programmed,TCAD
-0.860000000021366,5.9496973635821194e-08,programmed,TCAD
-0.840000000021268,9.00490794381258e-08,programmed,TCAD
-0.82000000002117,1.3037857812382543e-07,programmed,TCAD
-0.800000000021073,1.8089131020880872e-07,programmed,TCAD
-0.780000000020975,2.4145893797545204e-07,programmed,TCAD
