t_us,phase,pulse,Vg_V,Py_uC_cm2,Id_uA_um,V_pgm_V,threshold_uA_um
0.38066666666667043,write,8,2.0,0.319818590694005,73.75828603207817,0.2,0.08209538082760466
0.38400000000000006,write,8,2.0,0.31981307736036,73.75810739670916,0.2,0.08209538082760466
0.3849999999999997,read,8,0.0,0.31981123616297297,0.623851616739222,0.2,0.08209538082760466
0.3875000000000001,read,8,0.0,0.31980654588853397,0.0014613478902890879,0.2,0.08209538082760466
0.3899999999999997,read,8,0.0,0.31980178656597,0.0006940983025757609,0.2,0.08209538082760466
0.39250000000000007,read,8,0.0,0.31979696245551303,0.0006271947369920882,0.2,0.08209538082760466
0.39500000000000046,read,8,0.0,0.319792075911375,0.000618784222989514,0.2,0.08209538082760466
0.3975,read,8,0.0,0.319787134174895,0.000616909359049821,0.2,0.08209538082760466
0.4000000000000004,read,8,0.0,0.31978213797229,0.0006164564047284681,0.2,0.08209538082760466
0.40249999999999997,read,8,0.0,0.319777088009112,0.0006165143422705391,0.2,0.08209538082760466
0.40500000000000036,read,8,0.0,0.319771984970923,0.0006169062558919199,0.2,0.08209538082760466
0.4074999999999999,read,8,0.0,0.319766829523907,0.0006175838401146445,0.2,0.08209538082760466
0.4100000000000003,read,8,0.0,0.319761622315451,0.0006185217870280916,0.2,0.08209538082760466
0.41249999999999987,read,8,0.0,0.319756363974703,0.0006196993812186831,0.2,0.08209538082760466
0.41500000000000026,read,8,0.0,0.31975105511312096,0.0006210973083288632,0.2,0.08209538082760466
0.4159999999999999,write,9,2.0,0.319748905276597,71.49202536297042,0.2,0.08209538082760466
0.4193333333333304,write,9,2.0,0.31974048493025903,73.75626068453592,0.2,0.08209538082760466
0.4226666666666702,write,9,2.0,0.319729845522433,73.75609486001831,0.2,0.08209538082760466
0.4259999999999998,write,9,2.0,0.319717304543831,73.7559326741486,0.2,0.08209538082760466
0.4293333333333303,write,9,2.0,0.319702877275626,73.75577410265635,0.2,0.08209538082760466
0.4326666666666599,write,9,2.0,0.319686562293265,73.75561915214155,0.2,0.08209538082760466
0.4359999999999997,write,9,2.0,0.319668358206893,73.75546782922042,0.2,0.08209538082760466
0.4370000000000002,read,9,0.0,0.319662710038627,0.6237835052185179,0.2,0.08209538082760466
