cycle,phase,pulse,segment,E_gate_J,E_drain_J,E_total_J,n_samples
10,fire,6,fall,-2.649424e-16,5.494050e-16,2.844627e-16,30
10,fire,6,read,7.403352e-17,3.696770e-18,7.773029e-17,21
10,fire,7,rise,2.576168e-16,5.390381e-16,7.966549e-16,30
10,fire,7,write,3.611481e-15,1.231474e-13,1.267589e-13,11
10,fire,7,fall,-2.650166e-16,5.500298e-16,2.850132e-16,30
10,fire,7,read,7.403704e-17,3.696943e-18,7.773398e-17,21
10,fire,8,rise,2.577127e-16,5.396895e-16,7.974022e-16,30
10,fire,8,write,3.611597e-15,1.231750e-13,1.267866e-13,11
10,fire,8,fall,-2.650965e-16,5.507050e-16,2.856085e-16,30
10,fire,8,read,7.404109e-17,3.697145e-18,7.773824e-17,21
10,fire,9,rise,2.578171e-16,5.404021e-16,7.982191e-16,30
10,fire,9,write,3.611728e-15,1.232052e-13,1.268170e-13,11
10,fire,9,fall,-2.651840e-16,5.514529e-16,2.862689e-16,30
10,fire,9,read,7.404575e-17,3.697376e-18,7.774312e-17,21
10,erase,0,rise,3.567405e-16,2.850634e-18,3.595911e-16,30
10,erase,0,hold,1.147570e-14,4.805378e-17,1.152375e-14,41
10,erase,0,fall,-1.617525e-15,3.252640e-19,-1.617200e-15,31
10,relax,0,hold,-1.991490e-14,2.479239e-16,-1.966698e-14,71
11,fire,1,rise,2.653812e-16,5.440206e-16,8.094018e-16,30
11,fire,1,write,3.610964e-15,1.230443e-13,1.266552e-13,11
11,fire,1,fall,-2.647058e-16,5.474194e-16,2.827136e-16,30
11,fire,1,read,7.402510e-17,3.696360e-18,7.772146e-17,21
11,fire,2,rise,2.572885e-16,5.368198e-16,7.941083e-16,30
11,fire,2,write,3.611023e-15,1.230507e-13,1.266617e-13,11
11,fire,2,fall,-2.647282e-16,5.476079e-16,2.828796e-16,30
11,fire,2,read,7.402484e-17,3.696347e-18,7.772119e-17,21
11,fire,3,rise,2.573261e-16,5.370725e-16,7.943985e-16,30
11,fire,3,write,3.611095e-15,1.230625e-13,1.266736e-13,11
11,fire,3,fall,-2.647653e-16,5.479182e-16,2.831529e-16,30
11,fire,3,read,7.402573e-17,3.696391e-18,7.772212e-17,21
11,fire,4,rise,2.573801e-16,5.374361e-16,7.948162e-16,30
11,fire,4,write,3.611179e-15,1.230787e-13,1.266898e-13,11
11,fire,4,fall,-2.648144e-16,5.483292e-16,2.835149e-16,30
11,fire,4,read,7.402759e-17,3.696482e-18,7.772407e-17,21
11,fire,5,rise,2.574475e-16,5.378910e-16,7.953386e-16,30
11,fire,5,write,3.611271e-15,1.230985e-13,1.267098e-13,11
11,fire,5,fall,-2.648733e-16,5.488227e-16,2.839494e-16,30
11,fire,5,read,7.403027e-17,3.696613e-18,7.772688e-17,21
11,fire,6,rise,2.575259e-16,5.384205e-16,7.959464e-16,30
11,fire,6,write,3.611370e-15,1.231213e-13,1.267326e-13,11
11,fire,6,fall,-2.649401e-16,5.493823e-16,2.844422e-16,30
11,fire,6,read,7.403357e-17,3.696773e-18,7.773035e-17,21
11,fire,7,rise,2.576131e-16,5.390102e-16,7.966232e-16,30
11,fire,7,write,3.611476e-15,1.231464e-13,1.267579e-13,11
11,fire,7,fall,-2.650133e-16,5.499957e-16,2.849825e-16,30
11,fire,7,read,7.403720e-17,3.696946e-18,7.773415e-17,21
11,fire,8,rise,2.577073e-16,5.396486e-16,7.973559e-16,30
11,fire,8,write,3.611590e-15,1.231736e-13,1.267852e-13,11
11,fire,8,fall,-2.650919e-16,5.506584e-16,2.855665e-16,30
11,fire,8,read,7.404120e-17,3.697145e-18,7.773835e-17,21
11,fire,9,rise,2.578109e-16,5.403551e-16,7.981660e-16,30
11,fire,9,write,3.611723e-15,1.232037e-13,1.268154e-13,11
11,fire,9,fall,-2.651793e-16,5.514053e-16,2.862260e-16,30
11,fire,9,read,7.404581e-17,3.697372e-18,7.774318e-17,21
11,erase,0,rise,3.567406e-16,2.850630e-18,3.595912e-16,30
11,erase,0,hold,1.147571e-14,4.805384e-17,1.152377e-14,41
11,erase,0,fall,-1.617529e-15,3.252581e-19,-1.617204e-15,31
11,relax,0,hold,-1.991491e-14,2.479206e-16,-1.966699e-14,71
12,fire,1,rise,2.653813e-16,5.440230e-16,8.094044e-16,30
12,fire,1,write,3.610964e-15,1.230443e-13,1.266553e-13,11
12,fire,1,fall,-2.647060e-16,5.474216e-16,2.827156e-16,30
12,fire,1,read,7.402510e-17,3.696361e-18,7.772146e-17,21
12,fire,2,rise,2.572888e-16,5.368220e-16,7.941108e-16,30
12,fire,2,write,3.611023e-15,1.230508e-13,1.266618e-13,11
12,fire,2,fall,-2.647284e-16,5.476100e-16,2.828816e-16,30
12,fire,2,read,7.402486e-17,3.696349e-18,7.772121e-17,21
12,fire,3,rise,2.573263e-16,5.370745e-16,7.944008e-16,30
12,fire,3,write,3.611095e-15,1.230625e-13,1.266736e-13,11
12,fire,3,fall,-2.647654e-16,5.479201e-16,2.831547e-16,30
12,fire,3,read,7.402576e-17,3.696393e-18,7.772215e-17,21
12,fire,4,rise,2.573803e-16,5.374379e-16,7.948182e-16,30
12,fire,4,write,3.611178e-15,1.230787e-13,1.266899e-13,11
12,fire,4,fall,-2.648145e-16,5.483308e-16,2.835163e-16,30
12,fire,4,read,7.402761e-17,3.696484e-18,7.772410e-17,21
12,fire,5,rise,2.574477e-16,5.378925e-16,7.953402e-16,30
12,fire,5,write,3.611270e-15,1.230985e-13,1.267097e-13,11
12,fire,5,fall,-2.648734e-16,5.488240e-16,2.839506e-16,30
12,fire,5,read,7.403027e-17,3.696614e-18,7.772688e-17,21
12,fire,6,rise,2.575260e-16,5.384217e-16,7.959477e-16,30
12,fire,6,write,3.611369e-15,1.231212e-13,1.267326e-13,11
12,fire,6,fall,-2.649402e-16,5.493832e-16,2.844430e-16,30
12,fire,6,read,7.403349e-17,3.696772e-18,7.773026e-17,21
12,fire,7,rise,2.576131e-16,5.390111e-16,7.966242e-16,30
12,fire,7,write,3.611475e-15,1.231463e-13,1.267578e-13,11
12,fire,7,fall,-2.650133e-16,5.499964e-16,2.849831e-16,30
12,fire,7,read,7.403701e-17,3.696938e-18,7.773394e-17,21
12,fire,8,rise,2.577074e-16,5.396500e-16,7.973573e-16,30
12,fire,8,write,3.611589e-15,1.231734e-13,1.267850e-13,11
12,fire,8,fall,-2.650920e-16,5.506597e-16,2.855677e-16,30
12,fire,8,read,7.404082e-17,3.697123e-18,7.773795e-17,21
12,fire,9,rise,2.578110e-16,5.403571e-16,7.981682e-16,30
12,fire,9,write,3.611723e-15,1.232036e-13,1.268153e-13,11
12,fire,9,fall,-2.651794e-16,5.514073e-16,2.862278e-16,30
12,fire,9,read,7.404545e-17,3.697352e-18,7.774280e-17,21
12,erase,0,rise,3.567388e-16,2.850613e-18,3.595894e-16,30
12,erase,0,hold,1.147569e-14,4.805375e-17,1.152375e-14,41
12,erase,0,fall,-1.631546e-15,3.727463e-19,-1.631173e-15,31
12,relax,0,hold,-1.991492e-14,2.479204e-16,-1.966700e-14,71
13,fire,1,rise,2.653814e-16,5.440239e-16,8.094053e-16,30
13,fire,1,write,3.610964e-15,1.230444e-13,1.266553e-13,11
13,fire,1,fall,-2.647061e-16,5.474223e-16,2.827162e-16,30
13,fire,1,read,7.402512e-17,3.696362e-18,7.772148e-17,21
13,fire,2,rise,2.572889e-16,5.368227e-16,7.941116e-16,30
13,fire,2,write,3.611023e-15,1.230508e-13,1.266618e-13,11
13,fire,2,fall,-2.647285e-16,5.476109e-16,2.828824e-16,30
13,fire,2,read,7.402487e-17,3.696349e-18,7.772122e-17,21
13,fire,3,rise,2.573265e-16,5.370756e-16,7.944022e-16,30
13,fire,3,write,3.611096e-15,1.230626e-13,1.266737e-13,11
13,fire,3,fall,-2.647656e-16,5.479218e-16,2.831562e-16,30
13,fire,3,read,7.402577e-17,3.696392e-18,7.772216e-17,21
13,fire,4,rise,2.573806e-16,5.374402e-16,7.948208e-16,30
13,fire,4,write,3.611179e-15,1.230788e-13,1.266900e-13,11
13,fire,4,fall,-2.648149e-16,5.483341e-16,2.835193e-16,30
13,fire,4,read,7.402762e-17,3.696483e-18,7.772411e-17,21
13,fire,5,rise,2.574483e-16,5.378967e-16,7.953450e-16,30
13,fire,5,write,3.611272e-15,1.230987e-13,1.267099e-13,11
13,fire,5,fall,-2.648740e-16,5.488297e-16,2.839557e-16,30
13,fire,5,read,7.403029e-17,3.696615e-18,7.772690e-17,21
13,fire,6,rise,2.575271e-16,5.384285e-16,7.959556e-16,30
13,fire,6,write,3.611372e-15,1.231215e-13,1.267329e-13,11
13,fire,6,fall,-2.649412e-16,5.493921e-16,2.844510e-16,30
13,fire,6,read,7.403352e-17,3.696775e-18,7.773030e-17,21
13,fire,7,rise,2.576147e-16,5.390214e-16,7.966360e-16,30
13,fire,7,write,3.611478e-15,1.231468e-13,1.267582e-13,11
13,fire,7,fall,-2.650147e-16,5.500093e-16,2.849946e-16,30
13,fire,7,read,7.403713e-17,3.696958e-18,7.773409e-17,21
13,fire,8,rise,2.577094e-16,5.396639e-16,7.973733e-16,30
13,fire,8,write,3.611592e-15,1.231740e-13,1.267856e-13,11
13,fire,8,fall,-2.650938e-16,5.506759e-16,2.855821e-16,30
13,fire,8,read,7.404104e-17,3.697157e-18,7.773820e-17,21
13,fire,9,rise,2.578133e-16,5.403725e-16,7.981858e-16,30
13,fire,9,write,3.611725e-15,1.232042e-13,1.268159e-13,11
13,fire,9,fall,-2.651812e-16,5.514235e-16,2.862423e-16,30
13,fire,9,read,7.404567e-17,3.697386e-18,7.774306e-17,21
13,erase,0,rise,3.567399e-16,2.850641e-18,3.595906e-16,30
13,erase,0,hold,1.147570e-14,4.805384e-17,1.152375e-14,41
13,erase,0,fall,-1.617529e-15,3.252606e-19,-1.617203e-15,31
13,relax,0,hold,-1.991491e-14,2.479209e-16,-1.966699e-14,71
14,fire,1,rise,2.653813e-16,5.440226e-16,8.094039e-16,30
14,fire,1,write,3.610964e-15,1.230443e-13,1.266553e-13,11
14,fire,1,fall,-2.647060e-16,5.474211e-16,2.827152e-16,30
14,fire,1,read,7.402510e-17,3.696360e-18,7.772146e-17,21
14,fire,2,rise,2.572887e-16,5.368216e-16,7.941103e-16,30
14,fire,2,write,3.611023e-15,1.230508e-13,1.266618e-13,11
14,fire,2,fall,-2.647284e-16,5.476097e-16,2.828812e-16,30
14,fire,2,read,7.402485e-17,3.696346e-18,7.772120e-17,21
14,fire,3,rise,2.573263e-16,5.370743e-16,7.944006e-16,30
14,fire,3,write,3.611095e-15,1.230625e-13,1.266736e-13,11
14,fire,3,fall,-2.647655e-16,5.479202e-16,2.831547e-16,30
14,fire,3,read,7.402574e-17,3.696389e-18,7.772213e-17,21
14,fire,4,rise,2.573804e-16,5.374382e-16,7.948186e-16,30
14,fire,4,write,3.611179e-15,1.230787e-13,1.266899e-13,11
14,fire,4,fall,-2.648146e-16,5.483316e-16,2.835170e-16,30
14,fire,4,read,7.402760e-17,3.696481e-18,7.772408e-17,21
14,fire,5,rise,2.574479e-16,5.378937e-16,7.953416e-16,30
14,fire,5,write,3.611271e-15,1.230986e-13,1.267098e-13,11
14,fire,5,fall,-2.648736e-16,5.488258e-16,2.839522e-16,30
14,fire,5,read,7.403027e-17,3.696613e-18,7.772689e-17,21
14,fire,6,rise,2.575264e-16,5.384239e-16,7.959503e-16,30
14,fire,6,write,3.611371e-15,1.231214e-13,1.267328e-13,11
14,fire,6,fall,-2.649406e-16,5.493864e-16,2.844458e-16,30
14,fire,6,read,7.403356e-17,3.696777e-18,7.773033e-17,21
14,fire,7,rise,2.576137e-16,5.390146e-16,7.966283e-16,30
14,fire,7,write,3.611477e-15,1.231466e-13,1.267580e-13,11
14,fire,7,fall,-2.650138e-16,5.500011e-16,2.849873e-16,30
14,fire,7,read,7.403717e-17,3.696961e-18,7.773413e-17,21
14,fire,8,rise,2.577081e-16,5.396545e-16,7.973626e-16,30
14,fire,8,write,3.611591e-15,1.231738e-13,1.267854e-13,11
14,fire,8,fall,-2.650926e-16,5.506653e-16,2.855726e-16,30
14,fire,8,read,7.404115e-17,3.697159e-18,7.773831e-17,21
14,fire,9,rise,2.578119e-16,5.403623e-16,7.981742e-16,30
14,fire,9,write,3.611724e-15,1.232039e-13,1.268157e-13,11
14,fire,9,fall,-2.651801e-16,5.514132e-16,2.862331e-16,30
14,fire,9,read,7.404578e-17,3.697387e-18,7.774317e-17,21
14,erase,0,rise,3.567404e-16,2.850641e-18,3.595911e-16,30
14,erase,0,hold,1.147571e-14,4.805385e-17,1.152376e-14,41
14,erase,0,fall,-1.631543e-15,3.727479e-19,-1.631170e-15,31
14,relax,0,hold,-1.991491e-14,2.479206e-16,-1.966699e-14,71
15,fire,1,rise,2.653813e-16,5.440227e-16,8.094040e-16,30
15,fire,1,write,3.610964e-15,1.230443e-13,1.266553e-13,11
15,fire,1,fall,-2.647060e-16,5.474213e-16,2.827153e-16,30
15,fire,1,read,7.402510e-17,3.696360e-18,7.772146e-17,21
15,fire,2,rise,2.572887e-16,5.368217e-16,7.941104e-16,30
15,fire,2,write,3.611023e-15,1.230507e-13,1.266618e-13,11
15,fire,2,fall,-2.647284e-16,5.476095e-16,2.828812e-16,30
15,fire,2,read,7.402487e-17,3.696348e-18,7.772121e-17,21
15,fire,3,rise,2.573262e-16,5.370738e-16,7.944001e-16,30
15,fire,3,write,3.611095e-15,1.230625e-13,1.266736e-13,11
15,fire,3,fall,-2.647653e-16,5.479190e-16,2.831537e-16,30
15,fire,3,read,7.402576e-17,3.696392e-18,7.772216e-17,21
15,fire,4,rise,2.573801e-16,5.374363e-16,7.948163e-16,30
15,fire,4,write,3.611178e-15,1.230786e-13,1.266898e-13,11
15,fire,4,fall,-2.648142e-16,5.483284e-16,2.835142e-16,30
15,fire,4,read,7.402762e-17,3.696483e-18,7.772410e-17,21
15,fire,5,rise,2.574473e-16,5.378892e-16,7.953365e-16,30
15,fire,5,write,3.611269e-15,1.230983e-13,1.267096e-13,11
15,fire,5,fall,-2.648729e-16,5.488195e-16,2.839466e-16,30
15,fire,5,read,7.403026e-17,3.696612e-18,7.772688e-17,21
15,fire,6,rise,2.575253e-16,5.384159e-16,7.959412e-16,30
15,fire,6,write,3.611368e-15,1.231210e-13,1.267324e-13,11
15,fire,6,fall,-2.649394e-16,5.493759e-16,2.844365e-16,30
15,fire,6,read,7.403348e-17,3.696769e-18,7.773025e-17,21
15,fire,7,rise,2.576119e-16,5.390023e-16,7.966142e-16,30
15,fire,7,write,3.611473e-15,1.231460e-13,1.267575e-13,11
15,fire,7,fall,-2.650122e-16,5.499859e-16,2.849737e-16,30
15,fire,7,read,7.403693e-17,3.696935e-18,7.773387e-17,21
15,fire,8,rise,2.577058e-16,5.396381e-16,7.973438e-16,30
15,fire,8,write,3.611587e-15,1.231731e-13,1.267846e-13,11
15,fire,8,fall,-2.650907e-16,5.506467e-16,2.855560e-16,30
15,fire,8,read,7.404081e-17,3.697122e-18,7.773793e-17,21
15,fire,9,rise,2.578093e-16,5.403444e-16,7.981537e-16,30
15,fire,9,write,3.611722e-15,1.232032e-13,1.268149e-13,11
15,fire,9,fall,-2.651781e-16,5.513944e-16,2.862163e-16,30
15,fire,9,read,7.404544e-17,3.697352e-18,7.774279e-17,21
15,erase,0,rise,3.567388e-16,2.850613e-18,3.595894e-16,30
15,erase,0,hold,1.147570e-14,4.805376e-17,1.152375e-14,41
15,erase,0,fall,-1.617533e-15,3.252586e-19,-1.617208e-15,31
15,relax,0,hold,-1.991492e-14,2.479198e-16,-1.966700e-14,71
16,fire,1,rise,2.653814e-16,5.440245e-16,8.094059e-16,30
16,fire,1,write,3.610964e-15,1.230444e-13,1.266554e-13,11
16,fire,1,fall,-2.647062e-16,5.474229e-16,2.827167e-16,30
16,fire,1,read,7.402512e-17,3.696362e-18,7.772149e-17,21
16,fire,2,rise,2.572889e-16,5.368232e-16,7.941122e-16,30
16,fire,2,write,3.611023e-15,1.230508e-13,1.266618e-13,11
16,fire,2,fall,-2.647286e-16,5.476111e-16,2.828825e-16,30
16,fire,2,read,7.402490e-17,3.696350e-18,7.772125e-17,21
16,fire,3,rise,2.573264e-16,5.370752e-16,7.944016e-16,30
16,fire,3,write,3.611095e-15,1.230625e-13,1.266736e-13,11
16,fire,3,fall,-2.647655e-16,5.479202e-16,2.831548e-16,30
16,fire,3,read,7.402580e-17,3.696394e-18,7.772219e-17,21
16,fire,4,rise,2.573802e-16,5.374371e-16,7.948173e-16,30
16,fire,4,write,3.611178e-15,1.230786e-13,1.266898e-13,11
16,fire,4,fall,-2.648143e-16,5.483289e-16,2.835146e-16,30
16,fire,4,read,7.402765e-17,3.696485e-18,7.772413e-17,21
16,fire,5,rise,2.574473e-16,5.378891e-16,7.953364e-16,30
16,fire,5,write,3.611269e-15,1.230983e-13,1.267096e-13,11
16,fire,5,fall,-2.648729e-16,5.488190e-16,2.839461e-16,30
16,fire,5,read,7.403028e-17,3.696614e-18,7.772690e-17,21
16,fire,6,rise,2.575251e-16,5.384146e-16,7.959398e-16,30
16,fire,6,write,3.611367e-15,1.231209e-13,1.267323e-13,11
16,fire,6,fall,-2.649393e-16,5.493741e-16,2.844348e-16,30
16,fire,6,read,7.403344e-17,3.696769e-18,7.773021e-17,21
16,fire,7,rise,2.576116e-16,5.389997e-16,7.966112e-16,30
16,fire,7,write,3.611472e-15,1.231459e-13,1.267573e-13,11
16,fire,7,fall,-2.650119e-16,5.499827e-16,2.849708e-16,30
16,fire,7,read,7.403687e-17,3.696939e-18,7.773381e-17,21
16,fire,8,rise,2.577053e-16,5.396340e-16,7.973393e-16,30
16,fire,8,write,3.611587e-15,1.231729e-13,1.267845e-13,11
16,fire,8,fall,-2.650903e-16,5.506424e-16,2.855521e-16,30
16,fire,8,read,7.404071e-17,3.697127e-18,7.773784e-17,21
16,fire,9,rise,2.578088e-16,5.403400e-16,7.981488e-16,30
16,fire,9,write,3.611721e-15,1.232030e-13,1.268147e-13,11
16,fire,9,fall,-2.651778e-16,5.513904e-16,2.862126e-16,30
16,fire,9,read,7.404534e-17,3.697355e-18,7.774270e-17,21
16,erase,0,rise,3.567383e-16,2.850615e-18,3.595890e-16,30
16,erase,0,hold,1.147569e-14,4.805377e-17,1.152375e-14,41
16,erase,0,fall,-1.631548e-15,3.727440e-19,-1.631176e-15,31
16,relax,0,hold,-1.991492e-14,2.479190e-16,-1.966700e-14,71
17,fire,1,rise,2.653815e-16,5.440253e-16,8.094068e-16,30
17,fire,1,write,3.610964e-15,1.230444e-13,1.266554e-13,11
17,fire,1,fall,-2.647063e-16,5.474237e-16,2.827174e-16,30
17,fire,1,read,7.402513e-17,3.696362e-18,7.772149e-17,21
17,fire,2,rise,2.572891e-16,5.368240e-16,7.941130e-16,30
17,fire,2,write,3.611023e-15,1.230508e-13,1.266619e-13,11
17,fire,2,fall,-2.647286e-16,5.476119e-16,2.828832e-16,30
17,fire,2,read,7.402491e-17,3.696350e-18,7.772126e-17,21
17,fire,3,rise,2.573266e-16,5.370760e-16,7.944026e-16,30
17,fire,3,write,3.611095e-15,1.230626e-13,1.266737e-13,11
17,fire,3,fall,-2.647656e-16,5.479212e-16,2.831556e-16,30
17,fire,3,read,7.402581e-17,3.696393e-18,7.772220e-17,21
17,fire,4,rise,2.573804e-16,5.374381e-16,7.948185e-16,30
17,fire,4,write,3.611178e-15,1.230787e-13,1.266899e-13,11
17,fire,4,fall,-2.648145e-16,5.483303e-16,2.835158e-16,30
17,fire,4,read,7.402766e-17,3.696484e-18,7.772414e-17,21
17,fire,5,rise,2.574475e-16,5.378905e-16,7.953380e-16,30
17,fire,5,write,3.611269e-15,1.230984e-13,1.267096e-13,11
17,fire,5,fall,-2.648732e-16,5.488208e-16,2.839477e-16,30
17,fire,5,read,7.403029e-17,3.696614e-18,7.772690e-17,21
17,fire,6,rise,2.575255e-16,5.384164e-16,7.959419e-16,30
17,fire,6,write,3.611368e-15,1.231210e-13,1.267324e-13,11
17,fire,6,fall,-2.649396e-16,5.493766e-16,2.844370e-16,30
17,fire,6,read,7.403344e-17,3.696772e-18,7.773021e-17,21
17,fire,7,rise,2.576121e-16,5.390020e-16,7.966141e-16,30
17,fire,7,write,3.611473e-15,1.231459e-13,1.267574e-13,11
17,fire,7,fall,-2.650124e-16,5.499861e-16,2.849737e-16,30
17,fire,7,read,7.403690e-17,3.696947e-18,7.773384e-17,21
17,fire,8,rise,2.577059e-16,5.396369e-16,7.973428e-16,30
17,fire,8,write,3.611587e-15,1.231730e-13,1.267846e-13,11
17,fire,8,fall,-2.650909e-16,5.506465e-16,2.855557e-16,30
17,fire,8,read,7.404070e-17,3.697143e-18,7.773785e-17,21
17,fire,9,rise,2.578095e-16,5.403436e-16,7.981531e-16,30
17,fire,9,write,3.611722e-15,1.232031e-13,1.268149e-13,11
17,fire,9,fall,-2.651784e-16,5.513951e-16,2.862166e-16,30
17,fire,9,read,7.404534e-17,3.697372e-18,7.774271e-17,21
17,erase,0,rise,3.567384e-16,2.850630e-18,3.595890e-16,30
17,erase,0,hold,1.147569e-14,4.805381e-17,1.152374e-14,41
17,erase,0,fall,-1.617533e-15,3.252597e-19,-1.617208e-15,31
17,relax,0,hold,-1.991492e-14,2.479192e-16,-1.966700e-14,71
18,fire,1,rise,2.653814e-16,5.440246e-16,8.094060e-16,30
18,fire,1,write,3.610964e-15,1.230444e-13,1.266554e-13,11
18,fire,1,fall,-2.647062e-16,5.474229e-16,2.827167e-16,30
18,fire,1,read,7.402513e-17,3.696361e-18,7.772149e-17,21
18,fire,2,rise,2.572889e-16,5.368234e-16,7.941123e-16,30
18,fire,2,write,3.611023e-15,1.230508e-13,1.266618e-13,11
18,fire,2,fall,-2.647286e-16,5.476114e-16,2.828828e-16,30
18,fire,2,read,7.402488e-17,3.696348e-18,7.772123e-17,21
18,fire,3,rise,2.573265e-16,5.370760e-16,7.944025e-16,30
18,fire,3,write,3.611095e-15,1.230626e-13,1.266737e-13,11
18,fire,3,fall,-2.647656e-16,5.479216e-16,2.831560e-16,30
18,fire,3,read,7.402577e-17,3.696392e-18,7.772217e-17,21
18,fire,4,rise,2.573805e-16,5.374395e-16,7.948199e-16,30
18,fire,4,write,3.611179e-15,1.230788e-13,1.266899e-13,11
18,fire,4,fall,-2.648147e-16,5.483325e-16,2.835178e-16,30
18,fire,4,read,7.402762e-17,3.696483e-18,7.772411e-17,21
18,fire,5,rise,2.574479e-16,5.378942e-16,7.953421e-16,30
18,fire,5,write,3.611271e-15,1.230986e-13,1.267098e-13,11
18,fire,5,fall,-2.648736e-16,5.488257e-16,2.839522e-16,30
18,fire,5,read,7.403028e-17,3.696613e-18,7.772689e-17,21
18,fire,6,rise,2.575263e-16,5.384234e-16,7.959497e-16,30
18,fire,6,write,3.611370e-15,1.231213e-13,1.267327e-13,11
18,fire,6,fall,-2.649404e-16,5.493851e-16,2.844448e-16,30
18,fire,6,read,7.403348e-17,3.696770e-18,7.773026e-17,21
18,fire,7,rise,2.576134e-16,5.390131e-16,7.966265e-16,30
18,fire,7,write,3.611476e-15,1.231465e-13,1.267580e-13,11
18,fire,7,fall,-2.650135e-16,5.499988e-16,2.849853e-16,30
18,fire,7,read,7.403703e-17,3.696942e-18,7.773397e-17,21
18,fire,8,rise,2.577077e-16,5.396524e-16,7.973601e-16,30
18,fire,8,write,3.611591e-15,1.231737e-13,1.267853e-13,11
18,fire,8,fall,-2.650923e-16,5.506630e-16,2.855707e-16,30
18,fire,8,read,7.404105e-17,3.697140e-18,7.773819e-17,21
18,fire,9,rise,2.578115e-16,5.403603e-16,7.981719e-16,30
18,fire,9,write,3.611724e-15,1.232039e-13,1.268156e-13,11
18,fire,9,fall,-2.651798e-16,5.514109e-16,2.862310e-16,30
18,fire,9,read,7.404569e-17,3.697370e-18,7.774306e-17,21
18,erase,0,rise,3.567401e-16,2.850628e-18,3.595907e-16,30
18,erase,0,hold,1.147571e-14,4.805384e-17,1.152377e-14,41
18,erase,0,fall,-1.617530e-15,3.252577e-19,-1.617205e-15,31
18,relax,0,hold,-1.991492e-14,2.479203e-16,-1.966700e-14,71
19,fire,1,rise,2.653814e-16,5.440237e-16,8.094051e-16,30
19,fire,1,write,3.610964e-15,1.230444e-13,1.266553e-13,11
19,fire,1,fall,-2.647061e-16,5.474222e-16,2.827161e-16,30
19,fire,1,read,7.402511e-17,3.696361e-18,7.772147e-17,21
19,fire,2,rise,2.572889e-16,5.368225e-16,7.941114e-16,30
19,fire,2,write,3.611023e-15,1.230508e-13,1.266618e-13,11
19,fire,2,fall,-2.647285e-16,5.476105e-16,2.828820e-16,30
19,fire,2,read,7.402487e-17,3.696349e-18,7.772122e-17,21
19,fire,3,rise,2.573264e-16,5.370748e-16,7.944012e-16,30
19,fire,3,write,3.611095e-15,1.230625e-13,1.266736e-13,11
19,fire,3,fall,-2.647654e-16,5.479202e-16,2.831547e-16,30
19,fire,3,read,7.402576e-17,3.696393e-18,7.772216e-17,21
19,fire,4,rise,2.573802e-16,5.374374e-16,7.948177e-16,30
19,fire,4,write,3.611178e-15,1.230787e-13,1.266898e-13,11
19,fire,4,fall,-2.648144e-16,5.483298e-16,2.835154e-16,30
19,fire,4,read,7.402761e-17,3.696484e-18,7.772410e-17,21
19,fire,5,rise,2.574475e-16,5.378906e-16,7.953381e-16,30
19,fire,5,write,3.611270e-15,1.230984e-13,1.267097e-13,11
19,fire,5,fall,-2.648731e-16,5.488211e-16,2.839480e-16,30
19,fire,5,read,7.403027e-17,3.696613e-18,7.772688e-17,21
19,fire,6,rise,2.575255e-16,5.384177e-16,7.959432e-16,30
19,fire,6,write,3.611369e-15,1.231211e-13,1.267325e-13,11
19,fire,6,fall,-2.649396e-16,5.493780e-16,2.844384e-16,30
19,fire,6,read,7.403346e-17,3.696770e-18,7.773023e-17,21
19,fire,7,rise,2.576122e-16,5.390047e-16,7.966170e-16,30
19,fire,7,write,3.611474e-15,1.231462e-13,1.267576e-13,11
19,fire,7,fall,-2.650125e-16,5.499886e-16,2.849762e-16,30
19,fire,7,read,7.403699e-17,3.696938e-18,7.773393e-17,21
19,fire,8,rise,2.577061e-16,5.396409e-16,7.973470e-16,30
19,fire,8,write,3.611588e-15,1.231733e-13,1.267848e-13,11
19,fire,8,fall,-2.650909e-16,5.506496e-16,2.855587e-16,30
19,fire,8,read,7.404097e-17,3.697133e-18,7.773810e-17,21
19,fire,9,rise,2.578097e-16,5.403472e-16,7.981568e-16,30
19,fire,9,write,3.611722e-15,1.232034e-13,1.268151e-13,11
19,fire,9,fall,-2.651784e-16,5.513972e-16,2.862188e-16,30
19,fire,9,read,7.404560e-17,3.697361e-18,7.774296e-17,21
19,erase,0,rise,3.567396e-16,2.850621e-18,3.595902e-16,30
19,erase,0,hold,1.147571e-14,4.805381e-17,1.152376e-14,41
19,erase,0,fall,-1.631546e-15,3.727436e-19,-1.631173e-15,31
19,relax,0,hold,-1.991492e-14,2.479197e-16,-1.966700e-14,71
20,fire,1,rise,2.653814e-16,5.440245e-16,8.094059e-16,30
20,fire,1,write,3.610964e-15,1.230444e-13,1.266554e-13,11
20,fire,1,fall,-2.647062e-16,5.474229e-16,2.827167e-16,30
20,fire,1,read,7.402512e-17,3.696362e-18,7.772148e-17,21
20,fire,2,rise,2.572889e-16,5.368232e-16,7.941122e-16,30
20,fire,2,write,3.611023e-15,1.230508e-13,1.266618e-13,11
20,fire,2,fall,-2.647286e-16,5.476111e-16,2.828825e-16,30
20,fire,2,read,7.402489e-17,3.696350e-18,7.772124e-17,21
20,fire,3,rise,2.573264e-16,5.370751e-16,7.944015e-16,30
20,fire,3,write,3.611095e-15,1.230625e-13,1.266736e-13,11
20,fire,3,fall,-2.647654e-16,5.479200e-16,2.831545e-16,30
