V_pgm_V,I_D_baseline_nA_per_um,I_D_p09_uA_per_um,fire_ratio,delta_Vt_eff_mV,Pol_y_p09_uC_per_cm2,abs_E_y_p09_MV_per_cm,E_over_Fc,monotonic
1.0,0.00026577815108583773,2.042240972892978e-07,0.7684006245620244,11.441229081225627,0.124378291231514,0.153783085090932,0.12815257090911,False
1.5,0.00026577815108583773,5.799385985141089e-07,2.182040156968386,-33.88627388230388,0.111929503458174,0.324205775116877,0.27017147926406415,False
2.0,0.00026577815108583773,1.2734547470190445e-06,4.791419993766755,-68.04642407769282,0.0869850457133914,0.49357086552809804,0.4113090546067483,True
2.5,0.00026577815108583773,1.9898861844871114e-06,7.487019442182975,-87.43089608990846,0.0567358125612612,0.662725266769779,0.5522710556414825,True
6.0,0.00026577815108583773,8.628274623199888e-07,3.246419838481469,-51.14046836187639,-0.250051846463607,1.8370867948565799,1.5309056623804833,False
