file,cycle,pulse,segment,t_start,t_end,E_gate_J,E_drain_J,E_total_J,n_samples
c2_p3_rise_cyclic_vm4_des.plt,2,3,rise,8.224200e-05,8.224300e-05,2.652847e-16,6.001538e-16,8.654385e-16,30
c2_p3_write_cyclic_vm4_des.plt,2,3,write,8.224300e-05,8.234300e-05,3.619198e-15,1.254134e-13,1.290326e-13,11
c2_p4_fall_cyclic_vm4_des.plt,2,4,fall,8.254500e-05,8.254600e-05,-2.709708e-16,6.137156e-16,3.427448e-16,30
c2_p4_read_cyclic_vm4_des.plt,2,4,read,8.254600e-05,8.264600e-05,7.450123e-17,3.719747e-18,7.822098e-17,21
c2_p4_rise_cyclic_vm4_des.plt,2,4,rise,8.244400e-05,8.244500e-05,2.654434e-16,6.014746e-16,8.669179e-16,30
c2_p4_write_cyclic_vm4_des.plt,2,4,write,8.244500e-05,8.254500e-05,3.619485e-15,1.254662e-13,1.290856e-13,11
c2_p5_fall_cyclic_vm4_des.plt,2,5,fall,8.274700e-05,8.274800e-05,-2.711364e-16,6.155828e-16,3.444465e-16,30
c2_p5_read_cyclic_vm4_des.plt,2,5,read,8.274800e-05,8.284800e-05,7.451101e-17,3.720212e-18,7.823122e-17,21
c2_p5_rise_cyclic_vm4_des.plt,2,5,rise,8.264600e-05,8.264700e-05,2.656439e-16,6.031622e-16,8.688060e-16,30
c2_p5_write_cyclic_vm4_des.plt,2,5,write,8.264700e-05,8.274700e-05,3.619801e-15,1.255316e-13,1.291514e-13,11
c2_p6_fall_cyclic_vm4_des.plt,2,6,fall,8.294900e-05,8.295000e-05,-2.713233e-16,6.177189e-16,3.463956e-16,30
c2_p6_read_cyclic_vm4_des.plt,2,6,read,8.295000e-05,8.305000e-05,7.452367e-17,3.720816e-18,7.824448e-17,21
c2_p6_rise_cyclic_vm4_des.plt,2,6,rise,8.284800e-05,8.284900e-05,2.658772e-16,6.051485e-16,8.710257e-16,30
c2_p6_write_cyclic_vm4_des.plt,2,6,write,8.284900e-05,8.294900e-05,3.620136e-15,1.256070e-13,1.292271e-13,11
c2_p7_fall_cyclic_vm4_des.plt,2,7,fall,8.315100e-05,8.315200e-05,-2.715257e-16,6.200600e-16,3.485343e-16,30
c2_p7_read_cyclic_vm4_des.plt,2,7,read,8.315200e-05,8.325200e-05,7.453866e-17,3.721533e-18,7.826019e-17,21
c2_p7_rise_cyclic_vm4_des.plt,2,7,rise,8.305000e-05,8.305100e-05,2.661352e-16,6.073687e-16,8.735039e-16,30
c2_p7_write_cyclic_vm4_des.plt,2,7,write,8.305100e-05,8.315100e-05,3.620485e-15,1.256900e-13,1.293105e-13,11
c2_p8_fall_cyclic_vm4_des.plt,2,8,fall,8.335300e-05,8.335400e-05,-2.717388e-16,6.225639e-16,3.508251e-16,30
c2_p8_read_cyclic_vm4_des.plt,2,8,read,8.335400e-05,8.345400e-05,7.455533e-17,3.722330e-18,7.827766e-17,21
c2_p8_rise_cyclic_vm4_des.plt,2,8,rise,8.325200e-05,8.325300e-05,2.664113e-16,6.097734e-16,8.761847e-16,30
c2_p8_write_cyclic_vm4_des.plt,2,8,write,8.325300e-05,8.335300e-05,3.620843e-15,1.257787e-13,1.293995e-13,11
c2_p9_fall_cyclic_vm4_des.plt,2,9,fall,8.355500e-05,8.355600e-05,-2.719592e-16,6.252044e-16,3.532452e-16,30
c2_p9_read_cyclic_vm4_des.plt,2,9,read,8.355600e-05,8.365600e-05,7.457378e-17,3.723213e-18,7.829699e-17,21
c2_p9_rise_cyclic_vm4_des.plt,2,9,rise,8.345400e-05,8.345500e-05,2.667007e-16,6.123306e-16,8.790312e-16,30
c2_p9_write_cyclic_vm4_des.plt,2,9,write,8.345500e-05,8.355500e-05,3.621210e-15,1.258718e-13,1.294930e-13,11
c3_p1_fall_cyclic_vm4_des.plt,3,1,fall,1.637770e-04,1.637780e-04,-2.714621e-16,6.177121e-16,3.462499e-16,30
c3_p1_read_cyclic_vm4_des.plt,3,1,read,1.637780e-04,1.638780e-04,7.458045e-17,3.723690e-18,7.830414e-17,21
c3_p1_rise_cyclic_vm4_des.plt,3,1,rise,1.636760e-04,1.636770e-04,2.706750e-16,6.142997e-16,8.849746e-16,30
c3_p1_write_cyclic_vm4_des.plt,3,1,write,1.636770e-04,1.637770e-04,3.620001e-15,1.256650e-13,1.292850e-13,11
c3_p2_fall_cyclic_vm4_des.plt,3,2,fall,1.639790e-04,1.639800e-04,-2.715081e-16,6.182510e-16,3.467428e-16,30
c3_p2_read_cyclic_vm4_des.plt,3,2,read,1.639800e-04,1.640800e-04,7.457792e-17,3.723558e-18,7.830148e-17,21
c3_p2_rise_cyclic_vm4_des.plt,3,2,rise,1.638780e-04,1.638790e-04,2.661358e-16,6.064121e-16,8.725479e-16,30
c3_p2_write_cyclic_vm4_des.plt,3,2,write,1.638790e-04,1.639790e-04,3.620167e-15,1.256797e-13,1.292999e-13,11
c3_p3_fall_cyclic_vm4_des.plt,3,3,fall,1.641810e-04,1.641820e-04,-2.715922e-16,6.192430e-16,3.476508e-16,30
c3_p3_read_cyclic_vm4_des.plt,3,3,read,1.641820e-04,1.642820e-04,7.457934e-17,3.723617e-18,7.830296e-17,21
c3_p3_rise_cyclic_vm4_des.plt,3,3,rise,1.640800e-04,1.640810e-04,2.662248e-16,6.071861e-16,8.734109e-16,30
c3_p3_write_cyclic_vm4_des.plt,3,3,write,1.640810e-04,1.641810e-04,3.620385e-15,1.257110e-13,1.293314e-13,11
c3_p4_fall_cyclic_vm4_des.plt,3,4,fall,1.643830e-04,1.643840e-04,-2.717077e-16,6.206170e-16,3.489093e-16,30
c3_p4_read_cyclic_vm4_des.plt,3,4,read,1.643840e-04,1.644840e-04,7.458448e-17,3.723855e-18,7.830833e-17,21
c3_p4_rise_cyclic_vm4_des.plt,3,4,rise,1.642820e-04,1.642830e-04,2.663602e-16,6.083759e-16,8.747361e-16,30
c3_p4_write_cyclic_vm4_des.plt,3,4,write,1.642830e-04,1.643830e-04,3.620635e-15,1.257564e-13,1.293770e-13,11
c3_p5_fall_cyclic_vm4_des.plt,3,5,fall,1.645850e-04,1.645860e-04,-2.718484e-16,6.223059e-16,3.504575e-16,30
c3_p5_read_cyclic_vm4_des.plt,3,5,read,1.645860e-04,1.646860e-04,7.459280e-17,3.724247e-18,7.831704e-17,21
c3_p5_rise_cyclic_vm4_des.plt,3,5,rise,1.644840e-04,1.644850e-04,2.665334e-16,6.099134e-16,8.764468e-16,30
c3_p5_write_cyclic_vm4_des.plt,3,5,write,1.644850e-04,1.645850e-04,3.620910e-15,1.258134e-13,1.294343e-13,11
c3_p6_fall_cyclic_vm4_des.plt,3,6,fall,1.647870e-04,1.647880e-04,-2.720083e-16,6.242502e-16,3.522419e-16,30
c3_p6_read_cyclic_vm4_des.plt,3,6,read,1.647880e-04,1.648880e-04,7.460380e-17,3.724768e-18,7.832857e-17,21
c3_p6_rise_cyclic_vm4_des.plt,3,6,rise,1.646860e-04,1.646870e-04,2.667366e-16,6.117330e-16,8.784695e-16,30
c3_p6_write_cyclic_vm4_des.plt,3,6,write,1.646870e-04,1.647870e-04,3.621202e-15,1.258796e-13,1.295008e-13,11
c3_p7_fall_cyclic_vm4_des.plt,3,7,fall,1.649890e-04,1.649900e-04,-2.721822e-16,6.263972e-16,3.542150e-16,30
c3_p7_read_cyclic_vm4_des.plt,3,7,read,1.649900e-04,1.650900e-04,7.461702e-17,3.725396e-18,7.834241e-17,21
c3_p7_rise_cyclic_vm4_des.plt,3,7,rise,1.648880e-04,1.648890e-04,2.669626e-16,6.137760e-16,8.807386e-16,30
c3_p7_write_cyclic_vm4_des.plt,3,7,write,1.648890e-04,1.649890e-04,3.621505e-15,1.259529e-13,1.295744e-13,11
c3_p8_fall_cyclic_vm4_des.plt,3,8,fall,1.651910e-04,1.651920e-04,-2.723658e-16,6.286901e-16,3.563243e-16,30
c3_p8_read_cyclic_vm4_des.plt,3,8,read,1.651920e-04,1.652920e-04,7.463204e-17,3.726110e-18,7.835815e-17,21
c3_p8_rise_cyclic_vm4_des.plt,3,8,rise,1.650900e-04,1.650910e-04,2.672052e-16,6.159928e-16,8.831980e-16,30
c3_p8_write_cyclic_vm4_des.plt,3,8,write,1.650910e-04,1.651910e-04,3.621815e-15,1.260314e-13,1.296533e-13,11
c3_p9_fall_cyclic_vm4_des.plt,3,9,fall,1.653930e-04,1.653940e-04,-2.725553e-16,6.310906e-16,3.585353e-16,30
c3_p9_read_cyclic_vm4_des.plt,3,9,read,1.653940e-04,1.654940e-04,7.464849e-17,3.726892e-18,7.837538e-17,21
c3_p9_rise_cyclic_vm4_des.plt,3,9,rise,1.652920e-04,1.652930e-04,2.674591e-16,6.183375e-16,8.857966e-16,30
c3_p9_write_cyclic_vm4_des.plt,3,9,write,1.652930e-04,1.653930e-04,3.622128e-15,1.261137e-13,1.297358e-13,11
c4_p1_fall_cyclic_vm4_des.plt,4,1,fall,2.456150e-04,2.456160e-04,-2.714441e-16,6.175542e-16,3.461101e-16,30
c4_p1_read_cyclic_vm4_des.plt,4,1,read,2.456160e-04,2.457160e-04,7.457736e-17,3.723535e-18,7.830089e-17,21
c4_p1_rise_cyclic_vm4_des.plt,4,1,rise,2.455140e-04,2.455150e-04,2.706433e-16,6.141268e-16,8.847701e-16,30
c4_p1_write_cyclic_vm4_des.plt,4,1,write,2.455150e-04,2.456150e-04,3.619970e-15,1.256577e-13,1.292777e-13,11
c4_p2_fall_cyclic_vm4_des.plt,4,2,fall,2.458170e-04,2.458180e-04,-2.714907e-16,6.180993e-16,3.466086e-16,30
c4_p2_read_cyclic_vm4_des.plt,4,2,read,2.458180e-04,2.459180e-04,7.457484e-17,3.723404e-18,7.829824e-17,21
c4_p2_rise_cyclic_vm4_des.plt,4,2,rise,2.457160e-04,2.457170e-04,2.661145e-16,6.062589e-16,8.723735e-16,30
c4_p2_write_cyclic_vm4_des.plt,4,2,write,2.457170e-04,2.458170e-04,3.620138e-15,1.256727e-13,1.292928e-13,11
c4_p3_fall_cyclic_vm4_des.plt,4,3,fall,2.460190e-04,2.460200e-04,-2.715755e-16,6.190976e-16,3.475221e-16,30
c4_p3_read_cyclic_vm4_des.plt,4,3,read,2.460200e-04,2.461200e-04,7.457632e-17,3.723466e-18,7.829979e-17,21
c4_p3_rise_cyclic_vm4_des.plt,4,3,rise,2.459180e-04,2.459190e-04,2.662044e-16,6.070391e-16,8.732435e-16,30
c4_p3_write_cyclic_vm4_des.plt,4,3,write,2.459190e-04,2.460190e-04,3.620357e-15,1.257042e-13,1.293246e-13,11
c4_p4_fall_cyclic_vm4_des.plt,4,4,fall,2.462210e-04,2.462220e-04,-2.716918e-16,6.204783e-16,3.487864e-16,30
c4_p4_read_cyclic_vm4_des.plt,4,4,read,2.462220e-04,2.463220e-04,7.458153e-17,3.723708e-18,7.830523e-17,21
c4_p4_rise_cyclic_vm4_des.plt,4,4,rise,2.461200e-04,2.461210e-04,2.663407e-16,6.082347e-16,8.745754e-16,30
c4_p4_write_cyclic_vm4_des.plt,4,4,write,2.461210e-04,2.462210e-04,3.620608e-15,1.257499e-13,1.293705e-13,11
c4_p5_fall_cyclic_vm4_des.plt,4,5,fall,2.464230e-04,2.464240e-04,-2.718332e-16,6.221733e-16,3.503401e-16,30
c4_p5_read_cyclic_vm4_des.plt,4,5,read,2.464240e-04,2.465240e-04,7.458992e-17,3.724103e-18,7.831402e-17,21
c4_p5_rise_cyclic_vm4_des.plt,4,5,rise,2.463220e-04,2.463230e-04,2.665148e-16,6.097777e-16,8.762926e-16,30
c4_p5_write_cyclic_vm4_des.plt,4,5,write,2.463230e-04,2.464230e-04,3.620884e-15,1.258072e-13,1.294281e-13,11
c4_p6_fall_cyclic_vm4_des.plt,4,6,fall,2.466250e-04,2.466260e-04,-2.719938e-16,6.241233e-16,3.521295e-16,30
c4_p6_read_cyclic_vm4_des.plt,4,6,read,2.466260e-04,2.467260e-04,7.460100e-17,3.724628e-18,7.832562e-17,21
c4_p6_rise_cyclic_vm4_des.plt,4,6,rise,2.465240e-04,2.465250e-04,2.667189e-16,6.116037e-16,8.783225e-16,30
c4_p6_write_cyclic_vm4_des.plt,4,6,write,2.465250e-04,2.466250e-04,3.621177e-15,1.258737e-13,1.294948e-13,11
c4_p7_fall_cyclic_vm4_des.plt,4,7,fall,2.468270e-04,2.468280e-04,-2.721685e-16,6.262754e-16,3.541069e-16,30
c4_p7_read_cyclic_vm4_des.plt,4,7,read,2.468280e-04,2.469280e-04,7.461429e-17,3.725260e-18,7.833955e-17,21
c4_p7_rise_cyclic_vm4_des.plt,4,7,rise,2.467260e-04,2.467270e-04,2.669457e-16,6.136520e-16,8.805977e-16,30
c4_p7_write_cyclic_vm4_des.plt,4,7,write,2.467270e-04,2.468270e-04,3.621482e-15,1.259472e-13,1.295687e-13,11
c4_p8_fall_cyclic_vm4_des.plt,4,8,fall,2.470290e-04,2.470300e-04,-2.723528e-16,6.285750e-16,3.562222e-16,30
c4_p8_read_cyclic_vm4_des.plt,4,8,read,2.470300e-04,2.471300e-04,7.462939e-17,3.725978e-18,7.835537e-17,21
c4_p8_rise_cyclic_vm4_des.plt,4,8,rise,2.469280e-04,2.469290e-04,2.671891e-16,6.158741e-16,8.830632e-16,30
c4_p8_write_cyclic_vm4_des.plt,4,8,write,2.469290e-04,2.470290e-04,3.621793e-15,1.260261e-13,1.296478e-13,11
c4_p9_fall_cyclic_vm4_des.plt,4,9,fall,2.472310e-04,2.472320e-04,-2.725429e-16,6.309807e-16,3.584378e-16,30
c4_p9_read_cyclic_vm4_des.plt,4,9,read,2.472320e-04,2.473320e-04,7.464592e-17,3.726765e-18,7.837269e-17,21
c4_p9_rise_cyclic_vm4_des.plt,4,9,rise,2.471300e-04,2.471310e-04,2.674439e-16,6.182237e-16,8.856676e-16,30
c4_p9_write_cyclic_vm4_des.plt,4,9,write,2.471310e-04,2.472310e-04,3.622107e-15,1.261086e-13,1.297307e-13,11
c5_p1_fall_cyclic_vm4_des.plt,5,1,fall,3.274530e-04,3.274540e-04,-2.714446e-16,6.175586e-16,3.461140e-16,30
c5_p1_read_cyclic_vm4_des.plt,5,1,read,3.274540e-04,3.275540e-04,7.457751e-17,3.723543e-18,7.830105e-17,21
c5_p1_rise_cyclic_vm4_des.plt,5,1,rise,3.273520e-04,3.273530e-04,2.706447e-16,6.141325e-16,8.847772e-16,30
c5_p1_write_cyclic_vm4_des.plt,5,1,write,3.273530e-04,3.274530e-04,3.619971e-15,1.256580e-13,1.292779e-13,11
c5_p2_fall_cyclic_vm4_des.plt,5,2,fall,3.276550e-04,3.276560e-04,-2.714913e-16,6.181035e-16,3.466123e-16,30
c5_p2_read_cyclic_vm4_des.plt,5,2,read,3.276560e-04,3.277560e-04,7.457499e-17,3.723412e-18,7.829840e-17,21
c5_p2_rise_cyclic_vm4_des.plt,5,2,rise,3.275540e-04,3.275550e-04,2.661152e-16,6.062632e-16,8.723784e-16,30
c5_p2_write_cyclic_vm4_des.plt,5,2,write,3.275550e-04,3.276550e-04,3.620139e-15,1.256729e-13,1.292930e-13,11
c5_p3_fall_cyclic_vm4_des.plt,5,3,fall,3.278570e-04,3.278580e-04,-2.715760e-16,6.191016e-16,3.475255e-16,30
c5_p3_read_cyclic_vm4_des.plt,5,3,read,3.278580e-04,3.279580e-04,7.457647e-17,3.723473e-18,7.829994e-17,21
c5_p3_rise_cyclic_vm4_des.plt,5,3,rise,3.277560e-04,3.277570e-04,2.662050e-16,6.070431e-16,8.732481e-16,30
c5_p3_write_cyclic_vm4_des.plt,5,3,write,3.277570e-04,3.278570e-04,3.620358e-15,1.257044e-13,1.293248e-13,11
c5_p4_fall_cyclic_vm4_des.plt,5,4,fall,3.280590e-04,3.280600e-04,-2.716923e-16,6.204820e-16,3.487897e-16,30
c5_p4_read_cyclic_vm4_des.plt,5,4,read,3.280600e-04,3.281600e-04,7.458167e-17,3.723715e-18,7.830538e-17,21
c5_p4_rise_cyclic_vm4_des.plt,5,4,rise,3.279580e-04,3.279590e-04,2.663413e-16,6.082385e-16,8.745798e-16,30
c5_p4_write_cyclic_vm4_des.plt,5,4,write,3.279590e-04,3.280590e-04,3.620609e-15,1.257501e-13,1.293707e-13,11
c5_p5_fall_cyclic_vm4_des.plt,5,5,fall,3.282610e-04,3.282620e-04,-2.718337e-16,6.221769e-16,3.503432e-16,30
c5_p5_read_cyclic_vm4_des.plt,5,5,read,3.282620e-04,3.283620e-04,7.459006e-17,3.724110e-18,7.831417e-17,21
c5_p5_rise_cyclic_vm4_des.plt,5,5,rise,3.281600e-04,3.281610e-04,2.665154e-16,6.097814e-16,8.762967e-16,30
c5_p5_write_cyclic_vm4_des.plt,5,5,write,3.281610e-04,3.282610e-04,3.620885e-15,1.258074e-13,1.294283e-13,11
c5_p6_fall_cyclic_vm4_des.plt,5,6,fall,3.284630e-04,3.284640e-04,-2.719942e-16,6.241266e-16,3.521324e-16,30
c5_p6_read_cyclic_vm4_des.plt,5,6,read,3.284640e-04,3.285640e-04,7.460113e-17,3.724635e-18,7.832577e-17,21
c5_p6_rise_cyclic_vm4_des.plt,5,6,rise,3.283620e-04,3.283630e-04,2.667194e-16,6.116071e-16,8.783265e-16,30
c5_p6_write_cyclic_vm4_des.plt,5,6,write,3.283630e-04,3.284630e-04,3.621178e-15,1.258739e-13,1.294950e-13,11
c5_p7_fall_cyclic_vm4_des.plt,5,7,fall,3.286650e-04,3.286660e-04,-2.721689e-16,6.262786e-16,3.541097e-16,30
c5_p7_read_cyclic_vm4_des.plt,5,7,read,3.286660e-04,3.287660e-04,7.461443e-17,3.725267e-18,7.833969e-17,21
c5_p7_rise_cyclic_vm4_des.plt,5,7,rise,3.285640e-04,3.285650e-04,2.669462e-16,6.136553e-16,8.806014e-16,30
c5_p7_write_cyclic_vm4_des.plt,5,7,write,3.285650e-04,3.286650e-04,3.621483e-15,1.259474e-13,1.295689e-13,11
c5_p8_fall_cyclic_vm4_des.plt,5,8,fall,3.288670e-04,3.288680e-04,-2.723531e-16,6.285780e-16,3.562248e-16,30
c5_p8_read_cyclic_vm4_des.plt,5,8,read,3.288680e-04,3.289680e-04,7.462952e-17,3.725985e-18,7.835551e-17,21
c5_p8_rise_cyclic_vm4_des.plt,5,8,rise,3.287660e-04,3.287670e-04,2.671896e-16,6.158771e-16,8.830667e-16,30
c5_p8_write_cyclic_vm4_des.plt,5,8,write,3.287670e-04,3.288670e-04,3.621794e-15,1.260262e-13,1.296480e-13,11
c5_p9_fall_cyclic_vm4_des.plt,5,9,fall,3.290690e-04,3.290700e-04,-2.725433e-16,6.309835e-16,3.584402e-16,30
c5_p9_read_cyclic_vm4_des.plt,5,9,read,3.290700e-04,3.291700e-04,7.464605e-17,3.726771e-18,7.837282e-17,21
c5_p9_rise_cyclic_vm4_des.plt,5,9,rise,3.289680e-04,3.289690e-04,2.674443e-16,6.182266e-16,8.856709e-16,30
c5_p9_write_cyclic_vm4_des.plt,5,9,write,3.289690e-04,3.290690e-04,3.622108e-15,1.261087e-13,1.297308e-13,11
