timestep,Normal,Epileptic
1003,0.53451115,0.4654889
1004,0.5297502,0.47024977
1005,0.52830225,0.4716978
1006,0.5269244,0.47307557
1007,0.5256134,0.47438663
1008,0.524366,0.47563395
1009,0.52317923,0.47682077
1010,0.5220501,0.47794995
1011,0.52679884,0.47320113
1012,0.58817416,0.41182587
1013,0.6495297,0.35047027
1014,0.64264834,0.3573517
1015,0.67461765,0.32538238
1016,0.66676235,0.3332376
1017,0.6592033,0.34079668
1018,0.65193695,0.34806308
1019,0.6449586,0.35504133
1020,0.6537381,0.34626195
1021,0.7613603,0.23863974
1022,0.7509266,0.24907336
1023,0.7721735,0.2278265
1024,0.7615297,0.23847036
1025,0.7510925,0.2489075
1026,0.74088496,0.25911498
1027,0.7309262,0.26907372
1028,0.72123206,0.278768
1029,0.7165796,0.28342032
1030,0.76137793,0.23862204
1031,0.83971334,0.16028666
1032,0.82853985,0.1714602
1033,0.827234,0.17276601
1034,0.81604135,0.18395865
1035,0.804881,0.19511898
1036,0.79379606,0.20620394
1037,0.78676826,0.21323171
1038,0.7948182,0.20518175
1039,0.8354347,0.16456537
1040,0.8637042,0.13629583
1041,0.86104715,0.13895285
1042,0.86197066,0.13802935
1043,0.85099214,0.14900792
1044,0.83989006,0.16010989
1045,0.83200574,0.1679943
1046,0.85812503,0.14187501
1047,0.8679445,0.13205546
1048,0.88548374,0.11451626
1049,0.8882347,0.111765385
1050,0.87779605,0.12220394
1051,0.87785345,0.122146554
1052,0.86982346,0.13017651
1053,0.8589684,0.14103164
1054,0.8697376,0.13026239
1055,0.894967,0.10503305
1056,0.8847296,0.115270354
1057,0.89769816,0.10230186
1058,0.89684737,0.10315259
1059,0.88667136,0.11332861
1060,0.87619,0.12380998
1061,0.87340176,0.12659824
1062,0.8923624,0.10763761
1063,0.89869654,0.10130348
1064,0.88858306,0.11141696
1065,0.918661,0.08133896
1066,0.9093758,0.09062417
1067,0.9080675,0.091932416
1068,0.9004194,0.099580556
1069,0.9008615,0.09913848
1070,0.8908241,0.1091759
1071,0.91159564,0.08840439
1072,0.9222859,0.07771415
1073,0.91899866,0.08100133
1074,0.9245063,0.07549362
1075,0.91731066,0.08268935
1076,0.90795994,0.09204012
1077,0.9034247,0.09657528
1078,0.9253311,0.07466883
1079,0.9339288,0.06607129
1080,0.9286487,0.07135129
1081,0.9198965,0.08010349
1082,0.9182339,0.08176612
1083,0.9108419,0.08915807
1084,0.90706176,0.09293818
1085,0.9084067,0.09159333
1086,0.9254564,0.0745436
1087,0.9247272,0.075272836
1088,0.9334156,0.066584356
1089,0.92495006,0.07504996
1090,0.9159902,0.08400978
1091,0.91445214,0.0855478
1092,0.9069564,0.09304364
1093,0.92011356,0.079886496
1094,0.9109005,0.08909955
1095,0.91193634,0.08806363
1096,0.9288496,0.07115038
1097,0.9201091,0.07989091
1098,0.92069393,0.079306126
1099,0.91337526,0.08662475
1100,0.9038418,0.09615826
1101,0.8939142,0.10608579
1102,0.9093176,0.09068235
1103,0.90477365,0.09522635
1104,0.916519,0.08348101
1105,0.91968584,0.080314174
1106,0.9104513,0.08954863
1107,0.9086329,0.091367096
1108,0.89889514,0.10110492
1109,0.8887884,0.111211576
1110,0.8783654,0.12163466
1111,0.88927656,0.11072345
1112,0.8788674,0.12113267
1113,0.8805266,0.11947341
1114,0.89607483,0.103925236
1115,0.8858733,0.114126705
