timestep,ALIF0,ALIF1,ALIF2,ALIF3,ALIF4
51,0.0,0.0,0.0,0.34559712,0.0
52,0.0,0.0,0.0,0.34525168,0.0
53,0.0,0.0,0.0,0.46160987,0.0
54,0.0,0.0,0.0,0.4611485,0.0
55,0.0,0.0,0.0,0.46068758,0.0
56,0.0,0.0,0.0,0.4602271,0.0
57,0.0,0.0,0.0,0.4597671,0.0
58,0.0,0.0,0.0,0.45930755,0.0
59,0.0,0.0,0.0,0.45884848,0.0
60,0.0,0.0,0.0,0.45838985,0.0
61,0.0,0.0,0.0,0.57463497,0.0
62,0.0,0.0,0.0,0.5740606,0.0
63,0.0,0.0,0.0,0.57348686,0.0
64,0.0,0.0,0.0,0.57291365,0.0
65,0.0,0.0,0.0,0.572341,0.0
66,0.0,0.0,0.0,0.57176894,0.0
67,0.0,0.0,0.0,0.57119745,0.0
68,0.0,0.0,0.0,0.57062656,0.0
69,0.0,0.0,0.0,0.5700562,0.0
70,0.0,0.0,0.0,0.6861897,0.0
71,0.0,0.0,0.0,0.68550384,0.0
72,0.0,0.0,0.0,0.6848187,0.0
73,0.0,0.0,0.0,0.6841342,0.0
74,0.0,0.0,0.0,0.6834504,0.0
75,0.0,0.0,0.0,0.6827673,0.0
76,0.0,0.0,0.0,0.68208486,0.0
77,0.0,0.0,0.0,0.6814031,0.0
78,0.0,0.0,0.0,0.68072206,0.0
79,0.0,0.0,0.0,0.6800417,0.0
80,0.0,0.0,0.0,0.67936194,0.0
81,0.0,0.0,0.0,0.6786829,0.0
82,0.0,0.0,0.0,0.79470783,0.0
83,0.0,0.0,0.0,0.79391354,0.0
84,0.0,0.0,0.0,0.79312,0.0
85,0.0,0.0,0.0,0.7923273,0.0
86,0.0,0.0,0.0,0.7915353,0.0
87,0.0,0.0,0.0,0.7907442,0.0
88,0.0,0.0,0.0,0.7899538,0.0
89,0.0,0.0,0.0,0.78916425,0.0
90,0.0,0.0,0.0,0.90507877,0.0
91,0.0,0.0,0.0,0.90417415,0.0
92,0.0,0.0,0.0,0.9032704,0.0
93,0.0,0.0,0.0,0.9023676,0.0
94,0.0,0.0,0.0,0.90146565,0.0
95,0.0,0.0,0.0,0.9005646,0.0
96,0.0,0.0,0.0,0.89966446,0.0
97,0.0,0.0,0.0,1.0154685,0.0
98,0.0,0.0,0.0,1.0144535,0.0
99,0.0,0.0,0.0,1.0134395,0.0
100,0.0,0.0,0.0,1.0124266,0.0
101,0.0,0.0,0.0,1.0114146,0.0
102,0.0,0.0,0.0,1.0104038,0.0
103,0.0,0.0,0.0,1.0093938,0.0
104,0.0,0.0,0.0,1.008385,0.0
105,0.0,0.0,0.0,1.1240712,0.0
106,0.0,0.0,0.0,1.1229477,0.0
107,0.0,0.0,0.0,1.1218253,0.0
108,0.0,0.0,0.0,1.120704,0.0
109,0.0,0.0,0.0,1.1195838,0.0
110,0.0,0.0,0.0,1.1184648,0.0
111,0.0,0.0,0.0,1.1173469,0.0
112,0.0,0.0,0.0,1.1162301,0.0
113,0.0,0.0,0.0,1.1151145,0.0
114,0.0,0.0,0.0,1.2305578,0.0
115,0.0,0.0,0.0,1.2293278,0.0
116,0.0,0.0,0.0,1.2280991,0.0
117,0.0,0.0,0.0,1.2268716,0.0
118,0.0,0.0,0.0,1.2256453,0.0
119,0.0,0.0,0.0,1.2244203,0.0
120,0.0,0.0,0.0,1.2231965,0.0
121,0.0,0.0,0.0,1.2219739,0.0
122,0.116703264,0.0,0.0,1.2207525,0.0
123,0.11658662,0.0,0.0,1.2195324,0.0
124,0.11647009,0.0,0.0,1.2183135,0.0
125,0.116353676,0.0,0.0,1.2170957,0.0
126,0.11623738,0.0,0.0,1.2158792,0.0
127,0.1161212,0.0,0.0,1.2146639,0.0
128,0.11600514,0.0,0.0,1.2134498,0.0
129,0.11588919,0.0,0.0,1.212237,0.0
130,0.11577336,0.0,0.0,1.3273168,0.0
131,0.11565764,0.0,0.0,1.3259901,0.0
132,0.11554204,0.0,0.0,1.3246647,0.0
133,0.115426555,0.0,0.0,1.3233407,0.0
134,0.11531118,0.0,0.0,1.3220179,0.0
135,0.11519593,0.0,0.0,1.3206966,0.116703264
136,0.11508079,0.0,0.0,1.3193766,0.11658662
137,0.11496577,0.0,0.0,1.3180579,0.11647009
138,0.11485086,0.0,0.0,1.4325869,0.116353676
139,0.114736065,0.0,0.0,1.431155,0.11623738
140,0.114621386,0.0,0.0,1.4297245,0.1161212
141,0.11450682,0.0,0.0,1.4282954,0.11600514
142,0.11439237,0.0,0.0,1.4268677,0.11588919
143,0.11427803,0.0,0.0,1.4254415,0.11577336
144,0.11416381,0.0,0.0,1.4240167,0.11565764
145,0.1140497,0.0,0.0,1.4225934,0.11554204
146,0.11393571,0.0,0.0,1.4211714,0.115426555
147,0.11382183,0.0,0.0,1.4197509,0.11531118
148,0.113708064,0.0,0.0,1.4183319,0.11519593
149,0.11359441,0.0,0.0,1.4169142,0.11508079
150,0.11348087,0.0,0.0,1.415498,0.11496577
151,0.113367446,0.0,0.0,1.4140832,0.11485086
152,0.11325414,0.0,0.0,1.4126699,0.114736065
153,0.11314094,0.0,0.0,1.4112579,0.114621386
154,0.113027856,0.0,0.0,1.5251683,0.11450682
155,0.11291488,0.0,0.0,1.5236439,0.11439237
156,0.11280202,0.0,0.0,1.522121,0.11427803
157,0.11268927,0.0,0.0,1.5205996,0.11416381
158,0.11257664,0.0,0.0,1.5190798,0.1140497
159,0.11246412,0.0,0.0,1.5175614,0.11393571
160,0.112351716,0.0,0.0,1.5160446,0.11382183
161,0.11223942,0.0,0.0,1.5145293,0.113708064
162,0.11212724,0.0,0.0,1.5130155,0.11359441
163,0.112015165,0.0,0.0,1.5115032,0.11348087
164,0.111903206,0.0,0.0,1.5099925,0.113367446
165,0.11179136,0.0,0.0,1.5084832,0.11325414
166,0.11167962,0.0,0.0,1.5069754,0.11314094
167,0.111568,0.0,0.0,1.5054692,0.113027856
168,0.11145648,0.0,0.0,1.5039644,0.11291488
169,0.11134508,0.0,0.0,1.5024612,0.11280202
170,0.11123379,0.0,0.0,1.6156454,0.11268927
171,0.111122616,0.0,0.0,1.6140306,0.11257664
172,0.11101155,0.0,0.0,1.6124173,0.11246412
173,0.110900596,0.0,0.0,1.6108057,0.112351716
174,0.110789746,0.0,0.0,1.6091957,0.11223942
175,0.11067901,0.0,0.0,1.6075873,0.11212724
176,0.11056838,0.0,0.0,1.6059805,0.112015165
177,0.11045787,0.0,0.0,1.6043754,0.111903206
178,0.110347465,0.0,0.0,1.6027718,0.11179136
179,0.110237174,0.0,0.0,1.6011698,0.11167962
180,0.11012699,0.0,0.0,1.5995694,0.111568
181,0.11001691,0.0,0.0,1.5979706,0.11145648
182,0.10990695,0.0,0.0,1.7102659,0.11134508
183,0.1097971,0.0,0.0,1.7085564,0.11123379
184,0.10968735,0.0,0.0,1.7068487,0.111122616
185,0.109577715,0.0,0.0,1.7051427,0.11101155
186,0.10946819,0.0,0.0,1.7034384,0.110900596
187,0.10935878,0.0,0.0,1.7017359,0.110789746
188,0.10924947,0.0,0.0,1.700035,0.11067901
189,0.10914028,0.0,0.0,1.6983358,0.11056838
190,0.10903119,0.0,0.0,1.6966382,0.11045787
191,0.10892221,0.0,0.0,1.8078773,0.110347465
192,0.108813345,0.0,0.0,1.8060703,0.110237174
193,0.10870458,0.0,0.0,1.8042651,0.11012699
194,0.10859593,0.0,0.0,1.8024617,0.11001691
195,0.10848739,0.0,0.0,1.8006601,0.10990695
196,0.108378954,0.0,0.0,1.7988603,0.1097971
197,0.10827063,0.0,0.0,1.7970623,0.10968735
198,0.10816241,0.0,0.0,1.7952662,0.109577715
199,0.1080543,0.0,0.0,1.7934718,0.10946819
200,0.1079463,0.0,0.0,1.7916793,0.10935878
201,0.10783841,0.0,0.0,1.9017684,0.10924947
